ward,type,location,year,est_cost,id,address,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
7,Sidewalk Menu,7737 S BURNHAM AVE,2021,8576.93,5731,7737 S BURNHAM AVE,census,"c(-87.5570294189999, 41.7547758930001)",7,3,07003
49,Sidewalk Menu,7739 N HERMITAGE AVE,2022,9325.54,43046,7739 N HERMITAGE AVE,google,"c(-87.6739262, 42.0221951)",49,1,49001
49,Pavement Markings Menu,7740 N SHERIDAN RD,2018,850,42861,7740 N SHERIDAN RD,census,"c(-87.666800068, 42.0223482170001)",49,30,49030
17,Miscellaneous CDOT Projects,7752 S GREEN ST,2022,150,15375,7752 S GREEN ST,census,"c(-87.645329174, 41.7533072680001)",17,7,17007
18,Alley Apron Menu,7755 S TROY ST,2021,13817.8,16134,7755 S TROY ST,census,"c(-87.701239223, 41.7523117000001)",18,44,18044
13,Bollard Menu,7758 S KEATING AV,2007,714,10517,7758 S KEATING AV,census,"c(-87.740235304, 41.7517489620001)",13,22,13022
8,Sidewalk Menu,7759 S DOBSON AVE,2017,8976.7,6393,7759 S DOBSON AVE,census,"c(-87.5991824129999, 41.753947155)",8,17,08017
42,Miscellaneous-CDOT,78 E Washington,2008,1800,36458,78 E Washington,google,"c(-87.6249624, 41.8841623)",42,9,42009
13,Bollard Menu,7800 S KEDVALE AV,2007,1428,10519,7800 S KEDVALE AV,census,"c(-87.725476387, 41.7517987300001)",13,2,13002
5,Bollard Menu,7818 S STONY ISLAND AV,2007,714,3962,7818 S STONY ISLAND AV,google,"c(-87.5863587, 41.7526622)",5,12,05012
13,Miscellaneous-BOE,7825 S KOSTNER AV,2007,1200,10575,7825 S KOSTNER AV,census,"c(-87.73167469, 41.7509650910001)",13,42,13042
8,Miscellaneous CDOT Projects,7827 S STONY ISLAND AVE E,2022,75,6582,7827 S STONY ISLAND AVE E,google,"c(-87.585222, 41.7525486)",8,13,08013
17,Bollard Menu,7846 S CARPENTER ST,2007,1428,14795,7846 S CARPENTER ST,census,"c(-87.650135726, 41.751690588)",17,12,17012
17,Bollard Menu,7847 S EMERALD AV,2006,2142,14760,7847 S EMERALD AV,google,"c(-87.6425544, 41.7511065)",17,2,17002
7,Miscellaneous CDOT Projects,7900 S KINGSTON AVE,2021,150,5722,7900 S KINGSTON AVE,census,"c(-87.562590535, 41.751175404)",7,19,07019
18,Sidewalk Menu,7901 S HOMAN AVE,2020,11382.07,16108,7901 S HOMAN AVE,google,"c(-87.7072544, 41.7496665)",18,31,18031
13,Bollard Menu,7901 S TRIPP AV,2006,1293,10433,7901 S TRIPP AV,google,"c(-87.7274778, 41.7491549)",13,21,13021
6,Bollard Menu,7912 S PRAIRIE AV,2008,1428,4662,7912 S PRAIRIE AV,google,"c(-87.6185029, 41.750608)",6,44,06044
17,Alley Apron Menu,7913 S WOOD ST,2019,29700.71,15272,7913 S WOOD ST,google,"c(-87.6682673, 41.7498446)",21,29,21029
18,Miscellaneous-CDOT,7914 S California,2009,121,15658,7914 S California,google,"c(-87.6929099, 41.7493343)",18,22,18022
17,Alley Apron Menu,7914 S WOOD ST,2019,27478.1,15273,7914 S WOOD ST,google,"c(-87.6686382, 41.749716)",18,51,18051
17,Alley Speed Hump Menu,7915 S GREEN ST,2019,1400,15275,7915 S GREEN ST,census,"c(-87.645224511, 41.749917452)",17,10,17010
17,Concrete Alley Menu,7915 S HALSTED ST,2017,165000,15184,7915 S HALSTED ST,google,"c(-87.643697, 41.750133)",17,2,17002
17,Alley Apron Menu,7915 S WENTWORTH AVE,2018,25232.53,15231,7915 S WENTWORTH AVE,census,"c(-87.629281469, 41.7502226710001)",17,21,17021
17,Sidewalk Menu,7920 S WINCHESTER AVE,2021,16243.83,15346,7920 S WINCHESTER AVE,google,"c(-87.6722242, 41.7495844)",18,51,18051
17,Alley Resurfacing Menu,7923 S NORMAL AVE,2017,24755.42,15178,7923 S NORMAL AVE,google,"c(-87.6364622, 41.7500491)",17,53,17053
18,Sidewalk Menu,7925 S CHRISTIANA AVE,2020,9383.66,16113,7925 S CHRISTIANA AVE,census,"c(-87.7060282959999, 41.7490689010001)",18,31,18031
18,Sidewalk Menu,7926 S ALBANY AVE,2021,1861.26,16148,7926 S ALBANY AVE,census,"c(-87.699934695, 41.748993962)",18,16,18016
8,Miscellaneous CDOT Projects,7931 S ELLIS AVE,2022,150,6583,7931 S ELLIS AVE,census,"c(-87.600311501, 41.750713239)",8,43,08043
21,Sidewalk Menu,7932 S JUSTINE ST,2021,10606.74,18402,7932 S JUSTINE ST,census,"c(-87.662209361, 41.7495711390001)",21,36,21036
21,Alley Resurfacing Menu (1-1),7932 S JUSTINE ST,2021,5757.49,18384,7932 S JUSTINE ST,census,"c(-87.662209361, 41.7495711390001)",21,36,21036
17,Street Light Upgrade Menu,7934 S CARPENTER ST,2021,500,15349,7934 S CARPENTER ST,census,"c(-87.650081501, 41.74958)",17,55,17055
17,Miscellaneous CDOT Projects,7935 S GREEN ST,2019,500,15278,7935 S GREEN ST,census,"c(-87.645216891, 41.749672649)",17,10,17010
17,Miscellaneous CDOT Projects,7937 S LA SALLE ST,2019,500,15279,7937 S LA SALLE ST,census,"c(-87.6282111479999, 41.7500164690001)",17,21,17021
7,Street Light Upgrade Menu,7941 S SOUTH SHORE DR,2022,500,5787,7941 S SOUTH SHORE DR,census,"c(-87.5480249999999, 41.7510072860001)",7,18,07018
18,Curb & Gutter Menu,7944 S KOSTNER AVE,2021,7951.68,16138,7944 S KOSTNER AVE,census,"c(-87.731601037, 41.7483069360001)",13,11,13011
18,Sidewalk Menu,7949 S CAMPBELL AVE,2021,2523.51,16149,7949 S CAMPBELL AVE,google,"c(-87.6850088, 41.7486164)",18,14,18014
6,Curb & Gutter Menu,7949 S VERNON AVE,2015,7585,4846,7949 S VERNON AVE,google,"c(-87.6133459, 41.7496976)",6,51,06051
7,Bollard Menu,7952 S PHILLIPS AV,2008,630,5239,7952 S PHILLIPS AV,census,"c(-87.564989381, 41.749640866)",7,19,07019
17,Miscellaneous CDOT Projects,7958 S CARPENTER ST,2021,150,15341,7958 S CARPENTER ST,census,"c(-87.6500738299999, 41.74930713)",17,55,17055
18,Curb & Gutter Menu,7959 S KEDVALE AVE,2022,1731.52,16195,7959 S KEDVALE AVE,census,"c(-87.725422354, 41.7478785340001)",13,21,13021
42,Curb/Gutter Menu - Change Order,800 N Dearborn,2008,1500,36455,800 N Dearborn,census,"c(-87.629785458, 41.897069388)",42,17,42017
27,Alley Resurfacing Menu (1-1),800 N MONTICELLO AVE,2017,36028.38,23785,800 N MONTICELLO AVE,census,"c(-87.717557611, 41.896029416)",27,22,27022
27,1 LPR Existing Camera: 800 N Ridgeway,800 N RIDGEWAY AVE,2021,10971,23902,800 N RIDGEWAY AVE,census,"c(-87.719997671, 41.896008995)",27,19,27019
37,Sidewalk Menu,800 N TRIPP AVE,2018,28589.09,32896,800 N TRIPP AVE,census,"c(-87.732263482, 41.8957473240001)",37,28,37028
2,Sidewalk Menu,800 S STATE ST,2012,3394,1947,800 S STATE ST,census,"c(-87.627619856, 41.8717427780001)",2,43,02043
43,Miscellaneous CDOT Projects,800 W ALTGELD ST,2018,750,37945,800 W ALTGELD ST,census,"c(-87.649231874, 41.9272579670001)",43,31,43031
46,Street Lighting,800 W CUYLER AV,2006,40000,39784,800 W CUYLER AV,census,"c(-87.649870757, 41.9560249260001)",46,10,46010
44,Miscellaneous-CDOT,800 W Diversey,2010,17014,38252,800 W Diversey,google,"c(-87.6492684, 41.9328424)",44,29,44029
46,Sidewalk Menu,800 W HUTCHINSON ST,2017,3430.32,40118,800 W HUTCHINSON ST,census,"c(-87.649986946, 41.95930107)",46,11,46011
18,Sidewalk Menu,8000 S ARTESIAN AVE,2021,12173.91,16150,8000 S ARTESIAN AVE,census,"c(-87.6840246689999, 41.74812102)",18,14,18014
21,Sidewalk Menu,8000 S CARPENTER ST,2019,19719.95,18273,8000 S CARPENTER ST,census,"c(-87.6500525769999, 41.7485838580001)",21,52,21052
7,Guardrail Menu,8000 S ESSEX AV,2007,1211,5163,8000 S ESSEX AV,census,"c(-87.563778868, 41.749835209)",7,19,07019
17,Alley Apron Menu,8000 S HARVARD AVE,2018,28951.39,15230,8000 S HARVARD AVE,census,"c(-87.633044441, 41.7488374320001)",17,53,17053
21,Street Speed Hump Menu,8000 S HERMITAGE AVE,2017,3700,18179,8000 S HERMITAGE AVE,census,"c(-87.667035018, 41.748346021)",21,29,21029
8,Sidewalk Menu,8000 S LUELLA AVE,2022,16359.03,6586,8000 S LUELLA AVE,census,"c(-87.569859881, 41.749721505)",8,7,08007
18,Sidewalk Menu,8000 S SAWYER AVE,2020,11120.99,16110,8000 S SAWYER AVE,census,"c(-87.703561312, 41.7478150960001)",18,21,18021
8,Street Lighting,8000 S UNIVERSITY AVE,2011,350,6145,8000 S UNIVERSITY AVE,census,"c(-87.5966768329999, 41.7493535570001)",8,56,08056
18,Sidewalk Menu,8001 S ARTESIAN AVE,2021,2903.96,16151,8001 S ARTESIAN AVE,census,"c(-87.684009975, 41.7481212000001)",18,14,18014
18,Sidewalk Menu,8001 S Francisco Ave,2012,1576,15845,8001 S Francisco Ave,census,"c(-87.695004365, 41.7479522780001)",18,22,18022
21,Sidewalk Menu,8001 S GREEN ST,2020,36000.57,18348,8001 S GREEN ST,census,"c(-87.645188275, 41.7486561420001)",21,4,21004
18,Street Lighting,8001 S SACRAMENTO AV,2010,400,15775,8001 S SACRAMENTO AV,census,"c(-87.697448456, 41.7479120740001)",18,16,18016
18,Sidewalk Menu,8001 S SACRAMENTO AVE,2018,4706.91,16045,8001 S SACRAMENTO AVE,census,"c(-87.697448456, 41.7479120740001)",18,16,18016
27,Sidewalk Menu,801 N SEDGWICK ST,2021,428.52,23925,801 N SEDGWICK ST,census,"c(-87.638698574, 41.897430361)",27,21,27021
27,Alley Resurfacing Menu (1-1),801 N TRUMBULL AVE,2017,32528.38,23784,801 N TRUMBULL AVE,census,"c(-87.71264746, 41.8955337460001)",27,3,27003
24,Bollard Menu,801 S HOMAN AV,2008,1428,20784,801 S HOMAN AV,census,"c(-87.710679773, 41.870872655)",24,27,24027
17,Alley Apron Menu,8011 S STEWART AVE,2018,28671.57,15229,8011 S STEWART AVE,census,"c(-87.6342363379999, 41.74866144)",17,53,17053
21,Sidewalk Menu,8015 S HERMITAGE AVE,2018,16463.96,18202,8015 S HERMITAGE AVE,census,"c(-87.6670131069999, 41.748127309)",21,15,21015
18,Sidewalk Menu,8019 S KEELER AVE,2022,5569.25,16206,8019 S KEELER AVE,census,"c(-87.726603871, 41.7473232090001)",13,21,13021
8,Miscellaneous CDOT Projects,8020 S INGLESIDE AVE,2021,450,6527,8020 S INGLESIDE AVE,census,"c(-87.6014887919999, 41.7490371320001)",8,18,08018
13,Pole Painting,8020 S PULASKI RD,2006,200,10487,8020 S PULASKI RD,census,"c(-87.72183867, 41.7471565370001)",13,21,13021
8,Sidewalk Menu,8021 S HARPER AVE,2018,3485.83,6429,8021 S HARPER AVE,census,"c(-87.58713145, 41.749193125)",8,48,08048
8,Sidewalk Menu,8022 S JEFFERY BLVD,2017,1065.37,6395,8022 S JEFFERY BLVD,census,"c(-87.57594693, 41.74930249)",8,24,08024
21,Sidewalk Menu,8024 S ADA ST,2019,5397.3,18283,8024 S ADA ST,census,"c(-87.657319101, 41.7481043760001)",21,57,21057
36,Chicago Park District,8029 W FOREST PRESERVE AVE Shabbona Park,2013,275000,31777,8029 W FOREST PRESERVE AVE Shabbona Park,census,"c(-87.827298494, 41.9442185400001)",36,30,36030
38,Hiawatha Park Lighting,8029 W FOREST PRESERVE AVE,2022,420000,33940,8029 W FOREST PRESERVE AVE,census,"c(-87.8272865339999, 41.9442242800001)",36,30,36030
6,Curb & Gutter Menu,8035 S INDIANA AVE,2019,9377.91,4942,8035 S INDIANA AVE,census,"c(-87.6196897419999, 41.748529927)",6,44,06044
17,Street Light Upgrade Menu,8039 S PRINCETON AVE,2018,500,15254,8039 S PRINCETON AVE,census,"c(-87.631801271, 41.7482672610001)",17,54,17054
13,Guardrail Menu,8042 S KILPATRICK AV,2006,400,10438,8042 S KILPATRICK AV,census,"c(-87.738240807, 41.746550756)",13,6,13006
21,Sidewalk Menu,8055 S SANGAMON ST,2018,4024.24,18200,8055 S SANGAMON ST,census,"c(-87.647590712, 41.74777922)",21,62,21062
8,Street Cul-de-Sac Menu,8057 S CONSTANCE AV,2009,22285,6098,8057 S CONSTANCE AV,census,"c(-87.5799797029999, 41.7486769450001)",8,11,08011
17,Alley Apron Menu,8057 S HONORE ST,2018,29916.86,15222,8057 S HONORE ST,google,"c(-87.6691243, 41.7467819)",18,51,18051
17,Alley Apron Menu,8057 S WOLCOTT AVE,2018,30674.16,15225,8057 S WOLCOTT AVE,census,"c(-87.67063223, 41.747406046)",18,51,18051
17,Curb & Gutter Menu,8058 S WOLCOTT AVE,2022,13043.37,15373,8058 S WOLCOTT AVE,census,"c(-87.670646221, 41.7473739970001)",18,51,18051
18,Bollard Menu,8059 S KEDZIE AVE,2021,516.39,16136,8059 S KEDZIE AVE,google,"c(-87.7019625, 41.7463495)",18,35,18035
17,Sidewalk Menu,8059 S YALE AVE,2016,10222.02,15150,8059 S YALE AVE,census,"c(-87.6305827099999, 41.747955361)",17,54,17054
28,Alley Speed Hump Menu,806 S LEAVITT ST,2019,2100,24698,806 S LEAVITT ST,google,"c(-87.6815214, 41.8711098)",25,4,25004
43,Sidewalk Menu,806 W WEBSTER AVE,2016,16891.2,37845,806 W WEBSTER AVE,census,"c(-87.648986373, 41.9218178620001)",43,21,43021
18,Sidewalk Menu,8062 S SPAULDING AVE,2019,15688.38,16073,8062 S SPAULDING AVE,google,"c(-87.705029, 41.7462647)",18,21,18021
49,Sidewalk Menu  1,807 W LUNT AVE,2019,2237,42921,807 W LUNT AVE,google,"c(-87.6601245, 42.0092023)",49,29,49029
2,Lake Shore Park Irrigation System,808 N LAKE SHORE DR,2019,113000,2358,808 N LAKE SHORE DR,census,"c(-87.617592117, 41.897608319)",42,40,42040
2,POD CAMERA: LAKE SHORE PARK,808 N LAKE SHORE DR,2019,24776,2362,808 N LAKE SHORE DR,census,"c(-87.617592117, 41.897608319)",42,40,42040
2,2 Tennis Court Resurfacing - 808 N Lake Shore Drive,808 N LAKE SHORE DR,2022,50000,2458,808 N LAKE SHORE DR,census,"c(-87.617592117, 41.897608319)",42,40,42040
2,Lake Shore Park Outdoor Fitness Center,808 N LAKE SHORE DR,2022,25000,2474,808 N LAKE SHORE DR,census,"c(-87.617592117, 41.897608319)",42,40,42040
2,Miscellaneous CDOT Projects,808 N LAKE SHORE DR,2022,38234.16,2475,808 N LAKE SHORE DR,census,"c(-87.617592117, 41.897608319)",42,40,42040
46,Speed Indicator Signs,808 W HUTCHINSON ST,2022,14000,40286,808 W HUTCHINSON ST,census,"c(-87.65011254, 41.9592964990001)",46,11,46011
46,Sidewalk Menu,809 W LAKESIDE PL,2019,5067.69,40191,809 W LAKESIDE PL,census,"c(-87.6505500379999, 41.9682453340001)",46,8,46008
43,Curb & Gutter Menu,809 W LILL AVE,2018,11075.22,37923,809 W LILL AVE,census,"c(-87.649224821, 41.9281679100001)",43,31,43031
43,Bus Pad,810 W FULLERTON AVE,2017,17064.1,37874,810 W FULLERTON AVE,google,"c(-87.6491291, 41.9255449)",43,31,43031
43,Alley Apron Menu,810 W WILLOW ST,2018,13631.34,37904,810 W WILLOW ST,google,"c(-87.6488032, 41.9139189)",43,3,43003
8,Bollard Menu,8100 S CONSTANCE AV,2009,3878,6073,8100 S CONSTANCE AV,google,"c(-87.5799743, 41.7480531)",8,11,08011
7,Sidewalk Menu,8100 S MARQUETTE AVE,2021,15983.01,5732,8100 S MARQUETTE AVE,google,"c(-87.5591918, 41.7480544)",7,42,07042
21,Sidewalk Menu,8100 S PRINCETON AVE,2019,30799.9,18270,8100 S PRINCETON AVE,google,"c(-87.6320764, 41.7470403)",21,2,21002
7,Bollard Menu,8100 S SOUTH SHORE DR,2009,630,5292,8100 S SOUTH SHORE DR,census,"c(-87.5479836109999, 41.748197637)",7,32,07032
18,Sidewalk Menu,8100 S WHIPPLE ST,2021,27474.97,16153,8100 S WHIPPLE ST,google,"c(-87.6989528, 41.7460711)",18,35,18035
8,Street Light Upgrade Menu,8101 S EUCLID AVE,2016,450,6368,8101 S EUCLID AVE,census,"c(-87.577121182, 41.747812233)",8,24,08024
17,Alley Apron Menu,8101 S HONORE ST,2018,28942.28,15223,8101 S HONORE ST,google,"c(-87.6690742, 41.7465199)",18,53,18053
17,Alley Apron Menu,8101 S WOLCOTT AVE,2018,27343.53,15224,8101 S WOLCOTT AVE,census,"c(-87.670610096, 41.74647737)",18,51,18051
8,Sidewalk Menu,8107 S BLACKSTONE AVE,2022,3196.08,6587,8107 S BLACKSTONE AVE,census,"c(-87.5882353269999, 41.747575156)",8,6,08006
21,Sidewalk Menu,8107 S MARSHFIELD AVE,2020,2315.81,18350,8107 S MARSHFIELD AVE,census,"c(-87.664543569, 41.7464600260001)",21,26,21026
41,Curb & Gutter Menu,8109 W CATHERINE AVE,2018,4275.91,36057,8109 W CATHERINE AVE,census,"c(-87.829677455, 41.977330808)",41,13,41013
17,Alley Apron Menu,8111 S DAMEN AVE,2019,27571.02,15271,8111 S DAMEN AVE,census,"c(-87.673024219, 41.746195781)",18,52,18052
21,Sidewalk Menu,8112 S GREEN ST,2016,7257.56,18097,8112 S GREEN ST,census,"c(-87.645144465, 41.746647571)",21,34,21034
21,Curb & Gutter Menu,8112 S PAULINA ST,2022,5251.47,18460,8112 S PAULINA ST,google,"c(-87.6660906, 41.7462271)",18,53,18053
21,Alley Speed Hump Menu,8112 S PAULINA ST,2022,1050,18454,8112 S PAULINA ST,google,"c(-87.6660906, 41.7462271)",18,53,18053
21,Bollard Menu,8114 S LA SALLE ST,2008,1428,17689,8114 S LA SALLE ST,census,"c(-87.628144205, 41.7466742300001)",21,65,21065
21,Sidewalk Menu,8114 S LA SALLE ST,2019,4986.89,18293,8114 S LA SALLE ST,census,"c(-87.628144205, 41.7466742300001)",21,65,21065
18,Sidewalk Menu,8114 S RICHMOND ST,2021,2183.45666666667,16154,8114 S RICHMOND ST,census,"c(-87.6961798739999, 41.745549151)",18,22,18022
21,Bollard Menu,8115 S WENTWORTH AV,2008,714,17693,8115 S WENTWORTH AV,census,"c(-87.629182632, 41.746491765)",21,65,21065
44,Street Light Upgrade,812 W BELMONT AVE,2015,400,38623,812 W BELMONT AVE,census,"c(-87.649784392, 41.939979076)",44,42,44042
8,Sidewalk Menu,8126 S BENNETT AVE,2017,4023.8,6394,8126 S BENNETT AVE,census,"c(-87.5783408729999, 41.747434861)",8,11,08011
21,Sidewalk Menu,8131 S RACINE AVE,2016,14107.71,18101,8131 S RACINE AVE,census,"c(-87.653612154, 41.746236514)",21,52,21052
24,Miscellaneous CDOT Projects,814 S KEELER AVE,2017,4077.515,21096,814 S KEELER AVE,google,"c(-87.7304908, 41.8703297)",24,32,24032
44,Alley Apron Menu,814 W ALDINE AVE,2017,10108.2,38697,814 W ALDINE AVE,census,"c(-87.650426424, 41.9417936030001)",44,42,44042
44,Alley Apron Menu,814 W GEORGE ST,2015,12154,38550,814 W GEORGE ST,census,"c(-87.6498352949999, 41.934539188)",44,29,44029
18,Sidewalk Menu,8140 S CLAREMONT AVE,2022,14021.43,16207,8140 S CLAREMONT AVE,census,"c(-87.681574578, 41.7459139090001)",18,18,18018
21,Sidewalk Menu,8145 S PEORIA ST,2017,3024.6,18146,8145 S PEORIA ST,census,"c(-87.646328672, 41.746117934)",21,34,21034
7,Miscellaneous Other Projects,8147 S EXCHANGE AVE,2018,120,5600,8147 S EXCHANGE AVE,census,"c(-87.552795213, 41.7471201590001)",7,34,07034
42,LPR w/ Existing Camera NE Corner 815 North Cambridge,815 N CAMBRIDGE AVE,2021,10971,37034,815 N CAMBRIDGE AVE,census,"c(-87.641630375, 41.896715757)",27,21,27021
27,POD CAMERA: 815 N. Drake Ave.,815 N DRAKE AVE,2019,24776,23865,815 N DRAKE AVE,census,"c(-87.715108632, 41.896219133)",27,3,27003
37,Alley Resurfacing Menu,815 N KILDARE AVE,2019,16613.475,32934,815 N KILDARE AVE,google,"c(-87.7330262, 41.8957855)",37,28,37028
44,Alley Apron Menu,815 W OAKDALE AVE,2017,8226.14,38692,815 W OAKDALE AVE,census,"c(-87.649859632, 41.9354405170001)",44,29,44029
21,Sidewalk Menu,8152 S ELIZABETH ST,2017,4506.93,18155,8152 S ELIZABETH ST,census,"c(-87.654832241, 41.7458846480001)",21,32,21032
21,Sidewalk Menu,8152 S LAFLIN ST,2017,3895.17,18152,8152 S LAFLIN ST,census,"c(-87.6608982449999, 41.7457941260001)",21,26,21026
18,Sidewalk Menu,8153 S CENTRAL PARK AVE,2017,3322.34,16002,8153 S CENTRAL PARK AVE,census,"c(-87.711731893, 41.7443796630001)",18,29,18029
18,Sidewalk Menu,8153 S FAIRFIELD AVE,2022,1731.65,16208,8153 S FAIRFIELD AVE,census,"c(-87.6912761299999, 41.7453722330001)",18,4,18004
7,Street Light Upgrade Menu,8154 S BURNHAM AVE,2021,500,5748,8154 S BURNHAM AVE,census,"c(-87.556459624, 41.747242585)",7,42,07042
8,Sidewalk Menu,8155 S EAST END AVE,2021,17196.14,6532,8155 S EAST END AVE,census,"c(-87.582951634, 41.7463916670001)",8,2,08002
21,Sidewalk Menu,8155 S PEORIA ST,2019,12724.27,18268,8155 S PEORIA ST,google,"c(-87.6460312, 41.7453829)",21,34,21034
44,Alley Apron Menu,816 W WOLFRAM ST,2017,8258.88,38689,816 W WOLFRAM ST,census,"c(-87.6498104949999, 41.933618831)",44,29,44029
46,Diagonal Parking Menu,817 W GRACE ST,2021,103542.76,40232,817 W GRACE ST,google,"c(-87.6502682, 41.9510712)",46,44,46044
9,Street Lighting,818 E 106TH ST,2011,600,6964,818 E 106TH ST,google,"c(-87.6029969, 41.7021519)",9,42,09042
46,Gill Park Playground Equipment,818 W SHERIDAN RD,2017,26951.95,40109,818 W SHERIDAN RD,census,"c(-87.6512161429999, 41.9527298240001)",46,5,46005
11,Street Light Upgrade,819 W 37TH PL,2014,400,8936,819 W 37TH PL,census,"c(-87.6467808, 41.826584041)",11,25,11025
44,Alley Apron Menu,819 W ALDINE AVE,2016,8576.24,38636,819 W ALDINE AVE,census,"c(-87.650116688, 41.9417860040001)",44,42,44042
20,Sidewalk Menu - Change Order,820 E Marquette Rd,2008,922,17021,820 E Marquette Rd,census,"c(-87.605039873, 41.774974323)",20,5,20005
21,Sidewalk Menu,8200 S ADA ST,2021,18862.61,18403,8200 S ADA ST,census,"c(-87.657234532, 41.74484068)",21,63,21063
21,Sidewalk Menu,8200 S ELIZABETH ST,2019,14010.84,18269,8200 S ELIZABETH ST,census,"c(-87.65480652, 41.7448768590001)",21,32,21032
7,Sidewalk Menu,8200 S MANISTEE AVE,2022,20803.22,5778,8200 S MANISTEE AVE,census,"c(-87.557653005, 41.746172759)",7,42,07042
21,Sidewalk Menu,8200 S SANGAMON ST,2021,28446.71,18404,8200 S SANGAMON ST,census,"c(-87.647526515, 41.7449816930001)",21,34,21034
18,Sidewalk Menu,8200 S WASHTENAW AVE,2021,3272.87,16155,8200 S WASHTENAW AVE,census,"c(-87.69005391, 41.7444132840001)",18,4,18004
18,Sidewalk Menu,8200 S WHIPPLE ST,2021,3805.77,16156,8200 S WHIPPLE ST,census,"c(-87.698584691, 41.7442414070001)",18,35,18035
8,Sidewalk Menu,8201 S DORCHESTER AVE,2022,36695.81,6588,8201 S DORCHESTER AVE,census,"c(-87.5904792539999, 41.745821742)",8,54,08054
8,Miscellaneous CDOT Projects,8201 S INGLESIDE AVE,2021,150,6529,8201 S INGLESIDE AVE,census,"c(-87.601379604, 41.745693724)",8,14,08014
21,Curb & Gutter Menu,8201 S MARSHFIELD AVE,2019,26224.21,18247,8201 S MARSHFIELD AVE,census,"c(-87.664501036, 41.7447693940001)",21,63,21063
21,Sidewalk Menu,8201 S SANGAMON ST,2022,19252.64,18473,8201 S SANGAMON ST,census,"c(-87.6475118239999, 41.7449819620001)",21,34,21034
6,Sidewalk Menu,8206 S PRAIRIE AVE,2021,6665.52,5006,8206 S PRAIRIE AVE,census,"c(-87.618003116, 41.7453991450001)",6,41,06041
21,Curb & Gutter Menu,8210 S RACINE AVE,2022,16934.59,18461,8210 S RACINE AVE,census,"c(-87.653587379, 41.744737179)",21,67,21067
8,Street Lighting,8212 S DOBSON AVE,2011,700,6146,8212 S DOBSON AVE,census,"c(-87.59889672, 41.745298717)",8,40,08040
7,Street Light Upgrade Menu,8218 S KINGSTON AVE,2021,500,5749,8218 S KINGSTON AVE,census,"c(-87.5625072029999, 41.746011061)",7,27,07027
21,Curb & Gutter Menu,8218 S THROOP ST,2020,9084.8,18337,8218 S THROOP ST,census,"c(-87.6560116909999, 41.7445752350001)",21,32,21032
41,Curb & Gutter Menu,8219 W CATHERINE AVE,2018,4733.24,36053,8219 W CATHERINE AVE,census,"c(-87.832565861, 41.9772818610001)",41,13,41013
8,Miscellaneous CDOT Projects,8220 S ELLIS AVE,2022,150,6584,8220 S ELLIS AVE,census,"c(-87.60017064, 41.7453948770001)",8,14,08014
21,Street Light Upgrade Menu,8222 S CARPENTER ST,2021,500,18430,8222 S CARPENTER ST,census,"c(-87.649940003, 41.744603243)",21,16,21016
18,Street Light Upgrade Menu,8222 S RICHMOND ST,2017,500,16008,8222 S RICHMOND ST,census,"c(-87.69613149, 41.743838639)",18,35,18035
18,Alley Street Light Upgrade Menu,8223 S FAIRFIELD AVE,2016,450,15969,8223 S FAIRFIELD AVE,census,"c(-87.6912485139999, 41.744122019)",18,4,18004
18,Sidewalk Menu,8224 S TALMAN AVE,2017,1802.69,16007,8224 S TALMAN AVE,census,"c(-87.688819628, 41.743814494)",18,4,18004
18,Sidewalk Menu,8224 S TALMAN AVE,2018,2426.73,16040,8224 S TALMAN AVE,census,"c(-87.688819628, 41.743814494)",18,4,18004
18,Curb & Gutter Menu,8225 S KEDZIE AVE,2015,4152,15928,8225 S KEDZIE AVE,census,"c(-87.7022184639999, 41.7438050800001)",18,35,18035
18,Street Light Upgrade,8227 S ARTESIAN AVE,2012,350,15868,8227 S ARTESIAN AVE,census,"c(-87.683972296, 41.7439594640001)",18,26,18026
44,Street Light Upgrade Menu,823 W ROSCOE ST,2018,466.666666666667,38768,823 W ROSCOE ST,census,"c(-87.6504608989999, 41.9435959350001)",44,42,44042
7,Sidewalk Menu,8232 S COLFAX AVE,2021,3196.08,5733,8232 S COLFAX AVE,census,"c(-87.561286738, 41.745859825)",7,27,07027
21,Sidewalk Menu,8234 S LOOMIS BLVD,2017,23133.54,18142,8234 S LOOMIS BLVD,census,"c(-87.658433196, 41.744290219)",21,63,21063
21,Curb & Gutter Menu,8235 S MARSHFIELD AVE,2020,10875.62,18340,8235 S MARSHFIELD AVE,census,"c(-87.664479162, 41.74395853)",21,63,21063
18,Sidewalk Menu,8238 S LAWNDALE AVE,2022,19740.1,16209,8238 S LAWNDALE AVE,census,"c(-87.714398024, 41.74302965)",18,29,18029
18,Street Lighting,8239 S CAMPBELL AV,2009,5000,15703,8239 S CAMPBELL AV,census,"c(-87.685188252, 41.7437320880001)",18,26,18026
21,Sidewalk Menu,8239 S CARPENTER ST,2022,5457.8,18474,8239 S CARPENTER ST,census,"c(-87.649918897, 41.744354254)",21,16,21016
8,Sidewalk Menu,8239 S EVANS AVE,2016,3093.03,6360,8239 S EVANS AVE,census,"c(-87.6062712949999, 41.7452243010001)",6,59,06059
17,Alley Apron Menu,8242 S HONORE ST,2017,11112.67,15175,8242 S HONORE ST,census,"c(-87.6693576499999, 41.7442164870001)",18,52,18052
