ward,type,location,year,est_cost,id,address,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
48,Alley Apron Menu,1413 W CATALPA AVE,2018,10572.56,41959,1413 W CATALPA AVE,google,"c(-87.6655185, 41.981713)",48,7,48007
24,Bollard Menu,1414 S AVERS AV,2010,1260,20841,1414 S AVERS AV,census,"c(-87.72139264, 41.86182933)",24,24,24024
48,Sidewalk Menu,1414 W NORWOOD ST,2022,478.61,42238,1414 W NORWOOD ST,census,"c(-87.665681927, 41.991761108)",48,38,48038
48,Alley Apron Menu,1414 W THOME AVE,2018,5737.185,41963,1414 W THOME AVE,census,"c(-87.6662881139999, 41.99546708)",40,4,40004
24,Bollard Menu,1415 S SPRINGFIELD AV,2008,1428,20786,1415 S SPRINGFIELD AV,google,"c(-87.7223604, 41.8620306)",24,24,24024
48,Alley Apron Menu,1415 W BRYN MAWR AVE,2017,11703.48,41874,1415 W BRYN MAWR AVE,census,"c(-87.666094002, 41.983533751)",48,7,48007
48,Alley Apron Menu,1415 W GREGORY ST,2017,6903.88,41877,1415 W GREGORY ST,google,"c(-87.6655442, 41.9824042)",48,7,48007
49,Sidewalk Menu,1415 W LUNT AVE,2021,17899.89,42973,1415 W LUNT AVE,census,"c(-87.66652776, 42.009108643)",49,31,49031
44,Alley Apron Menu,1415 W SCHOOL ST,2017,9386.53,38678,1415 W SCHOOL ST,google,"c(-87.6645435, 41.9413728)",44,47,44047
37,Sidewalk Menu,1416 N LOCKWOOD AVE,2017,1929.21,32844,1416 N LOCKWOOD AVE,census,"c(-87.7583567089999, 41.906245368)",37,38,37038
48,Alley Apron Menu,1417 W BERWYN AVE,2018,10432.75,41967,1417 W BERWYN AVE,census,"c(-87.665920365, 41.9780521850001)",48,10,48010
48,Sidewalk Menu,1417 W GLENLAKE AVE,2021,4052.12,42177,1417 W GLENLAKE AVE,census,"c(-87.665752329, 41.9926540340001)",48,38,48038
27,Sidewalk Menu,1418 N LA SALLE DR,2017,10642.02,23807,1418 N LA SALLE DR,census,"c(-87.633137602, 41.908043445)",43,50,43050
25,Sidewalk Menu,1419 W 19TH ST,2020,3393.365,22193,1419 W 19TH ST,census,"c(-87.662074516, 41.8560427670001)",25,7,25007
49,Bollard Menu,1419 W BIRCHWOOD AV,2010,630,42436,1419 W BIRCHWOOD AV,census,"c(-87.666895805, 42.0181863500001)",49,16,49016
5,Alley Resurfacing Menu,1420 E 66TH PL,2018,20363.34,4384,1420 E 66TH PL,census,"c(-87.590719316, 41.7742143190001)",5,5,05005
27,Sidewalk Menu,1420 W CARROLL AVE,2022,54906.11,23959,1420 W CARROLL AVE,census,"c(-87.663527844, 41.8874450230001)",27,33,27033
20,Street Lighting,1421 E 63 ST,2008,1859,17048,1421 E 63 ST,census,"c(-87.660877914, 41.77951912)",16,38,16038
1,Miscellaneous-Other,1421 N Artesian Ave,2011,2019,443,1421 N Artesian Ave,google,"c(-87.6880896, 41.907345)",1,32,01032
25,Sidewalk Menu,1421 W 19TH ST,2020,3393.365,22193,1421 W 19TH ST,census,"c(-87.6620795379999, 41.8560427670001)",25,7,25007
48,Alley Resurfacing Menu,1421 W BERWYN AVE,2022,2979.37,42208,1421 W BERWYN AVE,census,"c(-87.6660018269999, 41.978050953)",48,10,48010
26,Sidewalk Menu,1422 N KEELER AVE,2021,3070.48,23115,1422 N KEELER AVE,census,"c(-87.729939686, 41.8619556190001)",24,11,24011
24,Sidewalk Menu,1422 S DRAKE AVE,2021,7355.18,21250,1422 S DRAKE AVE,google,"c(-87.7143307, 41.861696)",24,2,24002
24,Miscellaneous CDOT Projects,1422 S KEDVALE AVE,2022,300,21293,1422 S KEDVALE AVE,google,"c(-87.7290228, 41.861619)",24,11,24011
48,School Projects,1423 W BRYN MAWR AVE,2013,100000,41717,1423 W BRYN MAWR AVE,census,"c(-87.666217476, 41.983531767)",48,7,48007
48,Mural at Peirce Elementary School,1423 W BRYN MAWR AVE,2017,18900,41924,1423 W BRYN MAWR AVE,census,"c(-87.666217476, 41.983531767)",48,7,48007
48,Peirce Elementary Mural,1423 W BRYN MAWR AVE,2018,20000,42004,1423 W BRYN MAWR AVE,census,"c(-87.666217476, 41.983531767)",48,7,48007
49,Miscellaneous CDOT Projects,1424 W DEVON AVE,2022,660,43035,1424 W DEVON AVE,census,"c(-87.666445709, 41.998133223)",40,11,40011
44,Miscellaneous Other Projects,1424 W MELROSE ST,2019,1246.66666666667,38790,1424 W MELROSE ST,census,"c(-87.664784782, 41.940671427)",44,47,44047
48,Alley Apron Menu,1425 W VICTORIA ST,2018,12419.37,41958,1425 W VICTORIA ST,census,"c(-87.6661130639999, 41.9871921750001)",48,52,48052
49,Curb & Gutter Menu,1426 W BIRCHWOOD AVE,2018,12004.66,42856,1426 W BIRCHWOOD AVE,census,"c(-87.667013834, 42.0181953760001)",49,16,49016
49,Sidewalk Menu,1429 W LUNT AVE,2016,7286.57,42746,1429 W LUNT AVE,census,"c(-87.666734122, 42.00910443)",49,31,49031
26,Street Light Upgrade,1430 N RIDGEWAY AVE,2015,400,22802,1430 N RIDGEWAY AVE,google,"c(-87.7206192, 41.9072663)",26,43,26043
48,Curb & Gutter Menu,1430 W HOLLYWOOD AVE,2019,11184.31,42052,1430 W HOLLYWOOD AVE,census,"c(-87.666017562, 41.985487694)",48,37,48037
48,Curb & Gutter Menu,1430 W HOLLYWOOD AVE,2019,2219.39,42070,1430 W HOLLYWOOD AVE,census,"c(-87.666017562, 41.985487694)",48,37,48037
28,Miscellaneous CDOT Projects,1431 W TAYLOR ST,2019,3361.68176470588,24704,1431 W TAYLOR ST,census,"c(-87.662971587, 41.869314812)",2,25,02025
48,Sidewalk Menu,1433 W RASCHER AVE,2017,1185.1,41939,1433 W RASCHER AVE,census,"c(-87.666132341, 41.9807872700001)",48,43,48043
6,Sidewalk Menu,1434 W 71ST PL,2017,13372.73,4889,1434 W 71ST PL,census,"c(-87.660281019, 41.764057983)",17,20,17020
34,Alley Apron Menu,1435 W 112TH PL,2017,29229.57,30201,1435 W 112TH PL,census,"c(-87.658376043, 41.689317939)",34,55,34055
17,Bollard Menu,1435 W 72 ST,2008,714,14864,1435 W 72 ST,census,"c(-87.660260019, 41.7631385340001)",17,33,17033
44,Miscellaneous CDOT Projects,1436 W ADDISON ST,2017,500,38719,1436 W ADDISON ST,census,"c(-87.6654169179999, 41.9470527870001)",44,16,44016
48,Street Speed Hump Menu,1436 W GLENLAKE AVE,2019,2350,42113,1436 W GLENLAKE AVE,census,"c(-87.666170209, 41.992659245)",48,38,48038
49,Sidewalk Menu,1436 W SHERWIN AVE,2022,3594.28,43039,1436 W SHERWIN AVE,census,"c(-87.667011127, 42.0149904830001)",49,20,49020
49,Alley Apron Menu,1440 W FARWELL AVE,2017,10839.48,42765,1440 W FARWELL AVE,census,"c(-87.666841529, 42.006679445)",49,23,49023
49,Alley Resurfacing Menu,1440 W FARWELL AVE,2017,23243.16,42775,1440 W FARWELL AVE,census,"c(-87.666841529, 42.006679445)",49,23,49023
49,Sidewalk Menu,1440 W FARWELL AVE,2021,1163.48,42974,1440 W FARWELL AVE,census,"c(-87.666841529, 42.006679445)",49,23,49023
44,Alley Resurfacing Menu,1442 W SCHOOL ST,2022,15402.765,38902,1442 W SCHOOL ST,census,"c(-87.665275304, 41.9415783200001)",44,47,44047
34,Curb & Gutter Menu,1444 W 123RD ST,2021,3578.7,30345,1444 W 123RD ST,census,"c(-87.658006397, 41.670299637)",34,51,34051
49,Sidewalk Menu,1445 W LUNT AVE,2022,5484.4,43040,1445 W LUNT AVE,census,"c(-87.666969925, 42.009099733)",49,31,49031
26,Sidewalk Menu,1446 N KILDARE AVE,2021,51631.255,23116,1446 N KILDARE AVE,census,"c(-87.733797027, 41.906883448)",37,42,37042
34,ADA - Alley Resurfacing Menu,1446 W 111TH ST,2018,3622.5,30236,1446 W 111TH ST,census,"c(-87.6587541819999, 41.6921679000001)",34,45,34045
34,Alley Resurfacing Menu,1446 W 111TH ST,2018,8506.955,30240,1446 W 111TH ST,census,"c(-87.6587541819999, 41.6921679000001)",34,45,34045
48,Sidewalk Menu,1446 W HOOD AVE,2021,3018.44,42178,1446 W HOOD AVE,census,"c(-87.6664072409999, 41.9935608420001)",48,38,48038
49,Sidewalk Menu,1448 W ARTHUR AVE,2021,12530.18,42975,1448 W ARTHUR AVE,census,"c(-87.667451086, 41.9999525580001)",40,13,40013
48,Sidewalk Menu,1451 W ELMDALE AVE,2021,3535.28,42179,1451 W ELMDALE AVE,census,"c(-87.666399945, 41.9908374010001)",48,42,48042
11,Guardrail Menu,1452 W FULLER ST,2007,1698,8629,1452 W FULLER ST,census,"c(-87.662708822, 41.8424812120001)",11,1,11001
47,Alley Speed Hump Menu,1454 W WARNER AVE,2021,700,41275,1454 W WARNER AVE,census,"c(-87.6663257439999, 41.9570763350001)",47,18,47018
26,Sidewalk Menu,1456 N HARDING AVE,2016,7717.84,22825,1456 N HARDING AVE,google,"c(-87.7255236, 41.9079663)",30,26,30026
47,Curb & Gutter Menu,1456 W BYRON ST,2016,33799.81,40966,1456 W BYRON ST,census,"c(-87.666327248, 41.952511724)",47,44,47044
44,Miscellaneous Other Projects,1456 W HENDERSON ST,2019,1246.66666666667,38790,1456 W HENDERSON ST,census,"c(-87.6655212489999, 41.942489648)",44,47,44047
48,Alley Apron Menu,1456 W HIGHLAND AVE,2016,24322.31,41832,1456 W HIGHLAND AVE,census,"c(-87.667025952, 41.99730407)",40,7,40007
1,Sidewalk Menu,1457 W ERIE ST,2019,4700.85,874,1457 W ERIE ST,census,"c(-87.6644755519999, 41.8933810620001)",27,13,27013
47,Miscellaneous Other,1458 W ARGYLE ST,2015,4200,40910,1458 W ARGYLE ST,google,"c(-87.6669586, 41.972708)",46,2,46002
4,Street Bump Outs Menu,1461 E HYDE PARK BLVD,2015,9444,3577,1461 E HYDE PARK BLVD,google,"c(-87.5894226, 41.8022072)",4,47,04047
4,Street Bump Outs Menu,1461 E HYDE PARK BLVD,2016,2374.05,3624,1461 E HYDE PARK BLVD,google,"c(-87.5894226, 41.8022072)",4,47,04047
27,Street Lighting,1463 W CHICAGO AV,2007,1250,23378,1463 W CHICAGO AV,google,"c(-87.6648598, 41.8959471)",27,13,27013
5,Miscellaneous CDOT Projects,1465 E 69TH PL,2022,150,4476,1465 E 69TH PL,census,"c(-87.5888305939999, 41.7687557340001)",5,10,05010
47,Alley Apron Menu,1466 W CUYLER AVE,2016,10922.53,40953,1466 W CUYLER AVE,census,"c(-87.666548902, 41.9552518690001)",47,24,47024
47,Alley Apron Menu,1466 W CUYLER AVE,2017,2006.99,41034,1466 W CUYLER AVE,census,"c(-87.666548902, 41.9552518690001)",47,24,47024
43,Pole Painting,147 W ARMITAGE AV,2008,200,37305,147 W ARMITAGE AV,google,"c(-87.7289086, 41.917162)",30,5,30005
43,Pole Painting,147 W MAPLE ST,2010,200,37435,147 W MAPLE ST,census,"c(-87.6323776309999, 41.9018252860001)",42,20,42020
47,Alley Speed Hump Menu,1470 W WINONA ST,2018,700,41124,1470 W WINONA ST,census,"c(-87.666801882, 41.975327652)",48,49,48049
48,Bollard Menu,1472 W BERWYN AV,2008,647,41555,1472 W BERWYN AV,google,"c(-87.6676729, 41.9782722)",48,43,48043
48,Alley Apron Menu,1473 W RASCHER AVE,2018,11047.79,41970,1473 W RASCHER AVE,census,"c(-87.6674975619999, 41.9807662270001)",48,43,48043
48,Bollard Menu,1473 W SUMMERDALE AV,2007,448,41499,1473 W SUMMERDALE AV,census,"c(-87.6668966999999, 41.9789497570001)",48,43,48043
48,Sidewalk Menu,1478 W GREGORY ST,2016,3004.4,41856,1478 W GREGORY ST,census,"c(-87.668401737, 41.9825624490001)",48,7,48007
17,Alley Apron Menu,1480 W 74TH ST,2022,8617.77666666667,15368,1480 W 74TH ST,google,"c(-87.6618699, 41.759695)",17,23,17023
3,Street Light Upgrade Menu,15 E 37TH ST,2022,500,3199,15 E 37TH ST,google,"c(-87.6255394, 41.8273698)",3,23,03023
27,Sidewalk Menu,150 W MAPLE ST,2016,9094.89,23749,150 W MAPLE ST,census,"c(-87.633197571, 41.9018285140001)",43,51,43051
5,Miscellaneous Other Projects,1500 E 68TH ST,2018,262.5,4391,1500 E 68TH ST,census,"c(-87.5886546409999, 41.7714970050001)",5,5,05005
43,POD Camera,1500 N Hudson,2008,12000,37353,1500 N Hudson,google,"c(-87.6400167, 41.909346)",43,37,43037
26,Alley Speed Hump Menu,1500 N KARLOV AVE,2019,1400,22965,1500 N KARLOV AVE,census,"c(-87.727455019, 41.860549749)",24,11,24011
26,Street Resurfacing Menu (1-5),1500 N KEDVALE AVE,2020,32767.95,23052,1500 N KEDVALE AVE,census,"c(-87.728677064, 41.8605336690001)",24,11,24011
37,Alley Resurfacing Menu (1-1),1500 N LOTUS AVE,2018,16722.695,32870,1500 N LOTUS AVE,census,"c(-87.7621285879999, 41.90771578)",37,6,37006
26,Alley Speed Hump Menu,1500 N TRIPP AVE,2019,2100,22966,1500 N TRIPP AVE,census,"c(-87.732585396, 41.907746047)",37,42,37042
24,Alley Resurfacing Menu (1-1),1500 S KOMENSKY AVE,2016,33649.17,21059,1500 S KOMENSKY AVE,census,"c(-87.726232973, 41.8605658280001)",24,11,24011
11,In-Road State Law Stop,1500 S PEORIA ST,2015,350,8959,1500 S PEORIA ST,google,"c(-87.6490846, 41.8616116)",25,29,25029
16,Sidewalk Menu,1500 W 63RD ST,2019,9585.21,14576,1500 W 63RD ST,google,"c(-87.6621041, 41.7797709)",16,38,16038
25,Sidewalk Menu,1500 W CULLERTON ST,2019,3055.84,22148,1500 W CULLERTON ST,census,"c(-87.6637352, 41.8551244940001)",25,7,25007
48,Bollard Menu,1500 W ELMDALE AV,2009,1792,41590,1500 W ELMDALE AV,census,"c(-87.6677398149999, 41.9908341470001)",48,38,48038
48,Sidewalk Menu,1500 W ELMDALE AVE,2017,7423.03,41938,1500 W ELMDALE AVE,census,"c(-87.6677398149999, 41.9908341470001)",48,38,48038
49,Miscellaneous Other,1500 W HOWARD ST,2013,117000,42572,1500 W HOWARD ST,census,"c(-87.668916043, 42.0193696950001)",49,34,49034
1,Sidewalk Menu,1500 W OHIO ST,2016,13293.87,692,1500 W OHIO ST,google,"c(-87.665754, 41.8926574)",26,7,26007
1,Street Resurfacing Menu,1500 W WALTON ST,2021,53111.55,974,1500 W WALTON ST,census,"c(-87.6650706729999, 41.8988457020001)",27,38,27038
2,Miscellaneous-CDOT,1500 W. Adams Parkway,2008,2129,1346,1500 W. Adams Parkway,google,"c(-87.66466, 41.8791465)",2,3,02003
7,Miscellaneous CDOT Projects,1501 E 73RD ST,2021,19684.08,5716,1501 E 73RD ST,census,"c(-87.662180687, 41.7612920560001)",17,23,17023
7,Miscellaneous Other Projects,1501 E 73RD ST,2018,120,5600,1501 E 73RD ST,census,"c(-87.662180687, 41.7612920560001)",17,23,17023
26,Alley Resurfacing Menu,1501 N KEYSTONE AVE,2022,11394.745,23137,1501 N KEYSTONE AVE,census,"c(-87.727684562, 41.9081658970001)",30,16,30016
11,In-Road State Law Stop,1501 S SANGAMON ST,2015,350,8960,1501 S SANGAMON ST,census,"c(-87.649818387, 41.8614677410001)",25,29,25029
48,Sidewalk Menu,1501 W THORNDALE AVE,2016,2490.07,41853,1501 W THORNDALE AVE,census,"c(-87.668032018, 41.9899339450001)",48,42,48042
2,Sidewalk Menu,1502 N HOYNE AVE,2015,5952,2200,1502 N HOYNE AVE,google,"c(-87.6801872, 41.9085033)",32,2,32002
25,Miscellaneous CDOT Projects,1502 W 18TH ST,2022,660,22278,1502 W 18TH ST,census,"c(-87.663927026, 41.8578397570001)",25,24,25024
3,New Alley Construction,1503 S State,2009,270,2656,1503 S State,google,"c(-87.6270372, 41.8618165)",3,28,03028
3,New Alley Construction,1503 S State,2011,5961,2726,1503 S State,google,"c(-87.6270372, 41.8618165)",3,28,03028
3,Concrete Alley Menu,1503 S State,2012,216149,2753,1503 S State,google,"c(-87.6270372, 41.8618165)",3,28,03028
26,Sidewalk Menu,1504 N KEDVALE AVE,2020,16479.58,23036,1504 N KEDVALE AVE,census,"c(-87.728675432, 41.860484146)",24,11,24011
25,Sidewalk Menu,1504 W CULLERTON ST,2022,17077.67,22286,1504 W CULLERTON ST,census,"c(-87.663961493, 41.8551211160001)",25,7,25007
49,Street Light Upgrade Menu,1504 W HOWARD ST,2018,683.333333333333,42879,1504 W HOWARD ST,census,"c(-87.6689642379999, 42.0193696950001)",49,34,49034
49,Alley Speed Hump Menu,1504 W JUNEWAY TER,2018,700,42835,1504 W JUNEWAY TER,census,"c(-87.6692119419999, 42.0222612090001)",49,30,49030
5,Miscellaneous CDOT Projects,1505 E 67TH PL,2016,531.77,4320,1505 E 67TH PL,census,"c(-87.588524535, 41.772398675)",5,5,05005
49,Street Light Upgrade,1505 W FARWELL AVE,2013,400,42611,1505 W FARWELL AVE,census,"c(-87.6680380459999, 42.006647834)",49,37,49037
5,Traffic Signal Miscellaneous Menu,1507 E 67TH PL,2016,532,4343,1507 E 67TH PL,census,"c(-87.5884947489999, 41.772398921)",5,5,05005
26,Alley Resurfacing Menu,1508 N KOLIN AVE,2022,22886.07,23138,1508 N KOLIN AVE,google,"c(-87.7353355, 41.9079828)",37,42,37042
25,Sidewalk Menu,1508 W 17TH ST,2020,17108.88,22191,1508 W 17TH ST,census,"c(-87.664035624, 41.858742804)",25,24,25024
49,Alley Apron Menu,1508 W ESTES AVE,2017,11125.51,42767,1508 W ESTES AVE,census,"c(-87.668307877, 42.0115289610001)",49,22,49022
16,Sidewalk Menu,1509 W 62ND ST,2016,33002.54,14465,1509 W 62ND ST,census,"c(-87.588769122, 41.782885202)",5,33,05033
2,Curb & Gutter Menu,151 E CHICAGO AVE,2016,2687.2,2239,151 E CHICAGO AVE,google,"c(-87.6232847, 41.8965611)",42,38,42038
28,Street Light Upgrade Menu,151 S WHIPPLE ST,2018,401.4775,24663,151 S WHIPPLE ST,census,"c(-87.7023745509999, 41.8785787620001)",28,50,28050
27,Curb & Gutter Menu,151 W BURTON PL,2018,2498.13,23834,151 W BURTON PL,census,"c(-87.6336437799999, 41.9091655650001)",43,50,43050
49,Sidewalk Menu,1510 W CHASE AVE,2017,5937.38,42794,1510 W CHASE AVE,census,"c(-87.668425482, 42.0138758860001)",49,33,49033
34,Miscellaneous CDOT Projects,1511 W 109TH PL,2019,750,30282,1511 W 109TH PL,census,"c(-87.66039492, 41.694870866)",34,45,34045
47,Sidewalk Menu,1511 W CULLOM AVE,2021,1963.76,41291,1511 W CULLOM AVE,census,"c(-87.668560508, 41.9597737330001)",47,18,47018
34,Miscellaneous CDOT Projects,1512 W 109TH PL,2019,750,30282,1512 W 109TH PL,census,"c(-87.6608010259999, 41.694871735)",34,45,34045
1,Alley Resurfacing Menu,1513 W GRAND AVE,2021,13032.105,944,1513 W GRAND AVE,census,"c(-87.665814081, 41.8909919700001)",26,7,26007
49,Alley Speed Hump Menu,1514 W JONQUIL TER,2018,2800,42834,1514 W JONQUIL TER,census,"c(-87.668903345, 42.021146485)",49,30,49030
3,Sidewalk Menu,1515 S INDIANA AVE,2019,18216.32,3028,1515 S INDIANA AVE,census,"c(-87.622345379, 41.8628821130001)",2,18,02018
25,Sidewalk Menu,1515 W 18TH ST,2021,5314.72,22229,1515 W 18TH ST,census,"c(-87.664353464, 41.857822313)",25,7,25007
49,Sidewalk Menu,1515 W NORTH SHORE AVE,2016,15415.65,42740,1515 W NORTH SHORE AVE,census,"c(-87.6695396809999, 42.0035611280001)",40,12,40012
32,Miscellaneous-CDOT,1515 W. Fullerton,2006,6213,27841,1515 W. Fullerton,google,"c(-87.6665142, 41.9249663)",32,37,32037
49,Curb & Gutter Menu,1517 W JARVIS AVE,2015,10591,42662,1517 W JARVIS AVE,google,"c(-87.6688917, 42.0158847)",49,20,49020
49,Alley Resurfacing Menu,1517 W JONQUIL TER,2016,23281.87,42715,1517 W JONQUIL TER,census,"c(-87.668990585, 42.0211355210001)",49,34,49034
19,POD Camera,1518 W 102 nd Pl,2006,24000,16332,1518 W 102 nd Pl,google,"c(-87.6608873, 41.7079923)",19,28,19028
34,Bollard Menu,1518 W 113 PL,2009,714,29727,1518 W 113 PL,census,"c(-87.660338477, 41.6874910430001)",34,55,34055
48,Street Speed Hump Menu,1518 W GLENLAKE AVE,2019,2350,42114,1518 W GLENLAKE AVE,census,"c(-87.6682295429999, 41.9926362950001)",48,38,48038
48,Mosaic Installation at Stephen K. Kayt Elementary School,1518 W GRANVILLE AVE,2022,15904.24,42233,1518 W GRANVILLE AVE,census,"c(-87.668147577, 41.9944674060001)",40,4,40004
19,Alley Apron Menu,1519 W 105TH ST,2017,12601.28,16704,1519 W 105TH ST,census,"c(-87.66017191, 41.7030891090001)",19,60,19060
48,Sidewalk Menu,1519 W HIGHLAND AVE,2021,4580.76,42180,1519 W HIGHLAND AVE,census,"c(-87.6682926, 41.9972817770001)",40,7,40007
40,Street Lighting,1519 W SCHREIBER AV,2009,500,34944,1519 W SCHREIBER AV,census,"c(-87.66812133, 41.9989996840001)",40,7,40007
49,Heat lamp shelter bench installation at Jarvis Morse and northbound Loyola stations,1520 W JARVIS AVE,2017,3000,42785,1520 W JARVIS AVE,census,"c(-87.668442555, 42.0160517210001)",49,5,49005
26,Street Speed Hump Menu,1522 N KARLOV AVE,2019,2350,23005,1522 N KARLOV AVE,census,"c(-87.7274459929999, 41.8602773600001)",24,11,24011
26,Sidewalk Menu,1522 N KEDZIE AVE,2021,3527.79,23118,1522 N KEDZIE AVE,census,"c(-87.706989267, 41.909002667)",26,12,26012
25,Sidewalk Menu,1522 W 19TH ST,2021,2550.87,22230,1522 W 19TH ST,census,"c(-87.66415475, 41.856022174)",25,7,25007
32,Miscellaneous-CDOT,1522 W Wolfram,2010,4000,28131,1522 W Wolfram,census,"c(-87.666918058, 41.933341741)",32,10,32010
25,Sidewalk Menu,1523 W 18TH ST,2020,2396.77,22192,1523 W 18TH ST,census,"c(-87.6646143789999, 41.85781953)",25,7,25007
25,Sidewalk Menu,1523 W 18TH ST,2020,3389.63,22199,1523 W 18TH ST,census,"c(-87.6646143789999, 41.85781953)",25,7,25007
32,Curb & Gutter Menu,1523 W WOLFRAM ST,2017,16063.39,28415,1523 W WOLFRAM ST,census,"c(-87.66650004, 41.9333371270001)",32,10,32010
3,Sidewalk Menu,1528 S WABASH AVE,2022,31292.31,3190,1528 S WABASH AVE,census,"c(-87.625698869, 41.8615986180001)",3,28,03028
1,Bollard Menu,1530 N ELK GROVE AV,2009,448,313,1530 N ELK GROVE AV,census,"c(-87.67469348, 41.9097564950001)",1,8,01008
28,Miscellaneous CDOT Projects,1530 W TAYLOR ST,2019,3361.68176470588,24704,1530 W TAYLOR ST,census,"c(-87.664308352, 41.8693033270001)",2,29,02029
48,Alley Resurfacing Menu,1531 W DEVON AVE,2020,20783.85,42124,1531 W DEVON AVE,google,"c(-87.6691394, 41.9978649)",40,7,40007
27,POD Camera -  2 locations (328 N. Hoyne and 1532 W. Fulton),1532 W FULTON ST,2017,54022,23802,1532 W FULTON ST,google,"c(-87.6659595, 41.8868379)",27,33,27033
32,Alley Resurfacing Menu - Change Orde,1532 W Wrightwood,2010,81,28105,1532 W Wrightwood,google,"c(-87.6671876, 41.9290293)",32,27,32027
34,Street Light Upgrade Menu,1533 W 110TH ST,2017,6000,30220,1533 W 110TH ST,google,"c(-87.6609967, 41.6937422)",34,45,34045
48,Street Light Upgrade Menu,1533 W ARDMORE AVE,2016,400,41861,1533 W ARDMORE AVE,census,"c(-87.668821153, 41.988051275)",48,52,48052
48,Alley Apron Menu,1533 W THORNDALE AVE,2015,9191,41779,1533 W THORNDALE AVE,census,"c(-87.668338428, 41.9899296660001)",48,42,48042
48,Alley Resurfacing Menu,1533 W THORNDALE AVE,2017,8304.04,41887,1533 W THORNDALE AVE,census,"c(-87.668338428, 41.9899296660001)",48,42,48042
28,Street Light Upgrade,1534 S WASHTENAW AVE,2015,400,24549,1534 S WASHTENAW AVE,census,"c(-87.694512876, 41.9088517690001)",26,25,26025
24,Street Light Arterial,1535 S CHRISTIANA AVE,2013,3500,20959,1535 S CHRISTIANA AVE,census,"c(-87.709137163, 41.8601867260001)",24,12,24012
24,High Definition Camera,1535 S CHRISTIANA AVE,2013,22500,20962,1535 S CHRISTIANA AVE,census,"c(-87.709137163, 41.8601867260001)",24,12,24012
26,Curb & Gutter Menu,1536 N ST LOUIS AVE,2019,3620.24,22982,1536 N ST LOUIS AVE,google,"c(-87.7145251, 41.9093504)",26,49,26049
48,Curb & Gutter Menu,1536 W ELMDALE AVE,2015,2163,41791,1536 W ELMDALE AVE,census,"c(-87.6682967, 41.9908258740001)",48,38,48038
48,Street Speed Hump Menu,1536 W GLENLAKE AVE,2020,2350,42148,1536 W GLENLAKE AVE,census,"c(-87.668620388, 41.992630911)",48,38,48038
5,Bollard Menu,1537 E 73 ST,2007,2142,3959,1537 E 73 ST,census,"c(-87.662483392, 41.7612851650001)",17,23,17023
37,Curb & Gutter Menu,1538 N LECLAIRE AVE,2021,3276.62,33013,1538 N LECLAIRE AVE,census,"c(-87.753478362, 41.9088205950001)",37,41,37041
25,Sidewalk Menu,1538 W CULLERTON ST,2020,20667.72,22195,1538 W CULLERTON ST,census,"c(-87.664615856, 41.855111392)",25,7,25007
42,Alley Resurfacing Menu,154 W HUBBARD ST,2016,9182.34,36854,154 W HUBBARD ST,google,"c(-87.6332718, 41.8902015)",42,46,42046
37,Bollard Menu,1540 N LAWLER AV,2008,714,32498,1540 N LAWLER AV,census,"c(-87.752239991, 41.9082883460001)",37,31,37031
37,Bollard Menu,1541 N LAWLER AV,2008,714,32497,1541 N LAWLER AV,census,"c(-87.752225389, 41.9082977910001)",37,31,37031
2,Miscellaneous-CDOT,1542 W Jackson,2009,41121,1572,1542 W Jackson,google,"c(-87.6660569, 41.8778761)",2,13,02013
48,Alley Apron Menu,1542 W THOME AVE,2018,13551.74,41968,1542 W THOME AVE,census,"c(-87.669238783, 41.9954345620001)",40,4,40004
26,Alley Speed Hump Menu,1543 N MONTICELLO AVE,2016,700,22805,1543 N MONTICELLO AVE,census,"c(-87.717987271, 41.9093039810001)",26,18,26018
26,Sidewalk Menu,1543 N TRIPP AVE,2017,3266.66,22882,1543 N TRIPP AVE,census,"c(-87.732617239, 41.909097285)",30,27,30027
2,Street Lighting,1543 W JACKSON BLVD,2011,350,1902,1543 W JACKSON BLVD,census,"c(-87.665325224, 41.877644188)",2,13,02013
44,Alley Apron Menu,1544 W ROSCOE ST,2017,8581.5,38686,1544 W ROSCOE ST,census,"c(-87.6676786099999, 41.94336758)",44,43,44043
44,Alley Apron Menu,1545 W ROSCOE ST,2017,8344.31,38687,1545 W ROSCOE ST,census,"c(-87.667703422, 41.9433562)",44,47,44047
1,Alley Apron Menu,1546 N ARTESIAN AVE,2016,10389.9,636,1546 N ARTESIAN AVE,google,"c(-87.688693, 41.9097229)",1,32,01032
48,Concrete Alley Menu,1549 W HIGHLAND AVE,2018,1869.77,41985,1549 W HIGHLAND AVE,census,"c(-87.6688373219999, 41.997276164)",40,7,40007
48,Alley Resurfacing Menu,1549 W HIGHLAND AVE,2018,6488.155,41973,1549 W HIGHLAND AVE,census,"c(-87.6688373219999, 41.997276164)",40,7,40007
43,Sidewalk Menu,1550 N LAKE SHORE DR,2017,55079.49,37891,1550 N LAKE SHORE DR,census,"c(-87.626222054, 41.9103447690001)",43,46,43046
26,Miscellaneous CDOT Projects,1550 N MONTICELLO AVE,2021,660,23110,1550 N MONTICELLO AVE,census,"c(-87.717989084, 41.908862717)",26,43,26043
