ward,type,location,year,est_cost,id,from_intersection,to_intersection,lat_1,lon_1,query_1,lat_2,lon_2,query_2,lat,long
31,Curb/Gutter Menu,W PARKER AV-- N LARAMIE AV (5200 W) -to- Dead End (4121 W),2010,9171,27154,W PARKER AV AND N LARAMIE AV,W PARKER AV AND Dead End,41.9305001,-87.756386,google,NA,NA,google,41.9305001,-87.756386
31,Curb/Gutter Menu,W PARKER AV-- N LAVERGNE AV (5000 W) -to- Dead End (4121 W),2010,9993,27152,W PARKER AV AND N LAVERGNE AV,W PARKER AV AND Dead End,41.9305546,-87.7514643,google,NA,NA,google,41.9305546,-87.7514643
31,Curb/Gutter Menu,W PARKER AV-- N LECLAIRE AV (5100 W) -to- Dead End (4121 W),2010,20383,27153,W PARKER AV AND N LECLAIRE AV,W PARKER AV AND Dead End,41.93052872200008,-87.75392636999999,census,NA,NA,google,41.93052872200008,-87.75392636999999
30,Curb/Gutter Menu,W PATTERSON AV-- N PULASKI RD (4000 W) -to- Dead End (4134 W),2005,53694,25625,W PATTERSON AV AND N PULASKI RD,W PATTERSON AV AND Dead End,41.9472848,-87.7273993,google,NA,NA,google,41.9472848,-87.7273993
38,Street Lighting,W PATTERSON AV-- Dead End (4652 W) -to- N CICERO AV (4800 W),2007,4200,33332,W PATTERSON AV AND Dead End,W PATTERSON AV AND N CICERO AV,NA,NA,google,41.9470361,-87.7470632,google,41.9470361,-87.7470632
42,Curb/Gutter Menu,W PEARSON ST-- N STATE ST (0 E) -to- Dead End (9 W),2005,10000,36234,W PEARSON ST AND N STATE ST,W PEARSON ST AND Dead End,41.89752142700007,-87.62822047199995,census,NA,NA,google,41.89752142700007,-87.62822047199995
42,Miscellaneous-CDOT,W PEARSON ST-- N STATE ST (0 E) -to- N DEARBORN ST (36 W),2006,21488,36326,W PEARSON ST AND N STATE ST,W PEARSON ST AND N DEARBORN ST,41.89752142700007,-87.62822047199995,census,NA,NA,google,41.89752142700007,-87.62822047199995
42,Street Resurface Menu,W PEARSON ST-- N STATE ST (0 E) -to- N DEARBORN ST (36 W),2006,6625,36348,W PEARSON ST AND N STATE ST,W PEARSON ST AND N DEARBORN ST,41.89752142700007,-87.62822047199995,census,NA,NA,google,41.89752142700007,-87.62822047199995
47,Street Resurface Menu,W PENSACOLA AV-- N CAMPBELL AV (2516 W) -to- Dead End (2573 W),2010,37042,40626,W PENSACOLA AV AND N CAMPBELL AV,W PENSACOLA AV AND Dead End,41.96038442600008,-87.69177891099997,census,NA,NA,google,41.96038442600008,-87.69177891099997
39,Curb/Gutter Menu,W PETERSON AV-- N CICERO AV (4800 W) -to- N CICERO AV (4800 W),2009,4771,34171,W PETERSON AV AND N CICERO AV,W PETERSON AV AND N CICERO AV,41.9899519,-87.7483222,google,41.9899519,-87.7483222,google,41.9899519,-87.7483222
39,Curb/Gutter Menu,W PETERSON AV-- N KNOX AV (4631 W) -to- N KNOX AV (4631 W),2009,18459,34170,W PETERSON AV AND N KNOX AV,W PETERSON AV AND N KNOX AV,41.989858240000046,-87.74468062899996,census,41.989858240000046,-87.74468062899996,census,41.989858240000046,-87.74468062899996
49,Sidewalk Menu,W PRATT BV-- Dead End (1124 W) -to- N SHERIDAN RD (1206 W),2009,3056,42411,W PRATT BV AND Dead End,W PRATT BV AND N SHERIDAN RD,NA,NA,google,42.00554384000003,-87.66091823599999,census,42.00554384000003,-87.66091823599999
2,Pole Painting,W QUINCY ST-- Dead End (773 W) -to- S JEFFERSON ST (600 W),2008,600,1452,W QUINCY ST AND Dead End,W QUINCY ST AND S JEFFERSON ST,NA,NA,google,41.878644036000026,-87.64255539099997,census,41.878644036000026,-87.64255539099997
2,Street Lighting,W QUINCY ST-- Dead End (773 W) -to- S JEFFERSON ST (600 W),2008,1200,1549,W QUINCY ST AND Dead End,W QUINCY ST AND S JEFFERSON ST,NA,NA,google,41.878644036000026,-87.64255539099997,census,41.878644036000026,-87.64255539099997
42,Curb/Gutter Menu,W SCHILLER ST-- N DEARBORN ST (36 W) -to- N DEARBORN ST (36 W),2005,10000,36235,W SCHILLER ST AND N DEARBORN ST,W SCHILLER ST AND N DEARBORN ST,41.907860578000054,-87.63010579999997,census,41.907860578000054,-87.63010579999997,census,41.907860578000054,-87.63010579999997
40,Street Resurface Menu,W SCHREIBER AV-- N BOSWORTH AV (1530 W) -to- N BOSWORTH AV (1530 W),2005,6625,34745,W SCHREIBER AV AND N BOSWORTH AV,W SCHREIBER AV AND N BOSWORTH AV,41.99899142400005,-87.66919116399998,census,41.99899142400005,-87.66919116399998,census,41.99899142400005,-87.66919116399998
43,Curb/Gutter Menu,W SCOTT ST-- N WELLS ST (200 W) -to- DEAD END (300 W),2007,5976,37239,W SCOTT ST AND N WELLS ST,W SCOTT ST AND DEAD END,41.9049349,-87.6345246,google,NA,NA,google,41.9049349,-87.6345246
43,Street Speed Hump Menu,W SCOTT ST-- N WELLS ST (200 W) -to- DEAD END (300 W) 2,2008,3500,37302,W SCOTT ST AND N WELLS ST,W SCOTT ST AND DEAD END,41.9049349,-87.6345246,google,NA,NA,google,41.9049349,-87.6345246
49,Curb/Gutter Menu,W SHERWIN AV-- Dead End (1277 W) -to- N SHERIDAN RD (1342 W),2007,19350,42336,W SHERWIN AV AND Dead End,W SHERWIN AV AND N SHERIDAN RD,NA,NA,google,42.01502273500006,-87.66468888999998,census,42.01502273500006,-87.66468888999998
1,Curb/Gutter Menu,W ST HELEN CT-- N STAVE ST (2682 W) -to- Dead End (2689 W),2006,35163,111,W ST HELEN CT AND N STAVE ST,W ST HELEN CT AND Dead End,41.919619,-87.6947025,google,NA,NA,google,41.919619,-87.6947025
3,Street Bump Outs Menu,W SWANN ST-- S WENTWORTH AV (235 W) -to- Dead End (334 W),2008,4173,2611,W SWANN ST AND S WENTWORTH AV,W SWANN ST AND Dead End,41.8098292,-87.6322709,google,NA,NA,google,41.8098292,-87.6322709
2,Pole Painting,W TAYLOR ST-- N DAN RYAN EXIT RP (679 W) -to- S DAN RYAN ENTR RP (712 W),2008,4450,1453,W TAYLOR ST AND N DAN RYAN EXIT RP,W TAYLOR ST AND S DAN RYAN ENTR RP,41.7958455,-87.6316167,google,41.7958455,-87.6316167,google,41.7958455,-87.6316167
2,Pole Painting,W TILDEN ST-- W EISENHOWER EXIT RP (950 W) -to- W VAN BUREN ST (1174 W),2009,2100,1624,W TILDEN ST AND W EISENHOWER EXIT RP,W TILDEN ST AND W VAN BUREN ST,NA,NA,google,41.87653359600006,-87.65637174299997,census,41.87653359600006,-87.65637174299997
2,Street Lighting,W TILDEN ST-- W EISENHOWER EXIT RP (950 W) -to- W VAN BUREN ST (1174 W),2009,2800,1721,W TILDEN ST AND W EISENHOWER EXIT RP,W TILDEN ST AND W VAN BUREN ST,NA,NA,google,41.87653359600006,-87.65637174299997,census,41.87653359600006,-87.65637174299997
49,Sidewalk Menu,W TOUHY AV-- N DAMEN AV (1950 W) -to- N DAMEN AV (1950 W),2010,18900,42457,W TOUHY AV AND N DAMEN AV,W TOUHY AV AND N DAMEN AV,42.01253844400003,-87.68026997399994,census,42.01253844400003,-87.68026997399994,census,42.01253844400003,-87.68026997399994
3,Curb/Gutter Menu,W TREMONT ST-- S NORMAL BV (500 W) -to- Dead End (524 W),2008,88331,2604,W TREMONT ST AND S NORMAL BV,W TREMONT ST AND Dead End,41.7925896,-87.6378203,google,NA,NA,google,41.7925896,-87.6378203
2,Pole Painting,W VAN BUREN ST-- W EISENHOWER ENTR RP (2050 W) -to- S WESTERN AV (2400 W),2006,188,1091,W VAN BUREN ST AND W EISENHOWER ENTR RP,W VAN BUREN ST AND S WESTERN AV,NA,NA,google,41.8760939,-87.6861603,google,41.8760939,-87.6861603
2,Street Lighting,W VAN BUREN ST-- S LAFLIN ST (1500 W) -to- W EISENHOWER EXIT RP (1522 W),2009,55000,1722,W VAN BUREN ST AND S LAFLIN ST,W VAN BUREN ST AND W EISENHOWER EXIT RP,41.87639691900006,-87.66428690199996,census,NA,NA,google,41.87639691900006,-87.66428690199996
1,Sidewalk Menu,W WABANSIA AV-- N OAKLEY AV (2300 W) -to- N OAKLEY AV (2300 W),2010,8819,357,W WABANSIA AV AND N OAKLEY AV,W WABANSIA AV AND N OAKLEY AV,41.9126005,-87.6848337,google,41.9126005,-87.6848337,google,41.9126005,-87.6848337
27,Street Resurface Menu,W WALNUT ST-- Dead End (773 W) -to- N HALSTED ST (800 W),2010,10302,23490,W WALNUT ST AND Dead End,W WALNUT ST AND N HALSTED ST,NA,NA,google,41.8862107,-87.6474821,google,41.8862107,-87.6474821
27,Street Resurface Menu,W WALTON ST-- N ORLEANS ST (332 W) -to- Dead End (340 W),2005,12225,23220,W WALTON ST AND N ORLEANS ST,W WALTON ST AND Dead End,41.89972432600007,-87.63728933799996,census,NA,NA,google,41.89972432600007,-87.63728933799996
42,Sidewalk Menu,W WALTON ST-- N DEARBORN ST (36 W) -to- N DEARBORN ST (36 W),2005,12500,36255,W WALTON ST AND N DEARBORN ST,W WALTON ST AND N DEARBORN ST,41.89980874300005,-87.62985656699999,census,41.89980874300005,-87.62985656699999,census,41.89980874300005,-87.62985656699999
2,Street Bump Outs Menu,W WASHINGTON BV-- N FRANCISCO AV (2900 W) -to- N FRANCISCO AV (2900 W),2010,16961,1759,W WASHINGTON BV AND N FRANCISCO AV,W WASHINGTON BV AND N FRANCISCO AV,41.8828769,-87.6987959,google,41.8828769,-87.6987959,google,41.8828769,-87.6987959
27,Sidewalk Menu,W WASHINGTON BV-- N LOOMIS ST (1400 W) -to- N LOOMIS ST (1400 W),2008,3810,23395,W WASHINGTON BV AND N LOOMIS ST,W WASHINGTON BV AND N LOOMIS ST,41.8829069,-87.6623215,google,41.8829069,-87.6623215,google,41.8829069,-87.6623215
42,Street Lighting,W WASHINGTON BV-- N WACKER (UW) DR(322 W) -to- N RIVERSIDE PZ (420 W),2006,1000,36394,W WASHINGTON BV AND N WACKERDR,W WASHINGTON BV AND N RIVERSIDE PZ,41.8832047,-87.6367896,google,NA,NA,google,41.8832047,-87.6367896
2,Street Bump Outs Menu,W WASHINGTON BV-- N TALMAN AV (2620 W) -to- N TALMAN AV (2620 W),2010,16961,1760,W WASHINGTON BV AND N TALMAN AV,W WASHINGTON BV AND N TALMAN AV,41.8829326,-87.6922111,google,41.8829326,-87.6922111,google,41.8829326,-87.6922111
32,Sidewalk Menu,W WEBSTER AV-- N CLIFTON AV (1132 W) -to- N CLIFTON AV (1132 W),2009,15128,28072,W WEBSTER AV AND N CLIFTON AV,W WEBSTER AV AND N CLIFTON AV,41.92168095000005,-87.65712346199996,census,41.92168095000005,-87.65712346199996,census,41.92168095000005,-87.65712346199996
32,Traffic Signals,W WELLINGTON AV-- N SOUTHPORT AV (1400 W) -to- N LINCOLN AV (1400 W),2010,18000,28162,W WELLINGTON AV AND N SOUTHPORT AV,W WELLINGTON AV AND N LINCOLN AV,41.9361388,-87.663677,google,41.9361388,-87.663677,google,41.9361388,-87.663677
31,Curb/Gutter Menu,W WELLINGTON AV-- N PULASKI RD (4000 W) -to- N PULASKI RD (4000 W),2008,95745,27022,W WELLINGTON AV AND N PULASKI RD,W WELLINGTON AV AND N PULASKI RD,41.935432985000034,-87.72707754199996,census,41.935432985000034,-87.72707754199996,census,41.935432985000034,-87.72707754199996
31,Street Resurface Menu,W WELLINGTON AV-- N PULASKI RD (4000 W) -to- N PULASKI RD (4000 W),2008,36970,27035,W WELLINGTON AV AND N PULASKI RD,W WELLINGTON AV AND N PULASKI RD,41.935432985000034,-87.72707754199996,census,41.935432985000034,-87.72707754199996,census,41.935432985000034,-87.72707754199996
27,Street Resurface Menu,W WENDELL ST-- Dead End (316 W) -to- N ORLEANS ST (332 W),2010,7866,23492,W WENDELL ST AND Dead End,W WENDELL ST AND N ORLEANS ST,NA,NA,google,41.90128404200004,-87.63735365599996,census,41.90128404200004,-87.63735365599996
27,Curb/Gutter Menu,W WENDELL ST-- Dead End (316 W) -to- N SEDGWICK ST (348 W),2010,6395,23476,W WENDELL ST AND Dead End,W WENDELL ST AND N SEDGWICK ST,NA,NA,google,41.9092465,-87.6385491,google,41.9092465,-87.6385491
2,Street Resurface Menu,W WILCOX ST-- S WESTERN AV (2400 W) -to- S WESTERN AV (2400 W),2006,6625,1077,W WILCOX ST AND S WESTERN AV,W WILCOX ST AND S WESTERN AV,41.879323397000064,-87.68638020299994,census,41.879323397000064,-87.68638020299994,census,41.879323397000064,-87.68638020299994
39,Curb/Gutter Menu,W WINDSOR AV-- Dead End (3764 W) -to- N HAMLIN AV (3800 W),2009,40598,34172,W WINDSOR AV AND Dead End,W WINDSOR AV AND N HAMLIN AV,NA,NA,google,41.96374103200003,-87.72300941599997,census,41.96374103200003,-87.72300941599997
43,Pole Painting,W WISCONSIN ST-- N SEDGWICK ST (400 W) -to- Dead End (539 W),2005,1800,37156,W WISCONSIN ST AND N SEDGWICK ST,W WISCONSIN ST AND Dead End,41.91651137500003,-87.63876061699995,census,NA,NA,google,41.91651137500003,-87.63876061699995
31,Sidewalk Menu,W WOLFRAM ST-- N LAVERGNE AV (5000 W) -to- N LAVERGNE AV (5000 W),2007,852,26948,W WOLFRAM ST AND N LAVERGNE AV,W WOLFRAM ST AND N LAVERGNE AV,41.93238591000005,-87.75153855699995,census,41.93238591000005,-87.75153855699995,census,41.93238591000005,-87.75153855699995
31,Curb/Gutter Menu,W WOLFRAM ST-- N LECLAIRE AV (5100 W) -to- N LECLAIRE AV (5100 W),2010,9524,27161,W WOLFRAM ST AND N LECLAIRE AV,W WOLFRAM ST AND N LECLAIRE AV,41.93235375100005,-87.75399470799994,census,41.93235375100005,-87.75399470799994,census,41.93235375100005,-87.75399470799994
