ward,type,location,year,est_cost,id,from_intersection,to_intersection,lat_1,lon_1,query_1,lat_2,lon_2,query_2,lat,long
5,Street Resurface Menu,S EVERETT AV-- Dead End (5457 S) -to- E 55 ST (5500 S),2009,51156,4104,S EVERETT AV AND Dead End,S EVERETT AV AND E 55th ST,NA,NA,google,41.79524343400004,-87.58253445299994,census,41.79524343400004,-87.58253445299994
5,Street Lighting,S EVERETT AV-- Dead End (5457 S) -to- E 56 ST (5600 S),2010,3200,4133,S EVERETT AV AND Dead End,S EVERETT AV AND E 56th ST,NA,NA,google,41.79343850400005,-87.58249023399998,census,41.79343850400005,-87.58249023399998
2,Street Lighting,S FEDERAL ST-- W ROOSEVELT RD (1200 S) -to- Dead End (1450 S),2010,48480,1816,S FEDERAL ST AND W ROOSEVELT RD,S FEDERAL ST AND Dead End,41.8653841,-87.7809572,google,NA,NA,google,41.8653841,-87.7809572
11,Street Resurface Menu,S GRADY CT-- Dead End (2921 S) -to- S ARCHER AV (2955 S),2008,12908,8687,S GRADY CT AND Dead End,S GRADY CT AND S ARCHER AV,NA,NA,google,41.8407254,-87.6598551,google,41.8407254,-87.6598551
3,Pole Painting,S GREEN ST-- W 52 ST (5200 S) -to- Dead End (5227 S),2007,800,2582,S GREEN ST AND W 52nd ST,S GREEN ST AND Dead End,41.79976178700008,-87.64651497999995,census,NA,NA,google,41.79976178700008,-87.64651497999995
3,Street Lighting,S GREEN ST-- W 52 ST (5200 S) -to- Dead End (5227 S),2007,1800,2591,S GREEN ST AND W 52nd ST,S GREEN ST AND Dead End,41.79976178700008,-87.64651497999995,census,NA,NA,google,41.79976178700008,-87.64651497999995
3,Street Speed Hump Menu,S GREEN ST-- W 52 ST (5200 S) -to- Dead End (5227 S) 1,2008,1750,2624,S GREEN ST AND W 52nd ST,S GREEN ST AND Dead End,41.79976178700008,-87.64651497999995,census,NA,NA,google,41.79976178700008,-87.64651497999995
3,Street Lighting,S GREEN ST-- W 52 ST (5200 S) -to- Dead End (5227 S),2009,65000,2692,S GREEN ST AND W 52nd ST,S GREEN ST AND Dead End,41.79976178700008,-87.64651497999995,census,NA,NA,google,41.79976178700008,-87.64651497999995
21,Sidewalk Menu,S GREEN ST-- W 98 ST (9802 S) -to- Dead End (9012 S),2008,48730,17704,S GREEN ST AND W 98th ST,S GREEN ST AND Dead End,41.71590291700005,-87.64427992199995,census,NA,NA,google,41.71590291700005,-87.64427992199995
18,Sidewalk Menu,S HAMILTON AV-- W 84 ST (8400 S) -to- Dead End (8416 S),2005,13811,15411,S HAMILTON AV AND W 84th ST,S HAMILTON AV AND Dead End,41.741072,-87.6769102,google,NA,NA,google,41.741072,-87.6769102
18,Street Lighting,S HAMILTON AV-- W 84 ST (8400 S) -to- Dead End (8416 S),2005,1300,15438,S HAMILTON AV AND W 84th ST,S HAMILTON AV AND Dead End,41.741072,-87.6769102,google,NA,NA,google,41.741072,-87.6769102
25,Street Resurface Menu,S HAMILTON AV-- Dead End (1753 S) -to- W 18 ST (1800 S),2005,6428,21346,S HAMILTON AV AND Dead End,S HAMILTON AV AND W 18th ST,NA,NA,google,41.8576108,-87.679661,google,41.8576108,-87.679661
19,Sidewalk Menu,S HAMILTON AV-- Dead End (8808 S) -to- W 89 ST (8900 S),2010,7263,16463,S HAMILTON AV AND Dead End,S HAMILTON AV AND W 89th ST,NA,NA,google,41.7319256,-87.6763235,google,41.7319256,-87.6763235
19,Curb/Gutter Menu,S HARDING AV-- W 107 ST (10700 S) -to- Dead End (10718 S),2007,43289,16338,S HARDING AV AND W 107th ST,S HARDING AV AND Dead End,41.69858524200003,-87.71959653199997,census,NA,NA,google,41.69858524200003,-87.71959653199997
19,Street Resurface Menu,S HARDING AV-- W 107 ST (10700 S) -to- Dead End (10718 S),2007,15060,16348,S HARDING AV AND W 107th ST,S HARDING AV AND Dead End,41.69858524200003,-87.71959653199997,census,NA,NA,google,41.69858524200003,-87.71959653199997
5,Curb/Gutter Menu,S HARPER AV-- Dead End (6071 S) -to- E 59 ST (5900 S),2010,6052,4129,S HARPER AV AND Dead End,S HARPER AV AND E 59th ST,NA,NA,google,41.7878722,-87.5891015,google,41.7878722,-87.5891015
15,Street Speed Hump Menu,S HONORE ST-- W 57 ST (5700 S) -to- W 57 ST (5700 S) 2,2005,3500,13060,S HONORE ST AND W 57th ST,S HONORE ST AND W 57th ST,41.790319072000045,-87.67055390599995,census,41.790319072000045,-87.67055390599995,census,41.790319072000045,-87.67055390599995
17,Street Lighting,S HONORE ST-- Dead End (7552 S) -to- W 77 ST (7700 S),2008,130000,14907,S HONORE ST AND Dead End,S HONORE ST AND W 77th ST,NA,NA,google,41.75392301100004,-87.66959315299994,census,41.75392301100004,-87.66959315299994
10,Street Resurface Menu,S HOXIE AV-- E 109 ST (10842 S) -to- E 109 ST (10842 S),2008,13520,7842,S HOXIE AV AND E 109th ST,S HOXIE AV AND E 109th ST,41.697745086000054,-87.56074264299997,census,41.697745086000054,-87.56074264299997,census,41.697745086000054,-87.56074264299997
25,Street Resurface Menu,S HOYNE AV-- W 21 ST (2046 S) -to- W 21 PL (2132 S),2005,14603,21347,S HOYNE AV AND W 21st ST,S HOYNE AV AND W 21st PL,41.8539812,-87.6783292,google,41.8539812,-87.6783292,google,41.8539812,-87.6783292
6,Sidewalk Menu,S INDIANA AV-- E 99 ST (9900 S) -to- E 99 PL (9927 S),2007,24246,4624,S INDIANA AV AND E 99th ST,S INDIANA AV AND E 99th PL,41.71452409600005,-87.61882197599994,census,41.71452409600005,-87.61882197599994,census,41.71452409600005,-87.61882197599994
20,Street Speed Hump Menu,S INGLESIDE AV-- E 65 ST (6500 S) -to- E 65 ST (6500 S) 2,2010,3500,17117,S INGLESIDE AV AND E 65th ST,S INGLESIDE AV AND E 65th ST,41.7768305,-87.6015908,google,41.7768305,-87.6015908,google,41.7768305,-87.6015908
8,Sidewalk Menu,S INGLESIDE AV-- DEAD END (7350 S) -to- E 74 ST (7400 S),2005,12544,5839,S INGLESIDE AV AND DEAD END,S INGLESIDE AV AND E 74th ST,NA,NA,google,41.76044728900007,-87.60176559399997,census,41.76044728900007,-87.60176559399997
23,Street Resurface Menu,S KEATING AV-- W 53 ST (5300 S) -to- Dead End (5316 S),2010,2264,19572,S KEATING AV AND W 53rd ST,S KEATING AV AND Dead End,41.7967049,-87.7416397,google,NA,NA,google,41.7967049,-87.7416397
23,Street Resurface Menu,S KEATING AV-- W 53 ST (5300 S) -to- W 53 ST (5300 S),2009,39888,19535,S KEATING AV AND W 53rd ST,S KEATING AV AND W 53rd ST,41.7967049,-87.7416397,google,41.7967049,-87.7416397,google,41.7967049,-87.7416397
23,Street Resurface Menu,S KENNETH AV-- W 53 ST (5300 S) -to- Dead End (3026 S),2008,14754,19463,S KENNETH AV AND W 53rd ST,S KENNETH AV AND Dead End,41.796770991000074,-87.73428519999999,census,NA,NA,google,41.796770991000074,-87.73428519999999
13,Street Lighting,S KENNETH AV-- W MARQUETTE RD (6700 S) -to- Dead End (6827 S),2010,130000,10713,S KENNETH AV AND W MARQUETTE RD,S KENNETH AV AND Dead End,41.77124872600007,-87.73354152099995,census,NA,NA,google,41.77124872600007,-87.73354152099995
22,Street Resurface Menu,S KENNETH AV-- W 30 ST (3000 S) -to- W 30 ST (3000 S),2007,31408,18555,S KENNETH AV AND W 30th ST,S KENNETH AV AND W 30th ST,41.83859791900005,-87.735330370999975,census,41.83859791900005,-87.735330370999975,census,41.83859791900005,-87.735330370999975
22,Street Speed Hump Menu,S KENNETH AV-- W 30 ST (3000 S) -to- W 30 ST (3000 S) 2,2010,3500,18632,S KENNETH AV AND W 30th ST,S KENNETH AV AND W 30th ST,41.83859791900005,-87.735330370999975,census,41.83859791900005,-87.735330370999975,census,41.83859791900005,-87.735330370999975
18,Curb/Gutter Menu,S KENNETH AV-- W 85 ST (8500 S) -to- W 85 ST (8500 S),2008,2843,15593,S KENNETH AV AND W 85th ST,S KENNETH AV AND W 85th ST,41.73833388800006,-87.73247223099997,census,41.73833388800006,-87.73247223099997,census,41.73833388800006,-87.73247223099997
24,Street Speed Hump Menu,S KENNETH AV-- W LEXINGTON ST (728 S) -to- W LEXINGTON ST (728 S) 2,2007,3300,20746,S KENNETH AV AND W LEXINGTON ST,S KENNETH AV AND W LEXINGTON ST,41.87153687600005,-87.73650417799996,census,41.87153687600005,-87.73650417799996,census,41.87153687600005,-87.73650417799996
13,Curb/Gutter Menu,S KENTON AV-- W 58 ST (5800 S) -to- Dead End (5822 S),2007,4073,10526,S KENTON AV AND W 58th ST,S KENTON AV AND Dead End,41.7876041,-87.737449,google,NA,NA,google,41.7876041,-87.737449
5,Street Lighting,S KIMBARK AV-- E 75 ST (7500 S) -to- E 75 ST (7500 S),2005,2000,3874,S KIMBARK AV AND E 75th ST,S KIMBARK AV AND E 75th ST,41.75870265800006,-87.59322735299997,census,41.75870265800006,-87.59322735299997,census,41.75870265800006,-87.59322735299997
7,Street Speed Hump Menu,S KINGSTON AV-- E 79 ST (7900 S) -to- E 79 ST (7900 S) 2,2007,3300,5200,S KINGSTON AV AND E 79th ST,S KINGSTON AV AND E 79th ST,41.75178041200007,-87.56259581099994,census,41.75178041200007,-87.56259581099994,census,41.75178041200007,-87.56259581099994
22,Street Resurface Menu,S KIRKLAND AV-- W OGDEN AV (2377 S) -to- Dead End (2390 S),2010,36396,18617,S KIRKLAND AV AND W OGDEN AV,S KIRKLAND AV AND Dead End,41.84805671400005,-87.73331238699996,census,NA,NA,google,41.84805671400005,-87.73331238699996
14,Street Lighting,S KOMENSKY AV-- W ROOSEVELT RD (1200 S) -to- Dead End (3225 S),2008,260000,12001,S KOMENSKY AV AND W ROOSEVELT RD,S KOMENSKY AV AND Dead End,41.8661471,-87.7263759,google,NA,NA,google,41.8661471,-87.7263759
24,Street Lighting,S LAMON AV-- W ARTHINGTON ST (904 S) -to- Dead End (922 S),2007,2800,20765,S LAMON AV AND W ARTHINGTON ST,S LAMON AV AND Dead End,41.869967,-87.7137341,google,NA,NA,google,41.869967,-87.7137341
23,Diagonal Parking Menu,S LATROBE AV-- S ARCHER AV (5246 S) -to- S ARCHER AV (5246 S),2005,15333,19248,S LATROBE AV AND S ARCHER AV,S LATROBE AV AND S ARCHER AV,41.7969899,-87.7538601,google,41.7969899,-87.7538601,google,41.7969899,-87.7538601
34,Street Resurface Menu,S LOOMIS ST-- W 112 ST (11200 S) -to- W 112 PL (11238 S),2005,17939,29481,S LOOMIS ST AND W 112th ST,S LOOMIS ST AND W 112th PL,41.690388692000056,-87.65691442799994,census,41.690388692000056,-87.65691442799994,census,41.690388692000056,-87.65691442799994
11,Street Bump Outs Menu,S LOWE AV-- W 42 ST (4216 S) -to- W 42 ST (4216 S),2007,6200,8636,S LOWE AV AND W 42nd ST,S LOWE AV AND W 42nd ST,41.817607,-87.6420998,google,41.817607,-87.6420998,google,41.817607,-87.6420998
24,Street Lighting,S MARSHALL BV-- W 21 ST (2046 S) -to- W 21 PL (2132 S),2010,65000,20853,S MARSHALL BV AND W 21st ST,S MARSHALL BV AND W 21st PL,41.85370465500006,-87.69914736499999,census,41.85370465500006,-87.69914736499999,census,41.85370465500006,-87.69914736499999
4,Street Resurface Menu,S MARYLAND AV-- E 49 ST (4900 S) -to- Dead End (4918 S),2005,8173,3244,S MARYLAND AV AND E 49th ST,S MARYLAND AV AND Dead End,41.80590819500003,-87.60557644699998,census,NA,NA,google,41.80590819500003,-87.60557644699998
13,Street Lighting,S MASON AV-- W 59 ST (5900 S) -to- Dead End (5916 S),2009,27500,10643,S MASON AV AND W 59th ST,S MASON AV AND Dead End,41.7852322,-87.7705539,google,NA,NA,google,41.7852322,-87.7705539
13,Street Lighting,S MASON AV-- W 61 ST (6100 S) -to- Dead End (5916 S),2009,65000,10642,S MASON AV AND W 61st ST,S MASON AV AND Dead End,41.7815502,-87.770402,google,NA,NA,google,41.7815502,-87.770402
13,Street Resurface Menu,S MASON AV-- W 59 ST (5900 S) -to- W 59 ST (5900 S),2006,15389,10451,S MASON AV AND W 59th ST,S MASON AV AND W 59th ST,41.7852322,-87.7705539,google,41.7852322,-87.7705539,google,41.7852322,-87.7705539
25,Sidewalk Menu,S MAY ST-- W TAYLOR ST (1000 S) -to- Dead End (1050 S),2008,16792,21532,S MAY ST AND W TAYLOR ST,S MAY ST AND Dead End,41.8694464,-87.6552548,google,NA,NA,google,41.8694464,-87.6552548
11,Curb/Gutter Menu,S MAY ST-- W 32 PL (3232 S) -to- W 32 PL (3232 S),2010,2012,8733,S MAY ST AND W 32nd PL,S MAY ST AND W 32nd PL,41.8352049,-87.6547191,google,41.8352049,-87.6547191,google,41.8352049,-87.6547191
13,Street Lighting,S MAYFIELD AV-- W 59 ST (5900 S) -to- Dead End (5916 S),2009,27500,10645,S MAYFIELD AV AND W 59th ST,S MAYFIELD AV AND Dead End,41.7852574,-87.769341,google,NA,NA,google,41.7852574,-87.769341
13,Street Lighting,S MAYFIELD AV-- W 61 ST (6100 S) -to- Dead End (5916 S),2009,65000,10644,S MAYFIELD AV AND W 61st ST,S MAYFIELD AV AND Dead End,41.781583856000054,-87.76918988199998,census,NA,NA,google,41.781583856000054,-87.76918988199998
29,Street Lighting,S MAYFIELD AV-- Dead End (100 S) -to- W ADAMS BV (200 S),2007,55000,24929,S MAYFIELD AV AND Dead End,S MAYFIELD AV AND W ADAMS BV,NA,NA,google,41.87765916400008,-87.77130032299993,census,41.87765916400008,-87.77130032299993
29,Street Speed Hump Menu,S MAYFIELD AV-- W FILLMORE ST (1040 S) -to- W FILLMORE ST (1040 S) 1,2010,1750,25027,S MAYFIELD AV AND W FILLMORE ST,S MAYFIELD AV AND W FILLMORE ST,41.867324034000035,-87.77173447099995,census,41.867324034000035,-87.77173447099995,census,41.867324034000035,-87.77173447099995
23,Curb/Gutter Menu,S MELVINA AV-- W 54 ST (5400 S) -to- W 54 ST (5400 S),2009,1137,19501,S MELVINA AV AND W 54th ST,S MELVINA AV AND W 54th ST,41.79433091900006,-87.77699248299996,census,41.79433091900006,-87.77699248299996,census,41.79433091900006,-87.77699248299996
13,Street Lighting,S MENARD AV-- W 59 ST (5900 S) -to- Dead End (5915 S),2009,27500,10646,S MENARD AV AND W 59th ST,S MENARD AV AND Dead End,41.7852986,-87.766895,google,NA,NA,google,41.7852986,-87.766895
5,Street Speed Hump Menu,S MERRILL AV-- E 71 ST (7100 S) -to- E 71 ST (7100 S) 1,2007,1650,4020,S MERRILL AV AND E 71st ST,S MERRILL AV AND E 71st ST,41.7660947,-87.5725893,google,41.7660947,-87.5725893,google,41.7660947,-87.5725893
9,Sidewalk Menu,S MICHIGAN AV-- E 122 ST (12200 S) -to- E 122 PL (12232 S),2007,35383,6828,S MICHIGAN AV AND E 122nd ST,S MICHIGAN AV AND E 122nd PL,41.6725843,-87.6203456,google,41.6725843,-87.6203456,google,41.6725843,-87.6203456
3,Sidewalk Menu,S MICHIGAN AV-- E 37 PL (3732 S) -to- E 37 PL (3732 S),2009,28289,2662,S MICHIGAN AV AND E 37th PL,S MICHIGAN AV AND E 37th PL,41.8264924,-87.6231366,google,41.8264924,-87.6231366,google,41.8264924,-87.6231366
20,Sidewalk Menu,S MINERVA AV-- E 65 ST (6500 S) -to- E 65 ST (6500 S),2007,11705,16971,S MINERVA AV AND E 65th ST,S MINERVA AV AND E 65th ST,41.77686852800008,-87.59735979699997,census,41.77686852800008,-87.59735979699997,census,41.77686852800008,-87.59735979699997
13,Street Lighting,S MONITOR AV-- W 59 ST (5900 S) -to- Dead End (5916 S),2009,27500,10647,S MONITOR AV AND W 59th ST,S MONITOR AV AND Dead End,41.785279,-87.7681149,google,NA,NA,google,41.785279,-87.7681149
16,Sidewalk Menu,S MORGAN ST-- W 50 ST (5000 S) -to- W 50 PL (5032 S),2008,57060,14028,S MORGAN ST AND W 50th ST,S MORGAN ST AND W 50th PL,41.80333948700007,-87.65024945499994,census,41.80333948700007,-87.65024945499994,census,41.80333948700007,-87.65024945499994
20,Sidewalk Menu,S MORGAN ST-- W 50 ST (5000 S) -to- W 50 PL (5032 S),2006,13125,16920,S MORGAN ST AND W 50th ST,S MORGAN ST AND W 50th PL,41.80333948700007,-87.65024945499994,census,41.80333948700007,-87.65024945499994,census,41.80333948700007,-87.65024945499994
2,Street Lighting,S MORGAN ST-- W CONGRESS PW (515 S) -to- W EISENHOWER EXIT RP (433 S),2008,1600,1503,S MORGAN ST AND W CONGRESS PW,S MORGAN ST AND W EISENHOWER EXIT RP,41.87511055500005,-87.65183329099995,census,NA,NA,google,41.87511055500005,-87.65183329099995
2,Street Lighting,S MORGAN ST-- W CONGRESS PW (515 S) -to- W EISENHOWER EXIT RP (433 S),2008,2700,1504,S MORGAN ST AND W CONGRESS PW,S MORGAN ST AND W EISENHOWER EXIT RP,41.87511055500005,-87.65183329099995,census,NA,NA,google,41.87511055500005,-87.65183329099995
23,Curb/Gutter Menu,S MULLIGAN AV-- W 59 ST (5900 S) -to- Dead End (5916 S),2005,11269,19247,S MULLIGAN AV AND W 59th ST,S MULLIGAN AV AND Dead End,41.7850299,-87.7803175,google,NA,NA,google,41.7850299,-87.7803175
23,Street Resurface Menu,S NEENAH AV-- W 59 ST (5900 S) -to- Dead End (5912 S),2006,12530,19290,S NEENAH AV AND W 59th ST,S NEENAH AV AND Dead End,41.784952522000026,-87.78519707299995,census,NA,NA,google,41.784952522000026,-87.78519707299995
23,Diagonal Parking Menu,S NEENAH AV-- W ARCHER AV (5500 S) -to- W ARCHER AV (5500 S),2007,25000,19328,S NEENAH AV AND W ARCHER AV,S NEENAH AV AND W ARCHER AV,41.7923208,-87.7854562,google,41.7923208,-87.7854562,google,41.7923208,-87.7854562
23,Sidewalk Menu,S NEW ENGLAND AV-- W ARCHER AV (5500 S) -to- W ARCHER AV (5500 S),2008,1872,19448,S NEW ENGLAND AV AND W ARCHER AV,S NEW ENGLAND AV AND W ARCHER AV,41.7920687,-87.7940124,google,41.7920687,-87.7940124,google,41.7920687,-87.7940124
23,Curb/Gutter Menu,S NEWLAND AV-- W 54 ST (5400 S) -to- W 54 ST (5400 S),2009,1380,19515,S NEWLAND AV AND W 54th ST,S NEWLAND AV AND W 54th ST,41.7940451,-87.7952905,google,41.7940451,-87.7952905,google,41.7940451,-87.7952905
23,Curb/Gutter Menu,S NEWLAND AV-- W 54 ST (5400 S) -to- W 54 ST (5400 S),2009,1452,19516,S NEWLAND AV AND W 54th ST,S NEWLAND AV AND W 54th ST,41.7940451,-87.7952905,google,41.7940451,-87.7952905,google,41.7940451,-87.7952905
34,Street Speed Hump Menu,S NORMAL AV-- W 120 ST (12000 S) -to- Dead End (9014 S) 2,2008,3500,29701,S NORMAL AV AND W 120th ST,S NORMAL AV AND Dead End,41.6760747,-87.6346346,google,NA,NA,google,41.6760747,-87.6346346
16,Sidewalk Menu - Change Order,S OAKLEY AV-- W 51 ST (5100 S) -to- Dead End (5115 S),2005,3591,13886,S OAKLEY AV AND W 51st ST,S OAKLEY AV AND Dead End,41.8011386,-87.6818077,google,NA,NA,google,41.8011386,-87.6818077
16,Sidewalk Menu,S OAKLEY AV-- W 51 ST (5100 S) -to- Dead End (5115 S),2008,15064,14030,S OAKLEY AV AND W 51st ST,S OAKLEY AV AND Dead End,41.8011386,-87.6818077,google,NA,NA,google,41.8011386,-87.6818077
2,Street Lighting,S OAKLEY BV-- W JACKSON BV (300 S) -to- E EISENHOWER ENTR RP (466 S),2008,12000,1505,S OAKLEY BV AND W JACKSON BV,S OAKLEY BV AND E EISENHOWER ENTR RP,41.877578766000056,-87.68386777299997,census,NA,NA,google,41.877578766000056,-87.68386777299997
7,Street Speed Hump Menu,S OGLESBY AV-- E 79 ST (7900 S) -to- E 79 ST (7900 S) 2,2007,3300,5213,S OGLESBY AV AND E 79th ST,S OGLESBY AV AND E 79th ST,41.75171609300003,-87.56744781499998,census,41.75171609300003,-87.56744781499998,census,41.75171609300003,-87.56744781499998
34,Street Speed Hump Menu,S PARNELL AV-- W 120 ST (12000 S) -to- W 120 ST (12000 S) 2,2005,5000,29499,S PARNELL AV AND W 120th ST,S PARNELL AV AND W 120th ST,41.67606181300005,-87.63583011899999,census,41.67606181300005,-87.63583011899999,census,41.67606181300005,-87.63583011899999
25,Pole Painting,S PAULINA ST-- W 18 ST (1800 S) -to- W 18 PL (1832 S),2009,1500,21603,S PAULINA ST AND W 18th ST,S PAULINA ST AND W 18th PL,41.8577494,-87.6686552,google,41.8577494,-87.6686552,google,41.8577494,-87.6686552
25,Street Lighting,S PAULINA ST-- W 18 ST (1800 S) -to- W 18 PL (1832 S),2009,2000,21632,S PAULINA ST AND W 18th ST,S PAULINA ST AND W 18th PL,41.8577494,-87.6686552,google,41.8577494,-87.6686552,google,41.8577494,-87.6686552
19,Miscellaneous-CDOT,S PLEASANT AV-- W HOWLAND AV (8790 S) -to- W HOWLAND AV (8790 S),2006,11703,16308,S PLEASANT AV AND W HOWLAND AV,S PLEASANT AV AND W HOWLAND AV,41.73307185600004,-87.67599281399998,census,41.73307185600004,-87.67599281399998,census,41.73307185600004,-87.67599281399998
2,Curb/Gutter Menu,S PLYMOUTH CT-- W POLK ST (800 S) -to- W POLK ST (800 S),2008,1350,1327,S PLYMOUTH CT AND W POLK ST,S PLYMOUTH CT AND W POLK ST,41.87228859500004,-87.62863050099998,census,41.87228859500004,-87.62863050099998,census,41.87228859500004,-87.62863050099998
20,Street Resurface Menu,S PRINCETON AV-- W 62 ST (6200 S) -to- W 62 PL (6232 S),2008,29988,17026,S PRINCETON AV AND W 62nd ST,S PRINCETON AV AND W 62nd PL,41.78164013500003,-87.63265842799996,census,41.78164013500003,-87.63265842799996,census,41.78164013500003,-87.63265842799996
34,Street Resurface Menu,S RACINE AV-- W 110 ST (11000 S) -to- W 110 PL (11032 S),2010,18800,29832,S RACINE AV AND W 110th ST,S RACINE AV AND W 110th PL,41.6931512,-87.6521356,google,41.6931512,-87.6521356,google,41.6931512,-87.6521356
34,Street Resurface Menu,S RACINE AV-- W 122 ST (12200 S) -to- W 122 ST (12200 S),2006,26622,29547,S RACINE AV AND W 122nd ST,S RACINE AV AND W 122nd ST,41.672213,-87.6514643,google,41.672213,-87.6514643,google,41.672213,-87.6514643
12,Sidewalk Menu,S ROCKWELL ST-- W 25 ST (2500 S) -to- W 25 PL (2532 S),2005,17407,9401,S ROCKWELL ST AND W 25th ST,S ROCKWELL ST AND W 25th PL,41.8456308,-87.6903418,google,41.8456308,-87.6903418,google,41.8456308,-87.6903418
12,Street Speed Hump Menu,S ROCKWELL ST-- W 44 ST (4400 S) -to- W 44 ST (4400 S) 2,2007,3300,9558,S ROCKWELL ST AND W 44th ST,S ROCKWELL ST AND W 44th ST,41.8138023,-87.689467,google,41.8138023,-87.689467,google,41.8138023,-87.689467
2,Street Lighting,S SACRAMENTO BV-- W VAN BUREN ST (400 S) -to- E EISENHOWER EXIT RP (510 S),2009,5400,1685,S SACRAMENTO BV AND W VAN BUREN ST,S SACRAMENTO BV AND E EISENHOWER EXIT RP,41.8759148,-87.7010713,google,NA,NA,google,41.8759148,-87.7010713
23,Curb/Gutter Menu,S SAYRE AV-- W 54 ST (5400 S) -to- W 54 ST (5400 S),2009,1718,19519,S SAYRE AV AND W 54th ST,S SAYRE AV AND W 54th ST,41.7940244,-87.7965055,google,41.7940244,-87.7965055,google,41.7940244,-87.7965055
13,Street Resurface Menu,S SPRINGFIELD AV-- W 61 PL (6132 S) -to- W 61 ST (6100 S),2010,5300,10683,S SPRINGFIELD AV AND W 61st PL,S SPRINGFIELD AV AND W 61st ST,41.7814166,-87.7203768,google,41.7814166,-87.7203768,google,41.7814166,-87.7203768
14,Street Speed Hump Menu,S ST LOUIS AV-- W 43 ST (4300 S) -to- Dead End (3179 S) 2,2010,3500,12218,S ST LOUIS AV AND W 43rd ST,S ST LOUIS AV AND Dead End,41.8153514,-87.7114023,google,NA,NA,google,41.8153514,-87.7114023
14,Sidewalk Menu,S ST LOUIS AV-- S ARCHER AV (4574 S) -to- S ARCHER AV (4574 S),2010,1025,12118,S ST LOUIS AV AND S ARCHER AV,S ST LOUIS AV AND S ARCHER AV,41.8099292,-87.7110581,google,41.8099292,-87.7110581,google,41.8099292,-87.7110581
3,Sidewalk Menu,S STATE ST-- E 28 ST (2812 S) -to- E 28 ST (2812 S),2009,16478,2665,S STATE ST AND E 28th ST,S STATE ST AND E 28th ST,41.8433352,-87.6267045,google,41.8433352,-87.6267045,google,41.8433352,-87.6267045
19,Street Resurface Menu,S TALMAN AV-- W VAN SCHAIK AV (10400 S) -to- W 105 ST (10500 S),2010,41521,16477,S TALMAN AV AND W VAN SCHAIK AV,S TALMAN AV AND W 105th ST,NA,NA,google,41.7026711,-87.6881929,google,41.7026711,-87.6881929
19,Street Resurface Menu,S TRUMBULL AV-- W 113 ST (11300 S) -to- Dead End (11317 S),2005,16788,16269,S TRUMBULL AV AND W 113th ST,S TRUMBULL AV AND Dead End,41.68775968600005,-87.70676907099994,census,NA,NA,google,41.68775968600005,-87.70676907099994
34,Street Speed Hump Menu,S UNION AV-- W 120 ST (12000 S) -to- W 121 ST (12100 N) 2,2007,3300,29647,S UNION AV AND W 120th ST,S UNION AV AND W 121st ST,41.6760213,-87.6394458,google,NA,NA,google,41.6760213,-87.6394458
3,Street Lighting,S VERNON AV-- E 43 ST (4300 S) -to- Dead End (4319 S),2006,42500,2542,S VERNON AV AND E 43rd ST,S VERNON AV AND Dead End,41.8166447,-87.6152702,google,NA,NA,google,41.8166447,-87.6152702
12,Curb/Gutter Menu,S WASHTENAW AV-- W 24 ST (2400 S) -to- W 24 PL (2420 S),2006,26811,9443,S WASHTENAW AV AND W 24th ST,S WASHTENAW AV AND W 24th PL,41.8476994,-87.6928497,google,41.8476994,-87.6928497,google,41.8476994,-87.6928497
6,Sidewalk Menu,S WILLIAMS AV-- Dead End (9160 S) -to- E 92 ST (9200 S),2010,46357,4760,S WILLIAMS AV AND Dead End,S WILLIAMS AV AND E 92nd ST,NA,NA,google,41.7272975,-87.6185259,google,41.7272975,-87.6185259
18,Sidewalk Menu,S WINCHESTER AV-- Dead End (7552 S) -to- W 76 ST (7600 S),2009,44989,15666,S WINCHESTER AV AND Dead End,S WINCHESTER AV AND W 76th ST,NA,NA,google,41.75571588100007,-87.67207342299997,census,41.75571588100007,-87.67207342299997
34,Street Resurface Menu,S YALE AV-- W 113 ST (11300 S) -to- Dead End (11325 S),2005,17659,29484,S YALE AV AND W 113th ST,S YALE AV AND Dead End,41.6888759,-87.6290121,google,NA,NA,google,41.6888759,-87.6290121
21,Street Lighting,S YALE AV-- W 94 ST (9343 S) -to- Dead End (9386 S),2007,2000,17683,S YALE AV AND W 94th ST,S YALE AV AND Dead End,41.72368139900004,-87.62980028799996,census,NA,NA,google,41.72368139900004,-87.62980028799996
21,Street Resurface Menu,S YALE AV-- W 94 ST (9343 S) -to- Dead End (9386 S),2010,12068,17833,S YALE AV AND W 94th ST,S YALE AV AND Dead End,41.72368139900004,-87.62980028799996,census,NA,NA,google,41.72368139900004,-87.62980028799996
34,Street Speed Hump Menu,S YALE AV-- W 120 ST (12000 S) -to- W 120 ST (12000 S) 2,2009,3500,29786,S YALE AV AND W 120th ST,S YALE AV AND W 120th ST,41.676138191000064,-87.62861040099995,census,41.676138191000064,-87.62861040099995,census,41.676138191000064,-87.62861040099995
23,Street Resurface Menu,SSHVILLE AV-- W 59 ST (5900 S) -to- W 59 ST (5900 S),2006,11969,19289,SSHVILLE AV AND W 59th ST,SSHVILLE AV AND W 59th ST,41.7849217,-87.7864175,google,41.7849217,-87.7864175,google,41.7849217,-87.7864175
