ward,type,location,cg_blks,sw_blks,humps,blocks,unitcount,estcost,year
11,Alley Speed Hump Menu,S EMERALD AV--S HALSTED ST--W 43 ST--W 43 PL,NA,NA,2,NA,NA,"1,000",2006
11,Alley Speed Hump Menu,S CROWELL ST--S HILLOCK AV--S BONFIELD ST--S GROVE ST,NA,NA,4,NA,NA,"2,000",2006
11,Alley Speed Hump Menu,S PAULINA ST--S MARSHFIELD AV--W 35 ST--W 36 ST,NA,NA,2,NA,NA,"1,000",2006
11,Alley Speed Hump Menu,W5 PL--W6 ST--S HALSTED ST--S LITUANICA AV,NA,NA,3,NA,NA,"1,500",2006
11,Bollard Menu,1210 W 31 PL,NA,NA,NA,NA,1.00,714,2006
11,Bollard Menu,1214 W 32 ST,NA,NA,NA,NA,1.00,714,2006
11,Bollard Menu,646 W 47 PL,NA,NA,NA,NA,1.00,"1,428",2006
11,Curb/Gutter Menu,S BONFIELD ST-- S ARCHER AV (2842 S) -to- S LYMAN ST (2945 S),0.02,0.01,NA,NA,NA,"9,250",2006
11,Curb/Gutter Menu,W 36 ST-- S DAMEN AV (2000 W) -to- S LEAVITT ST (2200 W),1.82,1.89,NA,NA,NA,"166,808",2006
11,Miscellaneous-CDOT,WPA-33rd/Racine to Throop,NA,NA,NA,NA,1.00,"40,000",2006
11,Miscellaneous-CDOT,S WALLACE ST-- W 43 PL (4332 S) -to- W 44 PL (4432 S),NA,NA,NA,NA,NA,219,2006
11,Miscellaneous-CDOT,W 38 ST-- S STEWART AV (400 W) -to- S NORMAL AV (500 W),NA,NA,NA,NA,1.00,"15,550",2006
11,Street Resurface Menu,S ABERDEEN ST-- W 31 ST (3100 S) -to- W 32 PL (3232 S),NA,NA,NA,2.00,NA,"53,905",2006
11,Street Resurface Menu,S EMERALD AV-- W ROOT ST (4134 S) -to- W 43 ST (4300 S),NA,NA,NA,1.98,NA,"53,638",2006
11,Street Resurface Menu,S EMERALD AV-- W 38 ST (3800 S) -to- W PERSHING RD (3900 S),NA,NA,NA,1.22,NA,"33,122",2006
11,Street Resurface Menu,S HAYNES CT-- S ARCHER AV (2914 S) -to- W 31 ST (3100 S),NA,NA,NA,2.34,NA,"62,471",2006
11,Street Resurface Menu,S LYMAN ST-- S THROOP ST (2925 S) -to- S LOOMIS ST (3050 S),NA,NA,NA,2.29,NA,"61,853",2006
11,Street Resurface Menu,S PAULINA ST-- W 35 ST (3500 S) -to- W 38 ST (3800 S),NA,NA,NA,4.08,NA,"110,057",2006
11,Street Resurface Menu,W 29 ST-- S STEWART AV (400 W) -to- S HALSTED ST (800 W),NA,NA,NA,4.85,NA,"131,001",2006
11,Street Resurface Menu,W 32 PL-- S RACINE AV (1200 W) -to- S BENSON ST (1314 W),NA,NA,NA,1.76,NA,"46,947",2006
11,Street Resurface Menu,W 32 ST-- S MORGAN ST (1000 W) -to- S ABERDEEN ST (1100 W),NA,NA,NA,1.23,NA,"32,959",2006
11,Street Resurface Menu,W 35 PL-- S OAKLEY AV (2300 W) -to- S WESTERN BV (2348 W),NA,NA,NA,0.81,NA,"21,508",2006
11,Street Resurface Menu,W 36 ST-- S HALSTED ST (800 W) -to- S SANGAMON ST (926 W),NA,NA,NA,1.44,NA,"38,600",2006
11,Street Resurface Menu,W 36 ST-- S DAMEN AV (2000 W) -to- S LEAVITT ST (2200 W),NA,NA,NA,2.55,NA,"68,893",2006
11,Street Resurface Menu,W 37 ST-- S HALSTED ST (800 W) -to- S LITUANICA AV (832 W),NA,NA,NA,0.62,NA,"16,686",2006
11,Street Resurface Menu,W 42 ST-- S STEWART AV (400 W) -to- S WALLACE ST (600 W),NA,NA,NA,1.79,NA,"47,533",2006
11,Street Resurface Menu,W 43 PL-- S WALLACE ST (614 W) -to- S UNION AV (700 W),NA,NA,NA,0.84,NA,"22,481",2006
11,Street Resurface Menu,W 46 ST-- S UNION AV (700 W) -to- S HALSTED ST (800 W),NA,NA,NA,0.61,NA,"16,608",2006
11,Street Speed Hump Menu,S CANAL ST-- W 28 ST (2800 S) -to- W 29 ST (2900 S) 2,NA,NA,2.00,NA,NA,"5,000",2006
11,Street Speed Hump Menu,S PRINCETON AV-- W 37 ST (3700 S) -to- W 38 ST (3779 S) 2,NA,NA,1.00,NA,NA,"5,000",2006
11,Street Speed Hump Menu,S UNION AV-- W 43 PL (4332 S) -to- W 44 ST (4400 S) 2,NA,NA,1.00,NA,NA,"3,500",2006
11,Street Speed Hump Menu,W 32 PL-- S ABERDEEN ST (1100 W) -to- S RACINE AV (1200 W) 1,NA,NA,1.00,NA,NA,"2,500",2006
11,Street Lighting,S UNION AV-- W 31 ST (3100 S) -to- W 33 ST (3300 S),NA,NA,NA,NA,2.00,"170,000",2006
11,POD Camera,2 Option I POD,NA,NA,NA,NA,NA,"45,161",2006
12,Alley Resurface Menu,"S CAMPBELL AV--S MAPLEWOOD AV--W 40 ST--W 42 ST5,906",NA,NA,3,1.71,NA,"35,906",2006
12,Alley Resurface Menu,S MOZART ST--S CALIFORNIA AV--W 43 ST--W 44 ST,NA,NA,3,1.00,NA,"21,552",2006
12,Alley Speed Hump Menu,S SAWYER AV--S KEDZIE AV--W 28 ST--W0 ST,NA,NA,3,NA,NA,"1,500",2006
12,Alley Speed Hump Menu,W 47 ST--W 48 ST--S TALMAN AV--S ROCKWELL,NA,NA,3,NA,NA,"1,500",2006
12,Alley Speed Hump Menu,S SAWYER AV--S KEDZIE AV--W 25 ST--W 26 ST,NA,NA,4,NA,NA,"2,000",2006
12,Alley Speed Hump Menu,S MARSHALL BV--S SACRAMENTO AV--W 23 ST--W 24 ST,NA,NA,3,NA,NA,"1,500",2006
12,Alley Speed Hump Menu,W 38 ST--W 38 PL--S SPAULDING AV--S KEDZIE AV,NA,NA,6,NA,NA,"3,000",2006
12,Alley Speed Hump Menu,S WESTERN AV--S CAMPBELL AV--W 47 ST--W 47 PL,NA,NA,2,NA,NA,"1,000",2006
12,Alley Speed Hump Menu,W5 ST--W6 ST--S KEDZIE AV--S TROY ST,NA,NA,2,NA,NA,"1,000",2006
12,Alley Speed Hump Menu,S ALBANY AV--S TROY ST--W 30 ST--W 31 ST,NA,NA,2,NA,NA,"1,000",2006
12,Alley Speed Hump Menu,W 43 ST--W 44 ST--S WOOD ST--S HONORE ST,NA,NA,2,NA,NA,"1,000",2006
12,Bollard Menu,4258 S ASHLAND AV,NA,NA,NA,NA,2.00,"1,293",2006
12,Bollard Menu,2416 W 46 ST,NA,NA,NA,NA,1.00,647,2006
12,Concrete Alley Menu,S TROY ST--W 26 ST--W 27 ST--S TROY ST,NA,NA,NA,NA,NA,"88,500",2006
12,Curb/Gutter Menu,S ROCKWELL ST-- W 24 ST (2400 S) -to- W 25 ST (2500 S),0.48,0.60,NA,NA,NA,"49,189",2006
12,Curb/Gutter Menu,S WASHTENAW AV-- W 24 ST (2400 S) -to- W 24 PL (2420 S),0.17,0.13,NA,NA,NA,"26,811",2006
12,Curb/Gutter Menu,W 44 ST-- S TALMAN AV (2632 W) -to- S FAIRFIELD AV (2732 W),0.91,0.63,NA,NA,NA,"67,400",2006
12,Curb/Gutter Menu,W 44 ST-- S ARTESIAN AV (2432 W) -to- S ROCKWELL ST (2600 W),0.74,1.11,NA,NA,NA,"86,159",2006
12,Curb/Gutter Menu,W 44 ST-- S ROCKWELL ST (2600 W) -to- S TALMAN AV (2632 W),0.24,0.14,NA,NA,NA,"27,860",2006
12,Curb/Gutter Menu,W 44 ST-- S WESTERN AV (2400 W) -to- S ARTESIAN AV (2432 W),0.27,0.16,NA,NA,NA,"30,919",2006
12,Guardrail Menu,4700 S WESTERN AV,NA,NA,NA,NA,NA,"1,200",2006
12,Miscellaneous-CDOT,2514 S Albany,NA,NA,NA,NA,NA,"1,668",2006
12,Sidewalk Menu,S CALIFORNIA AV-- W 23 ST (2300 S) -to- W 23 PL (2332 S),0.21,0.39,NA,NA,NA,"28,146",2006
12,Sidewalk Menu,S SPAULDING AV-- W 37 PL (3732 S) -to- W 38 ST (3800 S),0.09,0.34,NA,NA,NA,"22,819",2006
12,Sidewalk Menu,W 24 ST-- S SACRAMENTO AV (3000 W) -to- S WHIPPLE ST (3032 W),0.06,0.17,NA,NA,NA,"26,057",2006
12,Sidewalk Menu,W 25 ST-- S CALIFORNIA AV (2800 W) -to- S FRANCISCO AV (2900 W),0.06,0.58,NA,NA,NA,"33,561",2006
12,Sidewalk Menu,W 25 ST-- S WHIPPLE ST (3032 W) -to- S ALBANY AV (3100 W),0.06,0.31,NA,NA,NA,"19,542",2006
12,Sidewalk Menu,W 43 ST-- S WESTERN BV (2348 W) -to- S ARTESIAN AV (2432 W),0.11,0.50,NA,NA,NA,"32,407",2006
12,Sidewalk Menu,W 46 ST-- S FAIRFIELD AV (2732 W) -to- S CALIFORNIA AV (2800 W),0.21,0.56,NA,NA,NA,"37,039",2006
12,Sidewalk Menu,W 46 ST-- S WASHTENAW AV (2700 W) -to- S FAIRFIELD AV (2732 W),0.09,0.40,NA,NA,NA,"26,083",2006
12,Sidewalk Menu,W 46 ST-- S TALMAN AV (2632 W) -to- S WASHTENAW AV (2700 W),0.05,0.26,NA,NA,NA,"17,338",2006
12,Sidewalk Menu,W 46 ST-- S ROCKWELL ST (2600 W) -to- S TALMAN AV (2632 W),0.09,0.39,NA,NA,NA,"25,404",2006
12,Street Resurface Menu,S FAIRFIELD AV-- W 43 ST (4300 S) -to- W 44 ST (4400 S),NA,NA,NA,1.01,NA,"26,932",2006
12,Street Resurface Menu,S FAIRFIELD AV-- W 44 ST (4400 S) -to- W 45 ST (4500 S),NA,NA,NA,1.02,NA,"27,260",2006
12,Street Resurface Menu,S FAIRFIELD AV-- W 45 ST (4500 S) -to- W 46 ST (4600 S),NA,NA,NA,1.00,NA,"26,620",2006
12,Street Resurface Menu,S FAIRFIELD AV-- W 46 ST (4600 S) -to- W 47 ST (4700 S),NA,NA,NA,1.01,NA,"26,973",2006
12,Street Resurface Menu,S MAPLEWOOD AV-- W 40 ST (4000 S) -to- W 42 ST (4200 S),NA,NA,NA,1.95,NA,"51,825",2006
12,Street Resurface Menu,S ROCKWELL ST-- W 47 ST (4700 S) -to- W 48 ST (4800 S),NA,NA,NA,1.03,NA,"27,415",2006
12,Street Resurface Menu,S SACRAMENTO AV-- W 23 ST (2300 S) -to- W 25 ST (2500 S),NA,NA,NA,2.40,NA,"64,072",2006
12,Street Resurface Menu,W 24 ST-- S SACRAMENTO AV (3000 W) -to- Dead End (74 W),NA,NA,NA,0.32,NA,"8,702",2006
12,Street Resurface Menu,W 37 PL-- S WASHTENAW AV (2700 W) -to- S CALIFORNIA AV (2800 W),NA,NA,NA,0.96,NA,"25,783",2006
12,Street Resurface Menu,W 40 ST-- S WESTERN AV (2400 W) -to- S CAMPBELL AV (2500 W),NA,NA,NA,0.84,NA,"22,643",2006
12,Street Resurface Menu,W 45 ST-- S FAIRFIELD AV (2732 W) -to- S CALIFORNIA AV (2800 W),NA,NA,NA,0.47,NA,"12,655",2006
12,Street Speed Hump Menu,S ARTESIAN AV-- W ARCHER AV (3800 S) -to- W PERSHING RD (3900 S) 2,NA,NA,1.00,NA,NA,"5,000",2006
12,Street Speed Hump Menu,S SACRAMENTO AV-- W 24 ST (2400 S) -to- W 25 ST (2500 S) 2,NA,NA,1.00,NA,NA,"5,000",2006
12,Street Speed Hump Menu,S SACRAMENTO AV-- W 23 ST (2300 S) -to- W 24 ST (2400 S) 2,NA,NA,1.00,NA,NA,"5,000",2006
12,Street Speed Hump Menu,S TROY ST-- W 30 ST (3000 S) -to- W 31 ST (3100 S) 2,NA,NA,1.00,NA,NA,"5,000",2006
12,Street Speed Hump Menu,W 23 PL-- S WASHTENAW AV (2700 W) -to- S CALIFORNIA AV (2800 W) 2,NA,NA,1.00,NA,NA,"5,000",2006
12,Street Speed Hump Menu,W 23 ST-- S CALIFORNIA AV (2800 W) -to- S MARSHALL BV (2932 W) 3,NA,NA,1.00,NA,NA,"7,500",2006
12,Street Speed Hump Menu,W 23 ST-- S WASHTENAW AV (2700 W) -to- S CALIFORNIA AV (2800 W) 2,NA,NA,1.00,NA,NA,"5,000",2006
12,Street Speed Hump Menu,W 25 ST-- S SACRAMENTO AV (3000 W) -to- S ALBANY AV (3100 W) 2,NA,NA,1.00,NA,NA,"5,000",2006
12,Pole Painting,W 26 ST-- S KEDZIE AV (3200 W) -to- S ROCKWELL ST (2600 W),NA,NA,NA,NA,54.00,"13,500",2006
12,Pole Painting,W 26 ST-- S KEDZIE AV (3200 W) -to- S ROCKWELL ST (2600 W),NA,NA,NA,NA,10.00,"3,200",2006
12,Street Lighting,S CALIFORNIA BV-- W 24 BV (2420 S) -to- W 25 ST (2500 S),NA,NA,NA,NA,1.00,"100,000",2006
12,Street Lighting,W 26 ST-- S ROCKWELL ST (2600 W) -to- S KEDZIE AV (3200 W),NA,NA,NA,NA,54.00,"72,900",2006
12,Street Lighting,W 26 ST-- S KEDZIE AV (3200 W) -to- S ROCKWELL ST (2600 W),NA,NA,NA,NA,54.00,"21,600",2006
12,POD Camera,2860 W 21st Street,NA,NA,NA,NA,NA,"24,000",2006
13,Alley Resurface Menu,W 65 ST--S LATROBE AV--S LAVERGNE AV--S LAVERGNE AV,NA,NA,NA,1.21,NA,"24,290",2006
13,Alley Resurface Menu,W 77 PL--W 78 ST--S KEATING AV--S CICERO AV,NA,NA,NA,0.49,NA,"9,802",2006
13,Alley Speed Hump Menu,W 70 ST--W 70 PL--S SPRINGFIELD AV--S PULASKI RD,NA,NA,2,NA,NA,"1,000",2006
13,Alley Speed Hump Menu,W 65 ST--W 65 PL--S LAWNDALE AV--S HAMLIN,NA,NA,2,NA,NA,"1,000",2006
13,Alley Speed Hump Menu,W 63 PL--W 64 ST--S AUSTIN AV--S MEADE AV,NA,NA,2,NA,NA,"1,000",2006
13,Alley Speed Hump Menu,W 66 PL--S MARQUETTE AV--S HAMLIN--S SPRINGFIELD AV,NA,NA,2,NA,NA,"1,000",2006
13,Alley Speed Hump Menu,W 65 ST--W 66 ST--S KENNETH AV--S KOSTNER AV,NA,NA,2,NA,NA,"1,000",2006
13,Alley Speed Hump Menu,S LAWNDALE AV--S HAMLIN--W 64 ST--W 64 PL,NA,NA,2,NA,NA,"1,000",2006
13,Bollard Menu,6459 S CENTRAL AV,NA,NA,NA,NA,1.00,647,2006
13,Bollard Menu,5516 S KARLOV AV,NA,NA,NA,NA,1.00,"1,293",2006
13,Bollard Menu,6601 S KNOX AV,NA,NA,NA,NA,1.00,"1,294",2006
13,Bollard Menu,6101 S PARKSIDE AV,NA,NA,NA,NA,1.00,647,2006
13,Bollard Menu,7901 S TRIPP AV,NA,NA,NA,NA,1.00,"1,293",2006
13,Bollard Menu,5914 S TRIPP AV,NA,NA,NA,NA,1.00,"1,293",2006
13,Bollard Menu,4015 W 57 PL,NA,NA,NA,NA,1.00,"1,940",2006
13,Bollard Menu,3604 W 64 PL,NA,NA,NA,NA,1.00,647,2006
13,Bollard Menu,4230 W 79 ST,NA,NA,NA,NA,1.00,"1,293",2006
13,Guardrail Menu,8042 S KILPATRICK AV,NA,NA,NA,NA,1.00,400,2006
13,Guardrail Menu,4323 W 81 ST,NA,NA,NA,NA,2.00,900,2006
13,Street Resurface Menu,S KARLOV AV-- W 63 ST (6300 S) -to- W MARQUETTE RD (6700 S),NA,NA,NA,4.12,NA,"110,128",2006
13,Street Resurface Menu,S KEDVALE AV-- W 55 ST (5500 S) -to- W 56 ST (5600 S),NA,NA,NA,0.99,NA,"26,479",2006
13,Street Resurface Menu,S KEELER AV-- W 63 ST (6300 S) -to- W 66 ST (6600 S),NA,NA,NA,3.14,NA,"84,264",2006
13,Street Resurface Menu,S KILDARE AV-- W 58 ST (5800 S) -to- W 59 ST (5900 S),NA,NA,NA,1.00,NA,"26,802",2006
13,Street Resurface Menu,S KOLIN AV-- W 55 ST (5500 S) -to- W 57 ST (5700 S),NA,NA,NA,2.18,NA,"58,026",2006
13,Street Resurface Menu,S KOLIN AV-- W 63 ST (6300 S) -to- W MARQUETTE RD (6700 S),NA,NA,NA,4.39,NA,"117,398",2006
13,Street Resurface Menu,S KOMENSKY AV-- W 63 ST (6300 S) -to- W MARQUETTE RD (6700 S),NA,NA,NA,4.11,NA,"109,574",2006
13,Street Resurface Menu,S KOMENSKY AV-- W 55 ST (5500 S) -to- W 56 ST (5600 S),NA,NA,NA,1.00,NA,"26,701",2006
13,Street Resurface Menu,S LAPORTE AV-- W 63 ST (6300 S) -to- W 65 ST (6500 S),NA,NA,NA,2.28,NA,"61,007",2006
13,Street Resurface Menu,S LAWNDALE AV-- W 69 ST (6900 S) -to- W 71 ST (7100 S),NA,NA,NA,1.03,NA,"27,685",2006
13,Street Resurface Menu,S MAJOR AV-- W 60 ST (6000 S) -to- W 61 ST (6100 S),NA,NA,NA,0.99,NA,"26,674",2006
13,Street Resurface Menu,S MASON AV-- W 59 ST (5900 S) -to- W 59 ST (5900 S),NA,NA,NA,0.58,NA,"15,389",2006
13,Street Resurface Menu,S MENARD AV-- W 60 ST (6000 S) -to- W 63 ST (6300 S),NA,NA,NA,3.09,NA,"82,659",2006
13,Street Resurface Menu,S PARKSIDE AV-- W 61 ST (6100 S) -to- W 63 ST (6300 S),NA,NA,NA,1.90,NA,"50,976",2006
13,Street Resurface Menu,W 56 PL-- S PULASKI RD (4000 W) -to- S KEELER AV (4200 W),NA,NA,NA,2.08,NA,"55,653",2006
13,Street Resurface Menu,W 57 ST-- S KILDARE AV (4300 W) -to- S KOLIN AV (4332 W),NA,NA,NA,0.53,NA,"14,331",2006
13,Street Resurface Menu,W 57 ST-- S PULASKI RD (4000 W) -to- S KARLOV AV (4100 W),NA,NA,NA,0.97,NA,"26,387",2006
13,Street Resurface Menu,W 60 ST-- S MENARD AV (5800 W) -to- S AUSTIN AV (6000 W),NA,NA,NA,2.17,NA,"58,675",2006
13,Street Resurface Menu,W 63 PL-- S LINDER AV (5500 W) -to- S CENTRAL AV (5600 W),NA,NA,NA,0.95,NA,"25,286",2006
13,Street Resurface Menu,W 64 PL-- S CENTRAL AV (5600 W) -to- S MENARD AV (5800 W),NA,NA,NA,2.02,NA,"54,097",2006
13,Street Resurface Menu,W 64 PL-- S LONG AV (5400 W) -to- S CENTRAL AV (5600 W),NA,NA,NA,2.10,NA,"56,391",2006
13,Street Resurface Menu,W 64 ST-- S LINDER AV (5500 W) -to- S LONG AV (5400 W),NA,NA,NA,0.93,NA,"24,815",2006
13,Street Resurface Menu,W 77 PL-- S KILBOURN AV (4500 W) -to- S KENTON AV (4600 W),NA,NA,NA,1.00,NA,"27,085",2006
13,Street Speed Hump Menu,S KEDVALE AV-- W 78 ST (7740 S) -to- W 78 PL (7846 S) 1,NA,NA,1.00,NA,NA,"2,500",2006
13,Street Speed Hump Menu,S LOCKWOOD AV-- W 63 ST (6300 S) -to- W 64 ST (6400 S) 1,NA,NA,1.00,NA,NA,"2,500",2006
13,Street Speed Hump Menu,S MAYFIELD AV-- W 60 ST (6000 S) -to- W 61 ST (6100 S) 2,NA,NA,1.00,NA,NA,"5,000",2006
13,Street Speed Hump Menu,S PARKSIDE AV-- W 62 ST (6200 S) -to- W 63 ST (6300 S) 2,NA,NA,1.00,NA,NA,"5,000",2006
13,Street Speed Hump Menu,S SPRINGFIELD AV-- W 65 ST (6500 S) -to- W 65 PL (6532 S) 1,NA,NA,1.00,NA,NA,"2,500",2006
13,Street Speed Hump Menu,S TRIPP AV-- W 81 ST (8077 S) -to- W 82 PL (8238 S) 4,NA,NA,1.50,NA,NA,"10,000",2006
13,Street Speed Hump Menu,W 63 PL-- S LATROBE AV (5232 W) -to- S LOCKWOOD AV (5300 W) 1,NA,NA,0.50,NA,NA,"2,500",2006
13,Street Speed Hump Menu,W 64 PL-- S LATROBE AV (5210 W) -to- S LOCKWOOD AV (5300 W) 1,NA,NA,1.00,NA,NA,"2,500",2006
13,Street Speed Hump Menu,W 64 PL-- S LONG AV (5400 W) -to- S LINDER AV (5500 W) 2,NA,NA,1.00,NA,NA,"5,000",2006
13,Street Speed Hump Menu,W 64 ST-- S LOCKWOOD AV (5300 W) -to- S LOREL AV (5331 W) 1,NA,NA,0.50,NA,NA,"2,500",2006
13,Street Speed Hump Menu,W 69 ST-- S KEELER AV (4200 W) -to- S KOSTNER AV (4400 W) 1,NA,NA,2.00,NA,NA,"2,500",2006
13,Street Speed Hump Menu,W 81 ST-- S KOLIN AV (4338 W) -to- S KILDARE AV (4250 W) 2,NA,NA,1.50,NA,NA,"5,000",2006
13,Street Speed Hump Menu,W 81 ST-- S KILBOURN AV (4516 W) -to- S KOLMAR AV (4529 W) 1,NA,NA,1.00,NA,NA,"2,500",2006
13,Street Traffic Circles Menu,W 64 ST and S LA CROSSE AV,NA,NA,NA,NA,NA,"3,000",2006
13,Street Traffic Circles Menu,W 68 ST and S KENNETH AV,NA,NA,NA,NA,NA,"3,000",2006
13,Street Traffic Circles Menu,W 61 PL and S HAMLIN,NA,NA,NA,NA,NA,"10,000",2006
13,Street Traffic Circles Menu,W 61 ST and S KILBOURN AV,NA,NA,NA,NA,NA,"10,000",2006
13,Street Traffic Circles Menu,W 64 ST and S LAMON AV,NA,NA,NA,NA,NA,"10,000",2006
13,Street Traffic Circles Menu,W 64 ST and S LAPORTE AV,NA,NA,NA,NA,NA,"10,000",2006
13,Street Traffic Circles Menu,W 64 ST and S KNOX AV,NA,NA,NA,NA,NA,"10,000",2006
13,Street Traffic Circles Menu,W 68 ST and S KOMENSKY AV,NA,NA,NA,NA,NA,"10,000",2006
13,Pole Painting,4015 W 80 PL,NA,NA,NA,NA,1.00,200,2006
13,Pole Painting,4113 W 80 PL,NA,NA,NA,NA,1.00,200,2006
13,Pole Painting,4222 W 81 ST,NA,NA,NA,NA,1.00,200,2006
13,Pole Painting,8020 S PULASKI RD,NA,NA,NA,NA,1.00,200,2006
13,Pole Painting,S KARLOV AV-- W 79 ST (7900 S) -to- W 80 PL (8038 S),NA,NA,NA,NA,4.00,800,2006
13,Pole Painting,S KEDVALE AV-- W 79 PL (7932 S) -to- W 80 PL (8038 S),NA,NA,NA,NA,3.00,600,2006
13,Pole Painting,S KEELER AV-- W 79 PL (7932 S) -to- W 80 PL (8038 S),NA,NA,NA,NA,4.00,800,2006
13,Pole Painting,S KOMENSKY AV-- W 79 ST (7900 S) -to- W 80 PL (8038 S),NA,NA,NA,NA,2.00,400,2006
13,Pole Painting,S TRIPP AV-- W 79 ST (7900 S) -to- W 81 ST (8057 S),NA,NA,NA,NA,3.00,600,2006
13,Street Lighting,S KILDARE AV-- W 65 ST (6500 S) -to- W MARQUETTE RD (6700 S),NA,NA,NA,NA,2.00,"100,000",2006
13,Miscellaneous-Other,8th Dist Police Station,NA,NA,NA,NA,NA,"1,777",2006
14,Alley Resurface Menu,W 55 PL--W 56 ST--S LAWNDALE AV--S HAMLIN,NA,NA,2,0.84,NA,"17,979",2006
14,Alley Speed Hump Menu,W 44 ST--W 45 ST--S ST LOUIS AV--S TRUMBULL AV,NA,NA,2,NA,NA,"1,000",2006
14,Alley Speed Hump Menu,S LAWNDALE AV--S HAMLIN AV--W 56 PL--W 57 ST,NA,NA,2,NA,NA,"1,000",2006
14,Alley Speed Hump Menu,S ALBANY AV--S KEDZIE AV--W 54 ST--W 54 PL,NA,NA,4,NA,NA,"2,000",2006
14,Alley Speed Hump Menu,W 54 ST--W 55 ST--S MOZART ST--S FRANCISCO AV,NA,NA,4,NA,NA,"2,000",2006
14,Alley Speed Hump Menu,W9 ST--W 50 ST--S ROCKWELL--S MAPLEWOOD AV,NA,NA,4,NA,NA,"2,000",2006
14,Alley Speed Hump Menu,W 43 ST--S ARCHER AV--S SACRAMENTO AV--S RICHMOND ST,NA,NA,2,NA,NA,"1,000",2006
14,Alley Speed Hump Menu,W 53 ST--W 54 ST--S ROCKWELL--S MAPLEWOOD AV,NA,NA,3,NA,NA,"1,500",2006
14,Miscellaneous-CDOT,S Sacramento/W 51ST-W 52ST,NA,NA,NA,NA,1.00,"3,525",2006
14,Miscellaneous-CDOT,S Whipple/W51ST-W 52ST,NA,NA,NA,NA,1.00,"6,237",2006
14,Miscellaneous-CDOT,S Whipple/W 52ST-W 53ST,NA,NA,NA,NA,1.00,"11,154",2006
14,Miscellaneous-CDOT,W 53ST/S Sacramento-S Whipple,NA,NA,NA,NA,1.00,"1,175",2006
14,Miscellaneous-CDOT,W 53PL/S Sacramento-S Albany,NA,NA,NA,NA,1.00,"2,694",2006
14,Miscellaneous-CDOT,S Albany/W 52ST-W 53ST,NA,NA,NA,NA,1.00,"10,006",2006
14,Miscellaneous-CDOT,S Troy/ W51ST-W52ST,NA,NA,NA,NA,1.00,"5,582",2006
14,Miscellaneous-CDOT,W 58PL/S Lawndale-S Hamlin,NA,NA,NA,NA,1.00,"7,949",2006
14,Miscellaneous-CDOT,S Hamlin/W 58ST-W 58PL,NA,NA,NA,NA,1.00,"4,948",2006
14,Miscellaneous-CDOT,W 58ST/S Lawndale-S Hamlin,NA,NA,NA,NA,1.00,"18,763",2006
14,Miscellaneous-CDOT,W 58ST/S Central Park-S Lawndale,NA,NA,NA,NA,1.00,"8,476",2006
14,Miscellaneous-CDOT,W 57PL/ S Central Park-S Lawndale,NA,NA,NA,NA,1.00,232,2006
14,Miscellaneous-CDOT,W 57PL/S Lawndale-S Hamlin,NA,NA,NA,NA,1.00,"46,671",2006
14,Miscellaneous-CDOT,W 57ST/S Lawndale-S Hamlin,NA,NA,NA,NA,1.00,"10,090",2006
14,Miscellaneous-CDOT,S Whipple/W 44 ST - W 45 ST,NA,NA,NA,NA,NA,"9,043",2006
14,Miscellaneous-CDOT,S Whipple/W 46 ST - W 47 ST,NA,NA,NA,NA,NA,"2,217",2006
14,Miscellaneous-CDOT,S Albany/W 46 ST - W 47 ST,NA,NA,NA,NA,NA,"4,469",2006
14,Miscellaneous-CDOT,S Albany/W 45 ST - W 46 ST,NA,NA,NA,NA,NA,"1,025",2006
14,Miscellaneous-CDOT,S Albany/W 44 ST - W 45 ST,NA,NA,NA,NA,NA,"6,491",2006
14,Miscellaneous-CDOT,S Albany/W Pope John Paul II Dr - W 44 ST,NA,NA,NA,NA,NA,"5,682",2006
14,Miscellaneous-CDOT,W 44 ST/S Albany - S Troy,NA,NA,NA,NA,NA,"7,390",2006
14,Miscellaneous-CDOT,S Troy/S Archer - W 44 ST,NA,NA,NA,NA,NA,"4,468",2006
14,Miscellaneous-CDOT,S Troy/W 44 St - W 45 ST,NA,NA,NA,NA,NA,"9,108",2006
14,Miscellaneous-CDOT,S Troy/W 45 ST - W 46 ST,NA,NA,NA,NA,NA,"6,369",2006
14,Miscellaneous-CDOT,S Maplewood/W 54 ST - W 55 ST,NA,NA,NA,NA,NA,"24,861",2006
14,Miscellaneous-CDOT,S Maplewood/W 53 ST - W 54 ST,NA,NA,NA,NA,NA,"15,805",2006
14,Miscellaneous-CDOT,S Maplewood/W 52 ST - W 53 ST,NA,NA,NA,NA,NA,"16,487",2006
14,Miscellaneous-CDOT,S Rockwell/W 53 ST - W 54 ST,NA,NA,NA,NA,NA,"21,274",2006
14,Miscellaneous-CDOT,S Talman/W 54 ST - W 55 ST,NA,NA,NA,NA,NA,"1,940",2006
14,Miscellaneous-CDOT,S Talman/W 53 ST - W 54 ST,NA,NA,NA,NA,NA,"17,530",2006
14,Miscellaneous-CDOT,S Sawyer/ W 52ST-W 53ST,NA,NA,NA,NA,1.00,"1,203",2006
14,Miscellaneous-CDOT,S Sawyer/ W 51ST-W 52ST,NA,NA,NA,NA,1.00,260,2006
14,Miscellaneous-CDOT,S Spauding/ W 51ST-W 52 ST,NA,NA,NA,NA,1.00,676,2006
