ward,type,location,estcost,year
6,Street Resurfacing Menu,ON S PARNELL AVE FROM W 75TH ST (7500 S) TO W 76TH ST (7600 S),45888.80,2017
6,Street Resurfacing Menu,ON S UNION AVE FROM W 72ND ST (7200 S) TO W 73RD ST (7300 S),75565.07,2017
6,Street Resurfacing Menu,ON S EGGLESTON AVE FROM W 69TH ST (6900 S) TO W 71ST ST (7100 S),8821.77,2017
6,Street Resurfacing Menu,ON S MICHIGAN AVE FROM E 70TH ST (7000 S) TO E 71ST ST (7100 S),45818.37,2017
6,Street Resurfacing Menu,ON S CALUMET AVE FROM E 71ST ST (7100 S) TO E 72ND ST (7200 S),72009.27,2017
6,Street Resurfacing Menu,ON S MICHIGAN AVE FROM E MARQUETTE RD (6700 S) TO E 68TH ST (6800 S), 6298.85,2017
6,Street Speed Hump Menu,ON S RHODES AVE FROM E 70TH ST (7000 S) TO E 71ST ST (7100 S),3700.00,2017
6,Street Speed Hump Menu,ON S MICHIGAN AVE FROM E 70TH ST (7000 S) TO E 71ST ST (7100 S),3700.00,2017
6,Street Speed Hump Menu,ON S CALUMET AVE FROM E 71ST ST (7100 S) TO E 72ND ST (7200 S),3218.60,2017
7,Alley Apron Menu,2235 E 95TH ST,10554.3,2017
7,Curb & Gutter Menu,ON S OGLESBY AVE FROM E 95TH ST (9500 S) TO E 96TH ST (9600 S),16142.99,2017
7,Curb & Gutter Menu,ON S OGLESBY AVE FROM E 96TH ST (9600 S) TO E 97TH ST (9700 S),148455.94,2017
7,Curb & Gutter Menu,ON S CRANDON AVE FROM E 97TH ST (9700 S) TO E 98TH ST (9800 S),89790.07,2017
7,Curb & Gutter Menu,8905 S CRANDON AVE,11349.17,2017
7,Curb & Gutter Menu,9005 S PAXTON AVE,5806.25,2017
7,Curb & Gutter Menu,ON S KINGSTON AVE FROM S SOUTH CHICAGO AVE (8820 S) TO S ANTHONY AVE (8900 S):ON S KINGSTON AVE FROM S SOUTH CHICAGO AVE (8820 S) TO E 89TH ST (8900 S), 152732.05,2017
7,Pedestrian Refuge Island Menu,9141 S SOUTH CHICAGO AVE,38999.29,2017
7,Street Light Residential Staggered Piggy Back Menu,ON S OGLESBY AVE FROM E 81ST ST (8100 S) TO E 83RD ST (8300 S), 83000.00,2017
7,Street Resurfacing Menu (1-5),ON S YATES AVE FROM E 92ND ST (9200 S) TO E 93RD ST (9300 S),49273.37,2017
7,Street Resurfacing Menu (1-5),ON S OGLESBY AVE FROM E 96TH ST (9600 S) TO E 97TH ST (9700 S),32422.96,2017
7,Street Resurfacing Menu (1-5),ON S OGLESBY AVE FROM E 95TH ST (9500 S) TO E 96TH ST (9600 S),25818.30,2017
7,Street Resurfacing Menu,ON S MANISTEE AVE FROM E 79TH ST (7900 S) TO E 80TH ST (8000 S),56382.94,2017
7,Street Resurfacing Menu,ON S OGLESBY AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S),38122.40,2017
7,Street Resurfacing Menu,ON S OGLESBY AVE FROM E 72ND ST (7200 S) TO E 73RD ST (7300 S),18078.79,2017
7,Street Resurfacing Menu,ON S COLFAX AVE FROM E 78TH ST (7800 S) TO E 79TH ST (7900 S),29287.22,2017
7,Street Resurfacing Menu,ON S CLYDE AVE FROM E 95TH ST (9500 S) TO E 96TH ST (9600 S),58354.38,2017
7,Street Resurfacing Menu,ON E 95TH PL FROM S CLYDE AVE (2200 E) TO S CHAPPEL AVE (2000 E),62009.02,2017
7,Street Resurfacing Menu,ON E 82ND ST FROM S MARQUETTE AVE (2700 E) TO S MANISTEE AVE (2730 E), 29474.94,2017
7,Street Resurfacing Menu,ON S KINGSTON AVE FROM S SOUTH CHICAGO AVE (8820 S) TO S ANTHONY AVE (8900 S):ON S KINGSTON AVE FROM S SOUTH CHICAGO AVE (8820 S) TO E 89TH ST (8900 S), 88918.16,2017
7,Street Resurfacing Menu,ON E 75TH PL FROM S EXCHANGE AVE (2700 E) TO S COLES AVE (2740 E), 22698.15,2017
7,Street Resurfacing Menu,ON E 78TH PL FROM S EXCHANGE AVE (2900 E) TO S COLES AVE (2950 E), 24996.15,2017
7,Street Resurfacing Menu,ON S ESSEX AVE FROM E 75TH ST (7500 S) TO E 76TH ST (7600 S),42770.06,2017
7,Street Resurfacing Menu,ON S ESSEX AVE FROM E 76TH ST (7600 S) TO E 79TH ST (7900 S),107944.27,2017
7,Street Resurfacing Menu,E 73RD PL & S EXCHANGE AVE,12451.15,2017
7,Street Resurfacing Menu,ON E 86TH ST FROM S YATES BLVD (2400 E) TO S PHILLIPS AVE (2430 E),24206.70,2017
7,Street Resurfacing Menu,ON S MUSKEGON AVE FROM E 80TH ST (8000 S) TO E 81ST ST (8100 S),31635.97,2017
7,Street Speed Hump Menu,ON S CLYDE AVE FROM E 95TH ST (9500 S) TO E 96TH ST (9600 S),3700.00,2017
7,Street Speed Hump Menu,ON S CALHOUN AVE FROM E 101ST ST (10100 S) TO E 102ND ST (10200 S), 3700.00,2017
7,Street Speed Hump Menu,ON E 74TH ST FROM S BALDWIN AVE (1900 E) TO S JEFFERY BLVD (2000 E), 925.00,2017
7,Street Speed Hump Replacement,ON S OGLESBY AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S),0.00,2017
7,Street Speed Hump Replacement,ON S OGLESBY AVE FROM E 96TH ST (9600 S) TO E 97TH ST (9700 S),0.00,2017
7,Street Speed Hump Replacement,ON S OGLESBY AVE FROM E 95TH ST (9500 S) TO E 96TH ST (9600 S),0.00,2017
7,Street Speed Hump Replacement,ON S MANISTEE AVE FROM E 81ST ST (8100 S) TO E 82ND ST (8200 S),0.00,2017
8,Floodlight Menu,1645 E 79TH ST,800.00,2017
8,50/50 Neighborhood Arts Project,,10000.00,2017
8,Sidewalk Menu,8517 S OGLESBY AVE,4844.80,2017
8,Sidewalk Menu,8814 S CREGIER AVE,577.53,2017
8,Sidewalk Menu,8960 S EAST END AVE,22665.96,2017
8,Sidewalk Menu,7759 S DOBSON AVE,8976.70,2017
8,Sidewalk Menu,8126 S BENNETT AVE,4023.80,2017
8,Sidewalk Menu,8022 S JEFFERY BLVD,1065.37,2017
8,Sidewalk Menu,8315-8317 S OGLESBY AVE,3299.45,2017
8,Sidewalk Menu,8614 S CREGIER AVE,9962.91,2017
8,Street Light Residential Staggered Piggy Back Menu,ON E 89TH ST FROM S ST LAWRENCE AVE (600 E) TO S COTTAGE GROVE AVE (800 E), 102200.00,2017
8,Street Light Residential Staggered Piggy Back Menu,ON S CREGIER AVE FROM E 89TH ST (8900 S) TO E 91ST ST (9100 S), 97200.00,2017
8,Street Light Residential Staggered Piggy Back Menu,ON S RIDGELAND AVE FROM E 87TH PL (8730 S) TO E 89TH ST (8900 S), 125000.00,2017
8,Street Light Residential Staggered Piggy Back Menu,ON S KENWOOD AVE FROM S AVALON AVE (8530 S) TO E 87TH ST (8700 S), 210000.00,2017
8,Street Light Residential Staggered Piggy Back Menu,ON S BENNETT AVE FROM E 77TH ST (7700 S) TO E 78TH ST (7800 S), 83000.00,2017
8,Street Light Residential Staggered Piggy Back Menu,ON S CONSTANCE AVE FROM E 83RD ST (8300 S) TO E 84TH ST (8400 S), 83000.00,2017
8,Street Light Upgrade Menu,ON S CONSTANCE AVE FROM E 91ST ST (9100 S) TO E 92ND ST (9200 S),2500.00,2017
8,Street Light Upgrade Menu,8958 S JEFFERY BLVD,500.00,2017
8,Street Resurfacing Menu (1-5),ON S DORCHESTER AVE FROM E 89TH ST (8900 S) TO E 90TH ST (9000 S),49314.79,2017
8,Street Resurfacing Menu (1-5),ON S HARPER AVE FROM E 88TH ST (8800 S) TO E 89TH ST (8900 S),54006.02,2017
8,Street Resurfacing Menu (1-5),ON S HARPER AVE FROM E 87TH ST (8700 S) TO E 88TH ST (8800 S),48935.20,2017
8,Street Resurfacing Menu (1-5),ON S HARPER AVE FROM E 90TH ST (9000 S) TO E 89TH ST (8900 S),61049.60,2017
8,Street Resurfacing Menu (1-5),ON S DANTE AVE FROM E 88TH ST (8800 S) TO E 89TH ST (8900 S),48051.03,2017
8,Street Resurfacing Menu,ON S CONSTANCE AVE FROM E 73RD ST (7300 S) TO E 75TH ST (7500 S),92192.43,2017
8,Street Resurfacing Menu,ON S CORNELL AVE FROM E 76TH ST (7600 S) TO E 79TH ST (7900 S),115951.99,2017
8,Street Resurfacing Menu,ON S DOBSON AVE FROM E 79TH ST (7900 S) TO E 80TH ST (8000 S),32019.71,2017
8,Street Resurfacing Menu,ON E 86TH PL FROM S EAST END AVE (1700 E) TO S CREGIER AVE (1800 E), 20861.98,2017
8,Street Resurfacing Menu,ON E 86TH PL FROM S STONY ISLAND AVE (1600 E) TO S EAST END AVE (1700 E), 21525.72,2017
8,Street Speed Hump Menu,ON E 87TH PL FROM S RIDGELAND AVE (1730 E) TO S CREGIER AVE (1760 E):1700 E 87TH PL:ON E 87TH PL FROM S EAST END AVE (1700 E) TO S RIDGELAND AVE (1730 E), 3700.00,2017
8,Street Speed Hump Menu,ON S RIDGELAND AVE FROM E 87TH PL (8730 S) TO E 88TH ST (8800 S),1850.00,2017
8,Street Speed Hump Menu,ON E 74TH ST FROM S BALDWIN AVE (1900 E) TO S JEFFERY BLVD (2000 E), 925.00,2017
8,Street Speed Hump Replacement,ON S CONSTANCE AVE FROM E 73RD ST (7300 S) TO E 75TH ST (7500 S),0.00,2017
8,Street Speed Hump Replacement,ON S DOBSON AVE FROM E 79TH ST (7900 S) TO E 80TH ST (8000 S),0.00,2017
8,Street Speed Hump Replacement,ON S HARPER AVE FROM E 90TH ST (9000 S) TO E 89TH ST (8900 S),0.00,2017
8,Street Speed Hump Replacement,ON S CORNELL AVE FROM E 76TH ST (7600 S) TO E 79TH ST (7900 S),0.00,2017
9,Alley Resurfacing Menu,321 E 119TH ST,10494.67,2017
9,Alley Resurfacing Menu,12329 S STATE ST,8813.49,2017
9,Alley Speed Hump Menu,ON E 87TH ST FROM S ST LAWRENCE AVE (600 E) TO S EBERHART AVE (500 E), 1400.00,2017
9,Alley Speed Hump Menu,E 87TH PL & S EBERHART AVE & E 88TH ST & S ST LAWRENCE AVE,1400.00,2017
9,Bollard Menu,638 E 102ND PL,517.24,2017
9,CPS Improvement - Ward 9,,42000.00,2017
9,Curb & Gutter Menu,9301 S STATE ST,8281.15,2017
9,Curb & Gutter Menu,9301 S STATE ST,8116.68,2017
9,50/50 Neighborhood Arts Program,,10000.00,2017
9,Sidewalk Menu,ON E 107TH ST FROM S COTTAGE GROVE AVE (613 E) TO S CHAMPLAIN AVE (634 E), 14754.41,2017
9,Sidewalk Menu,ON E 111TH PL FROM S COTTAGE GROVE AVE (500 E) TO S FORRESTVILLE AVE (520 E), 55573.29,2017
9,Sidewalk Menu,ON E 112TH ST FROM S COTTAGE GROVE AVE (500 E) TO S FORRESTVILLE AVE (530 E), 63321.25,2017
9,Street Light Upgrade Menu,11404 S INDIANA AVE:11361 S INDIANA AVE,812.00,2017
9,Street Resurfacing Menu (1-5),ON S RHODES AVE FROM E 103RD ST (10300 S) TO E 104TH ST (10400 S),46725.24,2017
9,Street Resurfacing Menu (1-5),ON E 110TH ST FROM S DR MARTIN LUTHER KING JR DR (400 E) TO S VERNON AVE (430 E), 32247.97,2017
9,Street Resurfacing Menu (1-5),ON E 109TH ST FROM S MICHIGAN AVE (100 E) TO S INDIANA AVE (200 E), 46381.29,2017
9,Street Resurfacing Menu,ON S INDIANA AVE FROM E 107TH ST (10700 S) TO E 108TH ST (10800 S),50035.33,2017
9,Street Resurfacing Menu,ON E 104TH ST FROM S PRAIRIE AVE (230 E) TO S FOREST AVE (300 E),35257.72,2017
9,Street Resurfacing Menu,ON S CALUMET AVE FROM E 108TH ST (10800 S) TO E 109TH ST (10900 S), 67167.20,2017
9,Street Resurfacing Menu,ON S FOREST AVE FROM E 107TH ST (10700 S) TO E 108TH ST (10800 S),48427.32,2017
9,Street Resurfacing Menu,ON S FOREST AVE FROM E 108TH ST (10800 S) TO E 109TH ST (10900 S),50622.90,2017
9,Street Resurfacing Menu,ON E 89TH ST FROM S PRAIRIE AVE (300 E) TO S CALUMET AVE (340 E),32906.10,2017
9,Street Resurfacing Menu,ON S WABASH AVE FROM E 88TH ST (8800 S) TO E 89TH ST (8900 S),48577.59,2017
9,Street Resurfacing Menu,ON S INDIANA AVE FROM E 87TH ST (8700 S) TO E 88TH ST (8800 S),93817.99,2017
9,Street Resurfacing Menu,ON E 104TH ST FROM S RHODES AVE (530 E) TO S DAUPHIN AVE (630 E),57189.86,2017
9,Street Resurfacing Menu,ON E 104TH PL FROM S RHODES AVE (530 E) TO S DAUPHIN AVE (600 E),43527.67,2017
9,Street Resurfacing Menu,ON S FORRESTVILLE AVE FROM E 132ND ST (13200 S) TO E 133RD ST (13300 S), 64259.79,2017
9,Street Resurfacing Menu,ON E 89TH ST FROM S EBERHART AVE (500 E) TO S ST LAWRENCE AVE (600 E), 47308.90,2017
9,Street Resurfacing Menu,ON S PRAIRIE AVE FROM E KENSINGTON AVE (11550 S) TO E 116TH ST (11600 S), 50722.29,2017
9,Street Resurfacing Menu,ON E 108TH ST FROM S VERNON AVE (430 E) TO S DR MARTIN LUTHER KING JR DR (400 E), 20408.04,2017
9,Street Resurfacing Menu,ON S LAFAYETTE AVE FROM W 99TH ST (9900 S) TO W 100TH ST (10000 S), 44833.61,2017
9,Street Resurfacing Menu,ON W 99TH PL FROM S EGGLESTON AVE (400 W) TO S NORMAL AVE (500 W), 38033.47,2017
9,Street Resurfacing Menu,ON E 108TH ST FROM S EBERHART AVE (500 E) TO S VERNON AVE (430 E), 20830.11,2017
9,Street Resurfacing Menu,ON W 100TH PL FROM S PRINCETON AVE (300 W) TO S EGGLESTON AVE (400 W), 42316.78,2017
9,Street Resurfacing Menu,ON S INDIANA AVE FROM E 88TH ST (8800 S) TO E 89TH ST (8900 S),62133.66,2017
9,Street Resurfacing Menu,ON W 126TH ST FROM S UNION AVE (700 W) TO S LOWE AVE (630 W),22784.34,2017
9,Street Speed Hump Replacement,ON S INDIANA AVE FROM E 88TH ST (8800 S) TO E 89TH ST (8900 S),0.00,2017
9,Traffic Signal LED Upgrade Menu,E 115TH ST & S COTTAGE GROVE AVE,28000.00,2017
10,ADA - Sidewalk Menu,ON E 105TH ST FROM S AVENUE N (3500 E) TO S AVENUE M (3530 E),0.00,2017
10,ADA - Sidewalk Menu,13447 S HOUSTON AVE,0.00,2017
10,Alley Resurfacing Menu,S ESCANABA AVE & E 88TH ST & S EXCHANGE AVE & E 89TH ST,47513.62,2017
10,Alley Resurfacing Menu,S AVENUE E & E 108TH ST,35486.68,2017
10,Alley Speed Hump Menu,E 99TH ST & S AVENUE H & E 100TH ST & S AVENUE G,398.35,2017
10,Alley Speed Hump Menu,S AVENUE O & E 134TH ST & S AVENUE N & E 135TH ST,2100.00,2017
10,Alley Speed Hump Replacement,S ESCANABA AVE & E 88TH ST & S EXCHANGE AVE & E 89TH ST,0.00,2017
10,Alley Speed Hump Replacement,S AVENUE E & E 108TH ST,0.00,2017
10,Concrete Alley Menu,S MUSKEGON AVE & E 131ST ST & S BRAINARD AVE & S MANISTEE AVE:13138 S MUSKEGON AVE, 32000.00,2017
10,Curb & Gutter Menu,9519 S MARQUETTE AVE,2186.69,2017
10,50/50 Neighborhood Arts Project,,10000.00,2017
10,Miscellaneous Other Projects,ON S TORRENCE AVE FROM E 103RD ST (10300 S) TO E 108TH ST (10800 S):ON E 104TH ST FROM S TORRENCE AVE (2630 E) TO S CALUMET ACCESS RD (2900 E), 2620.00,2017
10,Sidewalk Menu,10859 S MACKINAW AVE,20765.91,2017
10,Sidewalk Menu,3551-3601 E 113TH ST,10148.06,2017
10,Sidewalk Menu,10301 S AVENUE G,8567.24,2017
10,Sidewalk Menu,10826 S AVENUE N,4044.46,2017
10,Sidewalk Menu,10600 S AVENUE G,14938.86,2017
10,Sidewalk Menu,3258 E 91ST ST,24317.44,2017
10,Sidewalk Menu,10627 S AVENUE F,3933.81,2017
10,Sidewalk Menu,13447 S HOUSTON AVE,13880.81,2017
10,Sidewalk Menu,2800-2806 E 87TH ST,30076.30,2017
10,Sidewalk Menu,10700 S GREEN BAY AVE,12768.17,2017
10,Sidewalk Menu,9849 S EXCHANGE AVE,3196.93,2017
10,Sidewalk Menu,10319 S AVENUE H,6046.40,2017
10,Sidewalk Menu,10125 S EWING AVE,10410.75,2017
10,Sidewalk Menu,2854 E 87TH ST,5750.99,2017
10,Sidewalk Menu,8553-8557 S EXCHANGE AVE,44684.07,2017
10,Sidewalk Menu,8700 S EXCHANGE AVE,20023.66,2017
10,Sidewalk Menu,ON E 105TH ST FROM S AVENUE N (3500 E) TO S AVENUE M (3530 E),12419.41,2017
10,Sidewalk Menu,13251 S HOUSTON AVE,3539.72,2017
10,Sidewalk Menu,13257 S HOUSTON AVE,3123.52,2017
10,Sidewalk Menu,8553-8557 S EXCHANGE AVE,3256.39,2017
10,Sidewalk Menu,10005 S AVENUE N,2062.82,2017
10,Street Resurfacing Menu (1-5),ON S AVENUE M FROM E 97TH ST (9700 S) TO E 99TH ST (9920 S),144448.02,2017
10,Street Resurfacing Menu (1-5),ON S OGLESBY AVE FROM E 96TH ST (9600 S) TO E 97TH ST (9700 S),32422.96,2017
10,Street Resurfacing Menu,ON S AVENUE M FROM E 95TH ST (9500 S) TO E 96TH ST (9600 S),60832.29,2017
10,Street Resurfacing Menu,ON E 85TH ST FROM S COMMERCIAL AVE (3000 E) TO S BALTIMORE AVE (3020 E), 23729.30,2017
10,Street Resurfacing Menu,ON E 94TH ST FROM S ESCANABA AVE (2900 E) TO S ANTHONY AVE (3000 E), 58761.03,2017
10,Street Resurfacing Menu,ON E 105TH ST FROM S EWING AVE (3630 E) TO S INDIANAPOLIS AVE (4000 E), 185280.92,2017
10,Street Resurfacing Menu,ON S AVENUE M FROM E 99TH ST (9920 S) TO E 100TH ST (10000 S),63944.81,2017
10,Street Resurfacing Menu,ON S EXCHANGE AVE FROM E 92ND ST (9200 S) TO S SOUTH CHICAGO AVE (9230 S), 15270.49,2017
10,Street Resurfacing Menu,ON E 131ST ST FROM S BUFFALO AVE (3300 E) TO S MACKINAW AVE (3330 E), 19098.38,2017
10,Street Resurfacing Menu,ON S BUFFALO AVE FROM E 130TH ST (13000 S) TO E 132ND ST (13200 S), 59590.80,2017
10,Street Resurfacing Menu,ON S AVENUE H FROM E 113TH ST (11300 S) TO E 114TH ST (11400 S),57010.69,2017
10,Street Resurfacing Menu,ON S AVENUE G FROM E 105TH ST (10500 S) TO E 108TH ST (10800 S),192635.32,2017
10,Street Resurfacing Menu,ON E 100TH ST FROM S AVENUE L (3600 E) TO S EWING AVE (3630 E),13013.92,2017
10,Street Speed Hump Menu,9800 S HOXIE AVE,3700.00,2017
10,Street Speed Hump Replacement,ON E 131ST ST FROM S BUFFALO AVE (3300 E) TO S MACKINAW AVE (3330 E), 0.00,2017
10,Street Speed Hump Replacement,ON S OGLESBY AVE FROM E 96TH ST (9600 S) TO E 97TH ST (9700 S),0.00,2017
11,Alley Apron Menu,3559 S WALLACE ST,44189.57,2017
11,Alley Apron Menu,ON S GROVE ST FROM S FARRELL ST (2700 S) TO S BONFIELD ST (2800 S):2612 S FARRELL ST, 6892.07,2017
11,Alley Resurfacing Menu,W 33RD ST & S HALSTED ST & W 34TH ST & S EMERALD AVE,42471.05,2017
11,Alley Resurfacing Menu,S EMERALD AVE & W 32ND ST & S HALSTED ST & W 33RD ST,31189.15,2017
11,Alley Resurfacing Menu,S FARRELL ST & S LYMAN ST & S THROOP ST & W 31ST ST,61004.22,2017
11,Alley Resurfacing Menu,S CANAL ST & W 32ND ST & S STEWART AVE & W 33RD ST,31520.29,2017
11,Alley Resurfacing Menu,W 31ST ST & S WENTWORTH AVE & W 30TH ST & S WELLS ST,32034.91,2017
11,Alley Resurfacing Menu,W 43RD PL & S HALSTED ST & W 43RD ST & S EMERALD AVE,25419.14,2017
11,Alley Speed Hump Replacement,W 43RD PL & S HALSTED ST & W 43RD ST & S EMERALD AVE,0.00,2017
11,Concrete Alley Menu,W 33RD ST & S WALLACE ST & W 35TH ST & S PARNELL AVE,170000.00,2017
11,Curb & Gutter Menu,3419 S CARPENTER ST,3269.73,2017
11,Left-Turn Arrow Menu,S HALSTED ST & W 26TH ST,13608.00,2017
11,Miscellaneous CDOT Projects,S HALSTED ST & W 34TH ST,6828.90,2017
11,50/50 Neighborhood Arts Program,,10000.00,2017
11,POD Camera,1600 S RUBLE ST:2700 S SHIELDS AVE,54022.00,2017
11,POD Camera,3200 S CARPENTER ST:3500 S HALSTED ST,54022.00,2017
11,Sidewalk Menu,2900 S WELLS ST,18009.27,2017
11,Sidewalk Menu,ON W 36TH ST FROM S LITUANICA AVE (900 W) TO S SANGAMON ST (950 W), 21519.19,2017
11,Sidewalk Menu,ON W 37TH ST FROM S LITUANICA AVE (900 W) TO S SANGAMON ST (938 W), 28632.29,2017
11,Sidewalk Menu,316 W 25TH PL,6216.10,2017
11,Sidewalk Menu,3008 S KEELEY ST,6181.65,2017
11,Sidewalk Menu,3801 S PARNELL AVE,7567.14,2017
11,Sidewalk Menu,3826-3830 S NORMAL AVE,5006.80,2017
11,Sidewalk Menu,3732-3734 S PARNELL AVE:3723 S PARNELL AVE,4865.64,2017
11,Sidewalk Menu,3531-3631 S NORMAL AVE,51984.77,2017
11,Sidewalk Menu,439 W 37TH ST,8624.99,2017
11,Sidewalk Menu,3727 S UNION AVE,473.76,2017
11,Sidewalk Menu,ON S SHORT ST FROM S HILLOCK AVE (2840 S) TO S ELEANOR ST (2800 S):2840 S HILLOCK AVE, 4143.63,2017
11,Sidewalk Menu,3240 S PARNELL AVE,2933.01,2017
11,Sidewalk Menu,3559 S WALLACE ST,1973.60,2017
11,Sidewalk Menu,3011 S WALLACE ST,7449.68,2017
11,Street Light Residential Staggered Piggy Back Menu,ON S WALLACE ST FROM W ROOT ST (4150 S) TO W 43RD ST (4300 S), 170000.00,2017
11,Street Light Residential Staggered Piggy Back Menu,ON S CANAL ST FROM W 31ST ST (3100 S) TO W 33RD ST (3300 S), 70000.00,2017
11,Street Light Residential Staggered Piggy Back Menu,ON S LOWE AVE FROM W 29TH ST (2900 S) TO W 31ST ST (3100 S), 17200.00,2017
11,Street Resurfacing Menu (1-5),ON S CANAL ST FROM 3950 S TO W PERSHING RD (3900 S),36931.39,2017
11,Street Resurfacing Menu (1-5),ON S WELLS ST FROM W 33RD ST (3300 S) TO W 34TH ST (3400 S),64584.00,2017
11,Street Speed Hump Menu,ON W 15TH ST FROM S RACINE AVE (1200 W) TO S ABERDEEN ST (1100 W), 1850.00,2017
11,Street Speed Hump Replacement,W 31ST ST & S WENTWORTH AVE & W 30TH ST & S WELLS ST,0.00,2017
11,Viaduct Improvement Menu,500 W 35TH ST,51193.39,2017
11,Viaduct Improvement Menu,S STEWART AVE & W 35TH ST,15688.66,2017
11,Viaduct Improvement Menu,W 31ST ST & S STEWART AVE,34500.00,2017
11,Viaduct Improvement Menu,W 33RD ST & S STEWART AVE,43500.00,2017
11,Viaduct Improvement Menu,S STEWART AVE & W 38TH ST,52500.00,2017
12,ADA - Street Resurfacing Menu,ON S CHRISTIANA AVE FROM W 24TH ST (2400 S) TO W 25TH ST (2500 S), 7245.00,2017
12,Alley Apron Menu,1919 W 34TH ST,16197.43,2017
12,Alley Speed Hump Menu,3651 S WOOD ST:S WOOD ST & W 36TH ST & S HERMITAGE AVE & W 37TH ST, 700.00,2017
12,Alley Speed Hump Replacement,S SAWYER AVE & W 25TH ST & S SPAULDING AVE & W 26TH ST,0.00,2017
12,Bike Lane/Marked Shared Lane Menu,W CERMAK RD & S MARSHALL BLVD,30000.00,2017
12,Curb & Gutter Menu,ON S DAMEN AVE FROM W 35TH ST (3500 S) TO W 37TH ST (3699 S),29729.26,2017
12,Curb & Gutter Menu,ON S DAMEN AVE FROM W 35TH ST (3500 S) TO W 36TH ST (3600 S),28259.83,2017
12,Curb & Gutter Menu,ON W 36TH ST FROM S ARTESIAN AVE (2430 W) TO S WESTERN BLVD (2350 W), 31160.57,2017
12,Curb & Gutter Menu,3448 S LEAVITT ST,1679.53,2017
12,Diagonal Parking Menu,ON W 34TH ST FROM S DAMEN AVE (2000 W) TO S SEELEY AVE (2040 W), 40511.09,2017
12,50/50 Neighborhoods Arts Project,,10000.00,2017
12,Sidewalk Menu,ON S DAMEN AVE FROM W 35TH ST (3500 S) TO W 36TH ST (3600 S),9540.56,2017
12,Sidewalk Menu,3136 W 36TH ST,10551.34,2017
12,Sidewalk Menu,3809 S HONORE ST,3991.83,2017
12,Sidewalk Menu,3628 S SEELEY AVE,1814.00,2017
12,Sidewalk Menu,3651 S HAMILTON AVE,4543.26,2017
12,Sidewalk Menu,3713 S WOOD ST,4234.55,2017
12,Sidewalk Menu,3454 S LEAVITT ST,1775.06,2017
12,Sidewalk Menu,3747 S WOLCOTT AVE,3174.09,2017
12,Sidewalk Menu,3536-3540 S HAMILTON AVE,22778.37,2017
12,Sidewalk Menu,ON S DAMEN AVE FROM W 35TH ST (3500 S) TO W 36TH ST (3600 S),29250.77,2017
12,Sidewalk Menu,3135 W 39TH PL,4348.56,2017
12,Sidewalk Menu,3805 S WINCHESTER AVE,3167.83,2017
12,Sidewalk Menu,3622 S MAPLEWOOD AVE,3299.99,2017
12,Sidewalk Menu,3652-3654 S MARSHFIELD AVE,7250.52,2017
12,Sidewalk Menu,3413 S PAULINA ST,3875.01,2017
12,Sidewalk Menu,3701 S WOOD ST,18633.09,2017
12,Sidewalk Menu,3639 S WOLCOTT AVE,4588.47,2017
12,Sidewalk Menu,2312 W 35TH PL,1197.52,2017
12,Sidewalk Menu,3523 S MARSHFIELD AVE,4546.07,2017
12,Sidewalk Menu,3758 S HONORE ST,11380.60,2017
12,Sidewalk Menu,3356 S ARCHER AVE,8856.42,2017
12,Sidewalk Menu,3646 S MARSHFIELD AVE,4990.54,2017
12,Sidewalk Menu,3660 S MARSHFIELD AVE,11382.99,2017
12,Sidewalk Menu,3551 S HAMILTON AVE,9477.85,2017
12,Sidewalk Menu,ON S DAMEN AVE FROM W 35TH ST (3500 S) TO W 36TH ST (3600 S),8011.96,2017
12,Street Light Arterial Menu,ON S DAMEN AVE FROM W 35TH ST (3500 S) TO W 36TH ST (3600 S),180000.00,2017
12,Street Light Residential Staggered Piggy Back M,ON S ROCKWELL ST FROM 3655 S TO W 35TH ST (3500 S),201000.00,2017
12,Street Light Residential Staggered Piggy Back M,ON W LUTHER ST FROM S ROCKWELL ST (2600 W) TO S WASHTENAW AVE (2700 W), 112000.00,2017
12,Street Light Upgrade Menu,3661 S WOOD ST:1658 W 38TH PL,1000.00,2017
12,Street Resurfacing Menu (1-5),ON W PERSHING RD FROM S SPAULDING AVE (3300 W) TO S KEDZIE AVE (3200 W), 68180.97,2017
12,Street Resurfacing Menu (1-5),ON S ROCKWELL ST FROM W 39TH PL (3930 S) TO W 40TH PL (4050 S),74379.17,2017
12,Street Resurfacing Menu (1-5),ON S SPAULDING AVE FROM W 26TH ST (2600 S) TO W 27TH ST (2700 S),47186.63,2017
12,Street Resurfacing Menu (1-5),ON S SAWYER AVE FROM W 26TH ST (2600 S) TO W 27TH ST (2700 S),47045.94,2017
12,Street Resurfacing Menu (1-5),ON S CHRISTIANA AVE FROM W 26TH ST (2600 S) TO W 27TH ST (2700 S), 37341.01,2017
12,Street Resurfacing Menu (1-5),ON W 35TH PL FROM S ROCKWELL ST (2600 W) TO S WASHTENAW AVE (2700 W), 5660.67,2017
12,Street Resurfacing Menu,ON S ARTESIAN AVE FROM W 35TH ST (3500 S) TO W 36TH ST (3600 S),50250.25,2017
