ward,type,location,estcost,year
9,Street Resurfacing Menu,ON S MICHIGAN AVE FROM E 92ND ST (9200 S) TO E 94TH ST (9400 S),107193.86,2022
9,Street Resurfacing Menu,ON S NORMAL AVE FROM W 99TH ST (9900 S) TO W 101ST ST (10100 S),113544.16,2022
9,Street Resurfacing Menu,ON S PERRY AVE FROM W 124TH ST (12400 S) TO W 125TH ST (12500 S),57658.70,2022
9,Street Resurfacing Menu,ON S PRINCETON AVE FROM W 126TH ST (12600 S) TO W 127TH ST (12700 S),58374.35,2022
9,Street Resurfacing Menu,ON S STEWART AVE FROM W 126TH ST (12600 S) TO W 127TH ST (12700 S),55482.90,2022
9,Street Resurfacing Menu,ON S VERNON AVE FROM E 107TH ST (10700 S) TO E 108TH ST (10800 S),53143.92,2022
9,Street Resurfacing Menu,ON S WALLACE ST FROM W 99TH ST (9900 S) TO W 103RD ST (10300 S),214623.98,2022
10,1 LPR w/o Camera NW Corner 130th and Torrence,S TORRENCE AVE & E 130TH ST,27410.00,2022
10,Alley Resurfacing Menu,S EWING AVE & E 104TH ST & E 105TH ST & S AVENUE J,33725.91,2022
10,Alley Speed Hump Menu,13425 S BURLEY AVE,700.00,2022
10,Alley Speed Hump Menu,S BRANDON AVE & E 131ST ST & E 131ST ST & S BURLEY AVE,1400.00,2022
10,Alley Speed Hump Replacement,S EWING AVE & E 104TH ST & E 105TH ST & S AVENUE J,0.00,2022
10,Bollard Menu,8406 S BAKER AVE,9889.58,2022
10,Curb & Gutter Menu,11256 S AVENUE H,23614.28,2022
10,Miscellaneous CDOT Projects,9101 S HOUSTON AVE,660.00,2022
10,Mural Project w/ DCASE at 100th Street Viaduct beween South Ewing Avenue and South Avenue J,ON E 100TH ST FROM S EWING AVE (3630 E) TO S AVENUE J (3700 E), 25000.00,2022
10,Sidewalk Menu,10256 S AVENUE M,18477.15,2022
10,Sidewalk Menu,10258 S AVENUE L,3275.21,2022
10,Sidewalk Menu,10348 S AVENUE J,1220.83,2022
10,Sidewalk Menu,10357-10359 S AVENUE G,13370.58,2022
10,Sidewalk Menu,10446 S AVENUE M,1875.02,2022
10,Sidewalk Menu,10501 S AVENUE L,7942.58,2022
10,Sidewalk Menu,10546 S AVENUE G,4359.86,2022
10,Sidewalk Menu,10642-10646 S AVENUE L,16390.20,2022
10,Sidewalk Menu,10647-10651 S AVENUE F,5035.41,2022
10,Sidewalk Menu,10701 S AVENUE M,7906.00,2022
10,Sidewalk Menu,10740 S AVENUE F,2267.96,2022
10,Sidewalk Menu,10749 S AVENUE H,1577.48,2022
10,Sidewalk Menu,10946 S EWING AVE,5740.94,2022
10,Sidewalk Menu,11045 S AVENUE L,4461.82,2022
10,Sidewalk Menu,13101 S AVENUE N,7214.52,2022
10,Sidewalk Menu,13400 S BRANDON AVE,8924.81,2022
10,Sidewalk Menu,13501-13509 S BRANDON AVE,44253.87,2022
10,Sidewalk Menu,13532-13536 S MACKINAW AVE,14191.03,2022
10,Sidewalk Menu,8610 S MUSKEGON AVE,2927.58,2022
10,Sidewalk Menu,9850-9852 S AVENUE H,9646.50,2022
10,Sidewalk Menu,ON E 100TH ST FROM S MUSKEGON AVE (2840 E) TO S ESCANABA AVE (2900 E),26677.91,2022
10,Sidewalk Menu,ON E 89TH ST FROM S BUFFALO AVE (3300 E) TO S MACKINAW AVE (3340 E),65798.10,2022
10,Street Resurfacing Menu,ON E 107TH ST FROM S MACKINAW AVE (3331 E) TO S GREEN BAY AVE (3399 E),25963.44,2022
10,Street Resurfacing Menu,ON S AVENUE D FROM E 109TH ST (10900 S) TO E 110TH ST (11000 S),53769.46,2022
10,Street Resurfacing Menu,ON S AVENUE E FROM E 104TH ST (10400 S) TO E 105TH ST (10500 S),56375.25,2022
10,Street Resurfacing Menu,ON S AVENUE G FROM E 112TH ST (11200 S) TO E 115TH ST (11500 S),111452.31,2022
10,Street Resurfacing Menu,ON S AVENUE H FROM E 99TH ST (9899 S) TO E 100TH ST (10000 S),81410.83,2022
10,Street Resurfacing Menu,ON S AVENUE J FROM E 99TH ST (9900 S) TO E 100TH ST (10000 S),59213.58,2022
10,Street Resurfacing Menu,ON S AVENUE N FROM E 102ND ST (10200 S) TO E 106TH ST (10600 S),269925.64,2022
10,Street Resurfacing Menu,ON S COMMERCIAL AVE FROM E 83RD ST (8300 S) TO E 83RD PL (8400 S),37423.76,2022
10,Street Resurfacing Menu,ON S ESCANABA AVE FROM E 97TH ST (9700 S) TO E 98TH ST (9800 S),9682.31,2022
10,Street Resurfacing Menu,ON S EXCHANGE AVE FROM E 128TH ST (12800 S) TO E 129TH ST (12900 S),54967.53,2022
10,Street Resurfacing Menu,ON S MACKINAW AVE FROM E 131ST ST (13100 S) TO E 132ND ST (13200 S),48905.36,2022
10,Street Resurfacing Menu,ON S MANISTEE AVE FROM E 128TH ST (12800 S) TO E 130TH ST (13000 S),107144.41,2022
10,Street Resurfacing Menu,ON S MUSKEGON AVE FROM E 86TH ST (8600 S) TO E 87TH ST (8700 S),47650.02,2022
10,Street Resurfacing Menu,ON S STATE LINE RD FROM E 110TH ST (11000 S) TO E 112TH ST (11200 S),86390.59,2022
10,Street Speed Hump Menu,12260 S CARONDOLET AVE,4700.00,2022
10,Street Speed Hump Menu,ON E 132ND ST FROM S MACKINAW AVE (3330 E) TO S BUFFALO AVE (3300 E),2350.00,2022
10,Street Speed Hump Menu,ON E 134TH ST FROM S BRAINARD AVE (2999 E) TO S BUFFALO AVE (3300 E),9400.00,2022
10,Street Speed Hump Menu,ON S AVENUE H FROM E 115TH ST (11500 S) TO E 116TH ST (11600 S),4700.00,2022
10,Street Speed Hump Menu,ON S AVENUE H FROM E 97TH ST (9700 S) TO E 98TH ST (9800 S),2343.57,2022
10,Street Speed Hump Menu,ON S AVENUE K FROM E 133RD ST (13300 S) TO E 134TH ST (13400 S),4700.00,2022
10,Street Speed Hump Menu,ON S AVENUE M FROM E 113TH ST (11300 S) TO E 114TH ST (11400 S),4700.00,2022
10,Street Speed Hump Menu,ON S AVENUE M FROM E 131ST ST (13100 S) TO E 132ND ST (13160 S),2258.58,2022
10,Street Speed Hump Menu,ON S AVENUE M FROM E 134TH ST (13400 S) TO E 135TH ST (13500 S),2350.00,2022
10,Street Speed Hump Menu,ON S ESCANABA AVE FROM E 131ST ST (13100 S) TO E 132ND ST (13200 S),4700.00,2022
10,Street Speed Hump Menu,ON S MACKINAW AVE FROM E 131ST ST (13100 S) TO E 132ND ST (13200 S),4700.00,2022
10,Street Speed Hump Replacement,ON S AVENUE E FROM E 104TH ST (10400 S) TO E 105TH ST (10500 S),0.00,2022
10,Street Speed Hump Replacement,ON S AVENUE H FROM E 99TH ST (9899 S) TO E 100TH ST (10000 S),0.00,2022
10,Street Speed Hump Replacement,ON S AVENUE J FROM E 99TH ST (9900 S) TO E 100TH ST (10000 S),0.00,2022
10,Viaduct Improvement Menu,ON E 100TH ST FROM S EWING AVE (3630 E) TO S AVENUE J (3700 E),6888.22,2022
11,1 LPOD Camera - NW 3227 S Carpenter St,3227 S CARPENTER ST,1800.00,2022
11,Alley Apron Menu,3212 S NORMAL AVE,24821.06,2022
11,Alley Resurfacing Menu,2626 S PRINCETON AVE; W 26TH ST & S PRINCETON AVE & S SHIELDS AVE & W 27TH ST,66582.24,2022
11,Alley Resurfacing Menu,4231 S HALSTED ST; S HALSTED ST & W 42ND ST & W 43RD ST & S EMERALD AVE,38088.41,2022
11,Alley Resurfacing Menu,ON S CANAL ST FROM W 30TH ST (3000 S) TO W 31ST ST (3100 S); S CANAL ST & W 30THST & W 31ST ST & S NORMAL AVE,53712.38,2022
11,Alley Resurfacing Menu,S HALSTED ST & W 48TH PL & W 49TH ST & S UNION AVE; 745 W 48TH PL,68182.21,2022
11,Alley Resurfacing Menu,W 36TH ST & S UNION AVE & S EMERALD AVE & W 37TH ST,41772.31,2022
11,Alley Resurfacing Menu,W 37TH ST & S LOWE AVE & S WALLACE ST & W 38TH ST,41595.05,2022
11,Alley Speed Hump Menu,S CANAL ST & W 30TH ST; 3001 S CANAL ST; S CANAL ST & W 31ST ST,1400.00,2022
11,Alley Speed Hump Menu,S CANAL ST & W 32ND ST & W 33RD ST & S NORMAL AVE,1400.00,2022
11,Alley Speed Hump Replacement,745 W 48TH PL; S HALSTED ST & W 48TH ST & W 49TH ST & S UNION AVE,0.00,2022
11,Alley Speed Hump Replacement,ON S CANAL ST FROM W 30TH ST (3000 S) TO W 31ST ST (3100 S); S CANAL ST & W 30THST & W 31ST ST & S NORMAL AVE,0.00,2022
11,Alley Speed Hump Replacement,W 26TH ST & S PRINCETON AVE & S SHIELDS AVE & W 27TH ST,0.00,2022
11,Alley Speed Hump Replacement,W 36TH ST & S UNION AVE & S EMERALD AVE & W 37TH ST,0.00,2022
11,Alley Speed Hump Replacement,W 37TH ST & S LOWE AVE & S WALLACE ST & W 38TH ST,0.00,2022
11,Arterial Street Bump Outs Menu,W 31ST ST & S QUINN ST,65898.58,2022
11,Concrete Alley Menu,2810 S GRADY CT; S GRADY CT & W FULLER ST; S GROVE ST & S LOCK ST,70000.00,2022
11,Concrete Alley Menu,W 33RD ST & S LOWE AVE & W 35TH ST & S WALLACE ST; 3439 S LOWE AVE,286034.00,2022
11,Curb & Gutter Menu,310 W 30TH ST,13045.61,2022
11,Curb & Gutter Menu,3205 S RACINE AVE,2232.68,2022
11,Curb & Gutter Menu,3407 S ABERDEEN ST,5240.26,2022
11,Curb & Gutter Menu,4328 S UNION AVE,8892.48,2022
11,Curb & Gutter Menu,432 W ROOT ST,5035.41,2022
11,Curb & Gutter Menu,901 W 37TH ST,1557.13,2022
11,Design and installation of left turn arrows at S. Halsted St. & W. 31st St. (Ward 11),W 31ST ST & S HALSTED ST, 154406.00,2022
11,In-Road State Law Stop For Pedestrians Sign Menu,W ROOT ST & S UNION AVE, 350.00,2022
11,Sidewalk Menu,1041 W 31ST PL,5710.91,2022
11,Sidewalk Menu,1054 W 34TH PL,2173.56,2022
11,Sidewalk Menu,2800 S WELLS ST,24197.85,2022
11,Sidewalk Menu,2851 S QUINN ST,3163.58,2022
11,Sidewalk Menu,2902 S PARNELL AVE,20050.39,2022
11,Sidewalk Menu,2936 S QUINN ST,9026.88,2022
11,Sidewalk Menu,3001 S PARNELL AVE,13651.72,2022
11,Sidewalk Menu,3016 S PRINCETON AVE,19169.93,2022
11,Sidewalk Menu,3036-3038 S BROAD ST,4871.34,2022
11,Sidewalk Menu,3037 S FARRELL ST,8355.76,2022
11,Sidewalk Menu,3136-3138 S NORMAL AVE,11365.88,2022
11,Sidewalk Menu,3327 S LOWE AVE,7803.05,2022
11,Sidewalk Menu,3432 S WALLACE ST,9755.53,2022
11,Sidewalk Menu,3531 S EMERALD AVE,2583.91,2022
11,Sidewalk Menu,3600 S HALSTED ST,31651.55,2022
11,Sidewalk Menu,3727 S LOWE AVE,3441.18,2022
11,Sidewalk Menu,3737 S LOWE AVE,4720.00,2022
11,Sidewalk Menu,4721 S HALSTED ST,2357.88,2022
11,Sidewalk Menu,532 W 42ND PL,3693.70,2022
11,Sidewalk Menu,826 W 35TH PL,3786.92,2022
11,Sidewalk Menu,919 W 33RD PL,4182.51,2022
11,Sidewalk Menu,ON S WALLACE ST FROM W 27TH ST (2700 S) TO W 28TH ST (2800 S),35200.82,2022
11,Sidewalk Menu,S CROWELL ST & S GROVE ST,20807.23,2022
11,Sidewalk Menu,S HILLOCK AVE & S BONFIELD ST,18379.25,2022
11,Sidewalk Menu,S HILLOCK AVE & S CROWELL ST,23323.94,2022
11,Sidewalk Menu,S HILLOCK AVE & S FARRELL ST,16392.37,2022
11,Street Light Upgrade Menu,2510 S WENTWORTH AVE,2800.00,2022
11,Street Light Upgrade Menu,ON S HILLOCK AVE FROM S SHORT ST (2840 S) TO W FULLER ST (2890 S); 2855 S HILLOCKAVE; 2879 S HILLOCK AVE,14500.00,2022
11,Street Resurfacing Menu,ON S GRATTEN AVE FROM S LYMAN ST (3000 S) TO W 31ST ST (3100 S),9127.68,2022
11,Street Resurfacing Menu,ON S MAY ST FROM W 31ST PL (3130 S) TO W 32ND ST (3200 S),50240.11,2022
11,Street Resurfacing Menu,ON W 32ND PL FROM S LITUANICA AVE (900 W) TO S MORGAN ST (1000 W),55254.99,2022
11,Street Resurfacing Menu,ON W 33RD ST FROM 1322 W TO S THROOP ST (1300 W),23568.85,2022
11,Street Resurfacing Menu,ON W 38TH ST FROM S NORMAL AVE (500 W) TO S STEWART AVE (400 W),37994.91,2022
11,Street Speed Hump Menu,ON S DESPLAINES ST FROM S CANALPORT AVE (1920 S) TO W 21ST ST (2100 S),4700.00,2022
11,Street Speed Hump Menu,ON S JEFFERSON ST FROM W 18TH ST (1800 S) TO S CANALPORT AVE (1900 S),2350.00,2022
11,Street Speed Hump Menu,ON S PRINCETON AVE FROM W 28TH PL (2800 S) TO W 29TH ST (2900 S),2350.00,2022
11,Street Speed Hump Menu,ON S SANGAMON ST FROM W 37TH PL (3740 S) TO W 38TH ST (3800 S),2350.00,2022
11,Street Speed Hump Menu,ON S STEWART AVE FROM W 28TH ST (2710 S) TO W 31ST ST (3100 S),4700.00,2022
11,Street Speed Hump Menu,ON S WELLS ST FROM W 30TH ST (3000 S) TO W 31ST ST (3100 S),2350.00,2022
11,Street Speed Hump Menu,ON W 31ST PL FROM S LITUANICA AVE (900 W) TO S MORGAN ST (1000 W),4700.00,2022
11,Street Speed Hump Menu,ON W 32ND PL FROM S RACINE AVE (1200 W) TO S THROOP ST (1300 W),4700.00,2022
11,Street Speed Hump Menu,ON W 32ND ST FROM S RACINE AVE (1200 W) TO S THROOP ST (1300 W),4700.00,2022
11,Street Speed Hump Menu,ON W 42ND ST FROM S LOWE AVE (630 W) TO S EMERALD AVE (730 W),4700.00,2022
11,Street Speed Hump Menu,ON W 48TH ST FROM S WALLACE ST (600 W) TO S UNION AVE (700 W),4700.00,2022
11,Street Speed Hump Menu,ON W CULLERTON ST FROM S HALSTED ST (800 W) TO S PEORIA ST (900 W),2350.00,2022
11,Street Speed Hump Replacement,ON W 32ND PL FROM S LITUANICA AVE (900 W) TO S MORGAN ST (1000 W),0.00,2022
12,ADA - Street Resurfacing Menu,ON W 21ST ST FROM S CALIFORNIA AVE (2800 W) TO S MARSHALL BLVD (2900 W),7245.00,2022
12,ADA - Street Resurfacing Menu,ON W 39TH PL FROM S CAMPBELL AVE (2500 W) TO S ROCKWELL ST (2600 W),7245.00,2022
12,ADA - Street Resurfacing Menu,ON W 40TH ST FROM S CAMPBELL AVE (2500 W) TO S ROCKWELL ST (2600 W),10867.50,2022
12,Alley Apron Menu,2746 W 36TH ST,41215.35,2022
12,Alley Apron Menu,2816 W 40TH PL,11229.82,2022
12,Alley Apron Menu,3146 W 41ST ST,11026.63,2022
12,Alley Apron Menu,3312 S WOOD ST,16916.19,2022
12,Alley Apron Menu,3845 S WOOD ST,14107.49,2022
12,Alley Resurfacing Menu,S CALIFORNIA AVE & W 36TH ST & W 36TH PL & S FRANCISCO AVE,63391.34,2022
12,Alley Resurfacing Menu,S FRANCISCO AVE & W 36TH ST & W 36TH PL & S SACRAMENTO AVE,61752.97,2022
12,Alley Resurfacing Menu,S FRANCISCO AVE & W 39TH PL & W 40TH ST & S SACRAMENTO AVE,48733.33,2022
12,Alley Resurfacing Menu,S HERMITAGE AVE & W 36TH ST & W 37TH ST & S WOOD ST,39095.30,2022
12,Alley Resurfacing Menu,S ROCKWELL ST & W 25TH ST & W LUTHER ST & S WASHTENAW AVE,54358.05,2022
12,Alley Resurfacing Menu,S WOOD ST & W 33RD PL & W 33RD ST & S ARCHER AVE,87882.90,2022
12,Alley Resurfacing Menu,W 24TH ST & S KEDZIE AVE & W 25TH ST & S SAWYER AVE,33247.47,2022
12,Alley Resurfacing Menu,W PERSHING RD & S WOLCOTT AVE & S HONORE ST & W 38TH ST; 3844 S HONORE ST,6949.45,2022
12,Alley Speed Hump Replacement,S FRANCISCO AVE & W 36TH ST & W 36TH PL & S SACRAMENTO AVE,0.00,2022
12,Alley Speed Hump Replacement,S FRANCISCO AVE & W 39TH PL & W 40TH ST & S SACRAMENTO AVE,0.00,2022
12,Alley Speed Hump Replacement,S HERMITAGE AVE & W 36TH ST & W 37TH ST & S WOOD ST,0.00,2022
12,Alley Speed Hump Replacement,S ROCKWELL ST & W 25TH ST & W LUTHER ST & S WASHTENAW AVE,0.00,2022
12,Alley Speed Hump Replacement,W 24TH ST & S KEDZIE AVE & W 25TH ST & S SAWYER AVE,0.00,2022
12,Bollard Menu,2107 S MARSHALL BLVD,1989.48,2022
12,Bollard Menu,3500 S MAPLEWOOD AVE,7040.18,2022
12,Diagonal Parking Menu,2238 W BROSS AVE; ON W BROSS AVE FROM S LEAVITT ST (2200 W) TO S BELL AVE (2240W),108105.40,2022
12,Miscellaneous CDOT Projects,2900 W 38TH ST,150.00,2022
12,Sidewalk Menu,2801-2825 W 31ST ST,2309.61,2022
12,Sidewalk Menu,3320 S WOOD ST,5699.70,2022
12,Sidewalk Menu,3609 S FRANCISCO AVE,608.88,2022
12,Sidewalk Menu,3635 S HONORE ST,4689.39,2022
12,Street Light Upgrade Menu,3838 S WINCHESTER AVE,500.00,2022
12,Street Resurfacing Menu,ON S CAMPBELL AVE FROM W 40TH ST (4000 S) TO W 42ND ST (4200 S),117585.24,2022
12,Street Resurfacing Menu,ON S HERMITAGE AVE FROM W 37TH ST (3700 S) TO W 38TH ST (3800 S),69516.81,2022
12,Street Resurfacing Menu,ON S WASHTENAW AVE FROM W 37TH PL (3730 S) TO W 38TH ST (3800 S),40664.12,2022
12,Street Resurfacing Menu,ON W 21ST ST FROM S CALIFORNIA AVE (2800 W) TO S MARSHALL BLVD (2900 W),111787.23,2022
12,Street Resurfacing Menu,ON W 36TH ST FROM S SEELEY AVE (2030 W) TO S HAMILTON AVE (2130 W),55804.10,2022
12,Street Resurfacing Menu,ON W 37TH PL FROM S ALBANY AVE (3100 W) TO S KEDZIE AVE (3200 W),49280.66,2022
12,Street Resurfacing Menu,ON W 38TH PL FROM S KEDZIE AVE (3200 W) TO S ST LOUIS AVE (3500 W),162517.83,2022
12,Street Resurfacing Menu,ON W 39TH PL FROM S CAMPBELL AVE (2500 W) TO S ROCKWELL ST (2600 W),54205.65,2022
12,Street Resurfacing Menu,ON W 40TH ST FROM S ALBANY AVE (3100 W) TO S KEDZIE AVE (3200 W),51131.30,2022
12,Street Resurfacing Menu,ON W 40TH ST FROM S CAMPBELL AVE (2500 W) TO S ROCKWELL ST (2600 W),61203.23,2022
12,Street Resurfacing Menu,ON W 40TH ST FROM S SACRAMENTO AVE (3000 W) TO S ALBANY AVE (3100 W),58899.61,2022
12,Street Speed Hump Menu,ON W 23RD PL FROM S ROCKWELL ST (2600 W) TO S WASHTENAW AVE (2700 W),2350.00,2022
12,Street Speed Hump Menu,ON W 32ND ST FROM S ASHLAND AVE (1600 W) TO S PAULINA ST (1700 W),4700.00,2022
12,Street Speed Hump Replacement,ON S CAMPBELL AVE FROM W 40TH ST (4000 S) TO W 42ND ST (4200 S),0.00,2022
12,Street Speed Hump Replacement,ON W 21ST ST FROM S CALIFORNIA AVE (2800 W) TO S MARSHALL BLVD (2900 W),0.00,2022
12,Street Speed Hump Replacement,ON W 36TH ST FROM S SEELEY AVE (2030 W) TO S HAMILTON AVE (2130 W),0.00,2022
12,Viaduct Improvement Menu,3700 S ALBANY AVE,13997.78,2022
13,1 POD Camera relocation - 6340 South Cicero,6340 S CICERO AVE,1800.00,2022
13,Alley Apron Menu,5658 S MOODY AVE,21973.02,2022
13,Alley Resurfacing Menu,S KARLOV AVE & W 55TH ST & W 56TH ST & S KEDVALE AVE,50760.37,2022
13,Alley Resurfacing Menu,S KOLMAR AVE & W 62ND ST & W 63RD ST & S KOLMAR AVE,24114.34,2022
13,Alley Resurfacing Menu,S MEADE AVE & W 56TH ST & W 57TH ST & S MCVICKER AVE; 5623 S MEADE AVE,24055.25,2022
13,Alley Resurfacing Menu,W 64TH ST & S LAMON AVE & S LA CROSSE AVE & W 65TH ST,29838.94,2022
13,Alley Speed Hump Menu,W 63RD ST & S KOLIN AVE & S KILDARE AVE & W 62ND ST,56.06,2022
13,Alley Speed Hump Replacement,S KARLOV AVE & W 55TH ST & W 56TH ST & S KEDVALE AVE,0.00,2022
13,Bollard Menu,3944-3945 W 64TH PL,2225.48,2022
13,Bollard Menu,4007 W 63RD ST,3450.73,2022
13,Bollard Menu,5542 W 64TH PL,2624.32,2022
13,cm,5915 S NORMANDY AVE,1338.36,2022
13,Concrete Alley Menu,5516 S AUSTIN AVE,4755.40,2022
13,Concrete Alley Menu,5747-5759 S RUTHERFORD AVE; W 57TH ST & S RUTHERFORD AVE & S NORMANDY AVE & W58TH ST,25088.99,2022
13,Concrete Alley Menu,6124-6128 S NAGLE AVE,11444.57,2022
13,Floodlight Menu,4119 W 59TH ST,950.00,2022
13,Miscellaneous CDOT Projects,6000 S MELVINA AVE,660.00,2022
13,Miscellaneous CDOT Projects,6400 S LINDER AVE,660.00,2022
13,Sidewalk Menu,3630 W 70TH PL,2689.22,2022
13,Sidewalk Menu,3636 W 70TH ST,3672.10,2022
13,Sidewalk Menu,3720 W 69TH PL,3595.99,2022
13,Sidewalk Menu,3747 W 65TH PL,4949.22,2022
13,Sidewalk Menu,3923 W 58TH ST,3033.31,2022
13,Sidewalk Menu,5559 S KOLMAR AVE,15054.91,2022
13,Sidewalk Menu,5601 S KOLMAR AVE,14345.26,2022
13,Sidewalk Menu,5700 S NAGLE AVE,15316.05,2022
13,Sidewalk Menu,5701 S KENNETH AVE,3552.98,2022
13,Sidewalk Menu,5713 W 64TH PL,2865.69,2022
13,Sidewalk Menu,5821 S RUTHERFORD AVE; 5825 S RUTHERFORD AVE,13239.95,2022
13,Sidewalk Menu,5837 S SAYRE AVE,7617.67,2022
13,Sidewalk Menu,5950 S KOLMAR AVE,1482.26,2022
13,Sidewalk Menu,6007 S KILDARE AVE,2858.31,2022
13,Sidewalk Menu,6022 S KOSTNER AVE,2760.91,2022
13,Sidewalk Menu,6037 S MENARD AVE,3905.03,2022
13,Sidewalk Menu,6043 S KILPATRICK AVE,3772.46,2022
13,Sidewalk Menu,6105 S KOLIN AVE,5554.91,2022
13,Sidewalk Menu,6120 S NORMANDY AVE,3682.01,2022
13,Sidewalk Menu,6137 S MASSASOIT AVE,4820.18,2022
13,Sidewalk Menu,6140 S MAJOR AVE,4274.26,2022
13,Sidewalk Menu,6148 S MASSASOIT AVE,5666.07,2022
13,Sidewalk Menu,6151 W 63RD ST,10474.62,2022
13,Sidewalk Menu,6200 S NEENAH AVE,1739.44,2022
13,Sidewalk Menu,6215 S MENARD AVE,3772.46,2022
13,Sidewalk Menu,6216 S MONITOR AVE,5547.59,2022
13,Sidewalk Menu,6321 S KARLOV AVE,6763.23,2022
13,Sidewalk Menu,6336 S KEDVALE AVE,4544.65,2022
13,Sidewalk Menu,6358 S KILPATRICK AVE,2044.94,2022
13,Sidewalk Menu,6428 S KEATING AVE,1391.81,2022
13,Sidewalk Menu,6453 S KILPATRICK AVE,5698.28,2022
13,Sidewalk Menu,6541 S KENNETH AVE,6692.67,2022
13,Sidewalk Menu,6545 S SPRINGFIELD AVE,3983.09,2022
13,Sidewalk Menu,6625 S KOMENSKY AVE,3772.46,2022
13,Sidewalk Menu,6649 S KOMENSKY AVE,4502.76,2022
13,Sidewalk Menu,7250 S HAMLIN AVE,4977.89,2022
13,Speed Indicator Signs,3625 W MARQUETTE RD,14000.00,2022
13,Speed Indicator Signs,5800 S NEENAH AVE,14000.00,2022
13,Street Light Upgrade Menu,3700 W 66TH ST,500.00,2022
13,Street Light Upgrade Menu,5536 S AUSTIN AVE,500.00,2022
13,Street Light Upgrade Menu,5719 W 64TH PL,500.00,2022
13,Street Light Upgrade Menu,5755 S NEW ENGLAND AVE; 6310 S LOREL AVE,1000.00,2022
13,Street Light Upgrade Menu,6036 S MASON AVE; 6058 S MASON AVE,1000.00,2022
13,Street Light Upgrade Menu,6244 S MENARD AVE,500.00,2022
13,Street Light Upgrade Menu,6359 S LAPORTE AVE,500.00,2022
13,Street Resurfacing Menu,ON S KARLOV AVE FROM W 65TH ST (6500 S) TO W 66TH ST (6600 S),57350.96,2022
13,Street Resurfacing Menu,ON S KEELER AVE FROM W 59TH ST (5900 S) TO W 61ST ST (6100 S),107704.21,2022
13,Street Resurfacing Menu,ON S KILBOURN AVE FROM W 55TH ST (5500 S) TO W 56TH ST (5600 S),53193.14,2022
13,Street Resurfacing Menu,ON S KOMENSKY AVE FROM W 69TH ST (6900 S) TO W 70TH ST (7000 S),56196.94,2022
13,Street Resurfacing Menu,ON S KOSTNER AVE FROM W MARQUETTE RD (6700 S) TO W 68TH ST (6800 S),49009.90,2022
13,Street Resurfacing Menu,ON S MAJOR AVE FROM 5930 S TO W 60TH ST (6000 S),46556.75,2022
13,Street Resurfacing Menu,ON S MCVICKER AVE FROM 5946 S TO W 59TH ST (5900 S),28633.79,2022
13,Street Resurfacing Menu,ON S MCVICKER AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S),55587.21,2022
13,Street Resurfacing Menu,ON S MCVICKER AVE FROM W 58TH ST (5800 S) TO W 59TH ST (5900 S),52355.53,2022
13,Street Resurfacing Menu,ON S MEADE AVE FROM W 58TH ST (5800 S) TO W 60TH ST (5999 S),78491.99,2022
13,Street Resurfacing Menu,ON S MOODY AVE FROM W 59TH ST (5900 S) TO W 60TH ST (6000 S),26762.34,2022
13,Street Resurfacing Menu,ON S SPRINGFIELD AVE FROM W 70TH PL (7030 S) TO W 71ST ST (7100 S),39050.38,2022
13,Street Resurfacing Menu,ON W 60TH ST FROM S MOODY AVE (6130 W) TO S MEADE AVE (6100 W),36238.92,2022
13,Street Resurfacing Menu,ON W 63RD PL FROM S MEADE AVE (6100 W) TO S MELVINA AVE (6200 W),55947.56,2022
13,Street Resurfacing Menu,ON W 64TH PL FROM 4554 W TO S KILBOURN AVE (4500 W),49009.90,2022
13,Street Speed Hump Replacement,ON S KEELER AVE FROM W 59TH ST (5900 S) TO W 61ST ST (6100 S),0.00,2022
13,Street Speed Hump Replacement,ON S KILBOURN AVE FROM W 55TH ST (5500 S) TO W 56TH ST (5600 S),0.00,2022
13,Street Speed Hump Replacement,ON S MAJOR AVE FROM 5930 S TO W 60TH ST (6000 S),0.00,2022
13,Street Speed Hump Replacement,ON S MCVICKER AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S),0.00,2022
13,Wentworth Park Dog Park Improvements,5625 S MOBILE AVE,75000.00,2022
13,Westlawn Park Dog Park Improvements,4233 W 65TH ST,200000.00,2022
14,ADA - Street Resurfacing Menu,ON W 52ND ST FROM S NARRAGANSETT AVE (6400 W) TO S NATCHEZ AVE (6500 W),28980.00,2022
14,Alley Resurfacing Menu,S FAIRFIELD AVE & W 51ST ST & W 52ND ST & S CALIFORNIA AVE,35541.04,2022
14,Alley Resurfacing Menu,S HOMAN AVE & W 51ST ST & W 52ND ST & S CHRISTIANA AVE,53480.79,2022
14,Alley Resurfacing Menu,S ROCKWELL ST & W 51ST ST & W 52ND ST & S MAPLEWOOD AVE,46312.96,2022
14,Alley Resurfacing Menu,S TROY ST & W 58TH ST & W 59TH ST & S ALBANY AVE,38606.72,2022
14,Alley Speed Hump Menu,4310 S SPAULDING AVE; W 43RD ST & S CHRISTIANA AVE & S SPAULDING AVE & W 44TH ST,2100.00,2022
14,Alley Speed Hump Replacement,S FAIRFIELD AVE & W 51ST ST & W 52ND ST & S CALIFORNIA AVE,0.00,2022
14,Alley Speed Hump Replacement,S HOMAN AVE & W 51ST ST & W 52ND ST & S CHRISTIANA AVE,0.00,2022
