"ward","type","location","year","est_cost","id","intersection_1","intersection_2","intersection_3","intersection_4"
11,"Alley Resurfacing Menu","S SHIELDS AVE & W 28TH PL & W 29TH ST & S STEWART AVE",2020,11394.48,9218,"S SHIELDS AVE & W 28TH PL","S STEWART AVE & W 28TH PL","S SHIELDS AVE & W 29TH ST","S STEWART AVE & W 29TH ST"
11,"Alley Resurfacing Menu","S CANAL ST & W 29TH ST & W 30TH ST & S STEWART AVE",2020,17534.12,9219,"S CANAL ST & W 29TH ST","S STEWART AVE & W 29TH ST","S CANAL ST & W 30TH ST","S STEWART AVE & W 30TH ST"
11,"Alley Resurfacing Menu","S HALSTED ST & W 29TH ST & W 30TH ST & S EMERALD AVE",2020,18951.055,9223,"S HALSTED ST & W 29TH ST","S EMERALD AVE & W 29TH ST","S HALSTED ST & W 30TH ST","S EMERALD AVE & W 30TH ST"
11,"Alley Resurfacing Menu","W 32ND ST & S NORMAL AVE & W 33RD ST & S CANAL ST",2021,19374.915,9259,"S NORMAL AVE & W 32ND ST","S CANAL ST & W 32ND ST","S NORMAL AVE & W 33RD ST","S CANAL ST & W 33RD ST"
11,"Alley Resurfacing Menu","W 48TH ST & S HALSTED ST & S UNION AVE & W 48TH PL",2021,39242.93,9260,"S HALSTED ST & W 48TH ST","S UNION AVE & W 48TH ST","S HALSTED ST & W 48TH PL","S UNION AVE & W 48TH PL"
11,"Concrete Alley Menu","W 33RD ST & S LOWE AVE & W 35TH ST & S WALLACE ST",2021,47483.35,9266,"S LOWE AVE & W 33RD ST","S WALLACE ST & W 33RD ST","S LOWE AVE & W 35TH ST","S WALLACE ST & W 35TH ST"
11,"Alley Resurfacing Menu"," W 26TH ST & S PRINCETON AVE & S SHIELDS AVE & W 27TH ST",2022,33291.12,9316,"S PRINCETON AVE & W 27TH ST","S SHIELDS AVE & W 27TH ST","NA","NA"
11,"Alley Resurfacing Menu"," S HALSTED ST & W 42ND ST & W 43RD ST & S EMERALD AVE",2022,19044.205,9317,"S EMERALD AVE & W 42ND ST","S EMERALD AVE & W 43RD ST","NA","NA"
11,"Alley Resurfacing Menu"," S CANAL ST & W 30THST & W 31ST ST & S NORMAL AVE",2022,26856.19,9318,"S NORMAL AVE & W 30THST","S NORMAL AVE & W 31ST ST","NA","NA"
11,"Alley Resurfacing Menu","S HALSTED ST & W 48TH PL & W 49TH ST & S UNION AVE",2022,34091.105,9319,"S HALSTED ST & W 48TH PL","S UNION AVE & W 48TH PL","S HALSTED ST & W 49TH ST","S UNION AVE & W 49TH ST"
11,"Concrete Alley Menu","W 33RD ST & S LOWE AVE & W 35TH ST & S WALLACE ST",2022,143017,9331,"S LOWE AVE & W 33RD ST","S WALLACE ST & W 33RD ST","S LOWE AVE & W 35TH ST","S WALLACE ST & W 35TH ST"
12,"Alley Speed Hump Menu","W 40TH ST & S ARTESIAN AVE & W 42ND ST & S WESTERN AVE",2016,350,9961,"S ARTESIAN AVE & W 40TH ST","S WESTERN AVE & W 40TH ST","S ARTESIAN AVE & W 42ND ST","S WESTERN AVE & W 42ND ST"
12,"Alley Speed Hump Menu","S WOOD ST & W 36TH ST & S HERMITAGE AVE & W 37TH ST",2017,350,10002,"S WOOD ST & W 36TH ST","S HERMITAGE AVE & W 36TH ST","S WOOD ST & W 37TH ST","S HERMITAGE AVE & W 37TH ST"
12,"Alley Resurfacing Menu","W 38TH ST & S ROCKWELL ST & W 36TH ST & S MAPLEWOOD AVE",2019,10286.405,10173,"S ROCKWELL ST & W 38TH ST","S MAPLEWOOD AVE & W 38TH ST","S ROCKWELL ST & W 36TH ST","S MAPLEWOOD AVE & W 36TH ST"
12,"Alley Speed Hump Menu","W 33RD PL & S ASHLAND AVE & S PAULINA ST & W 33RD ST",2019,350,10176,"S ASHLAND AVE & W 33RD PL","S PAULINA ST & W 33RD PL","S ASHLAND AVE & W 33RD ST","S PAULINA ST & W 33RD ST"
12,"Alley Resurfacing Menu","W 32ND PL & S ASHLAND AVE & S PAULINA ST & W 33RD ST",2021,7005.23,10275,"S ASHLAND AVE & W 32ND PL","S PAULINA ST & W 32ND PL","S ASHLAND AVE & W 33RD ST","S PAULINA ST & W 33RD ST"
12,"Alley Speed Hump Menu"," S KEDZIE AVE & W 37TH PL & S SPAULDING AVE & W 38TH ST",2021,350,10276,"S SPAULDING AVE & W 37TH PL","S SPAULDING AVE & W 38TH ST","NA","NA"
12,"Alley Resurfacing Menu","W PERSHING RD & S WOLCOTT AVE & S HONORE ST & W 38TH ST",2022,3474.725,10348,"S WOLCOTT AVE & W PERSHING RD","S HONORE ST & W PERSHING RD","S WOLCOTT AVE & W 38TH ST","S HONORE ST & W 38TH ST"
13,"Alley Resurfacing Menu"," W 70TH ST & S LAWNDALE AVE & S CENTRAL PARK AVE & W 70TH PL",2021,13737.73,11387,"S LAWNDALE AVE & W 70TH PL","S CENTRAL PARK AVE & W 70TH PL","NA","NA"
13,"Concrete Alley Menu"," W 57TH ST & S RUTHERFORD AVE & S NORMANDY AVE & W 58TH ST",2021,15752.58,11397,"S RUTHERFORD AVE & W 58TH ST","S NORMANDY AVE & W 58TH ST","NA","NA"
13,"Alley Resurfacing Menu","S MEADE AVE & W 56TH ST & W 57TH ST & S MCVICKER AVE",2022,12027.625,11545,"S MEADE AVE & W 56TH ST","S MCVICKER AVE & W 56TH ST","S MEADE AVE & W 57TH ST","S MCVICKER AVE & W 57TH ST"
13,"Concrete Alley Menu"," W 57TH ST & S RUTHERFORD AVE & S NORMANDY AVE & W 58TH ST",2022,12544.495,11554,"S RUTHERFORD AVE & W 58TH ST","S NORMANDY AVE & W 58TH ST","NA","NA"
14,"Alley Resurfacing Menu (1-1)","S TROY ST & W 51ST ST & S KEDZIE AVE & W 52ND ST",2018,17931.655,12741,"S TROY ST & W 51ST ST","S KEDZIE AVE & W 51ST ST","S TROY ST & W 52ND ST","S KEDZIE AVE & W 52ND ST"
14,"Alley Speed Hump Menu","S ARCHER AVE & S TRIPP AVE & W 55TH ST & S KEELER AVE",2018,350,12742,"S ARCHER AVE & W 55TH ST","S TRIPP AVE & W 55TH ST","S KEELER AVE & W 55TH ST","S TRIPP AVE & S ARCHER AVE"
14,"Alley Speed Hump Menu","S KENNETH AVE & W 47TH ST & S KILBOURN AVE & W 48TH ST",2018,700,12743,"S KENNETH AVE & W 47TH ST","S KILBOURN AVE & W 47TH ST","S KENNETH AVE & W 48TH ST","S KILBOURN AVE & W 48TH ST"
14,"Alley Speed Hump Menu","S TROY ST & W 52ND ST & S KEDZIE AVE & W 53RD ST",2018,700,12744,"S TROY ST & W 52ND ST","S KEDZIE AVE & W 52ND ST","S TROY ST & W 53RD ST","S KEDZIE AVE & W 53RD ST"
14,"Alley Speed Hump Menu","S LEAMINGTON AVE & W 51ST ST & S LECLAIRE AVE & W 52ND ST",2018,700,12745,"S LEAMINGTON AVE & W 51ST ST","S LECLAIRE AVE & W 51ST ST","S LEAMINGTON AVE & W 52ND ST","S LECLAIRE AVE & W 52ND ST"
14,"Alley Resurfacing Menu (1-1)","S CHRISTIANA AVE & W 46TH ST & W 47TH ST & S HOMAN AVE",2021,18579.545,12900,"S CHRISTIANA AVE & W 46TH ST","S HOMAN AVE & W 46TH ST","S CHRISTIANA AVE & W 47TH ST","S HOMAN AVE & W 47TH ST"
14,"Alley Resurfacing Menu"," W 51ST ST & S WASHTENAW AVE & S TALMAN AVE & W 50TH ST",2021,20318.09,12901,"S WASHTENAW AVE & W 50TH ST","S TALMAN AVE & W 50TH ST","NA","NA"
14,"Alley Resurfacing Menu"," S KEELER AVE & W 46TH ST & W 47TH ST & S TRIPP AVE",2021,19909.005,12902,"S TRIPP AVE & W 46TH ST","S TRIPP AVE & W 47TH ST","NA","NA"
14,"Alley Resurfacing Menu","S RIDGEWAY AVE & S ARCHER AVE & W 49TH ST & S HAMLIN AVE",2021,14756.98,12903,"S RIDGEWAY AVE & W 49TH ST","S ARCHER AVE & W 49TH ST","S HAMLIN AVE & W 49TH ST","S RIDGEWAY AVE & S ARCHER AVE"
14,"Alley Resurfacing Menu","S WHIPPLE ST & W 57TH ST & W 58TH ST & S SACRAMENTO AVE",2021,16885.315,12904,"S WHIPPLE ST & W 57TH ST","S SACRAMENTO AVE & W 57TH ST","S WHIPPLE ST & W 58TH ST","S SACRAMENTO AVE & W 58TH ST"
14,"Alley Speed Hump Menu"," W 48TH ST & S KNOX AVE & S KNOX AVE & W 49TH ST",2021,700,12905,"S KNOX AVE & W 49TH ST","NA","NA","NA"
14,"Alley Speed Hump Menu"," W 43RD ST & S CHRISTIANA AVE & S SPAULDING AVE & W 44TH ST",2022,1050,12958,"S CHRISTIANA AVE & W 44TH ST","S SPAULDING AVE & W 44TH ST","NA","NA"
15,"Alley Speed Hump Menu","W POPE JOHN PAUL II DR & S MOZART ST & W 44TH ST & S CALIFORNIA AVE",2018,175,13629,"S MOZART ST & W POPE JOHN PAUL II DR","S CALIFORNIA AVE & W POPE JOHN PAUL II DR","S MOZART ST & W 44TH ST","S CALIFORNIA AVE & W 44TH ST"
15,"Alley Speed Hump Menu","S RICHMOND ST & W 44TH ST & S SACRAMENTO AVE & W 45TH ST",2018,350,13630,"S RICHMOND ST & W 44TH ST","S SACRAMENTO AVE & W 44TH ST","S RICHMOND ST & W 45TH ST","S SACRAMENTO AVE & W 45TH ST"
15,"Alley Resurfacing Menu"," W 46TH ST & S PAULINA ST & S MARSHFIELD AVE & W 47TH ST",2022,26301.765,13816,"S PAULINA ST & W 47TH ST","S MARSHFIELD AVE & W 47TH ST","NA","NA"
15,"Alley Resurfacing Menu"," W 46TH ST & S HONORE ST & S WOLCOTT AVE & W 47TH ST",2022,17912.5466666667,13817,"S HONORE ST & W 47TH ST","S WOLCOTT AVE & W 47TH ST","NA","NA"
15,"Alley Resurfacing Menu"," W 46TH ST & S WOLCOTT AVE & S WINCHESTER AVE & W 47TH ST",2022,18914.01,13818,"S WOLCOTT AVE & W 47TH ST","S WINCHESTER AVE & W 47TH ST","NA","NA"
15,"Alley Resurfacing Menu","W 46TH ST & S PAULINA ST & S HERMITAGE AVE & W 47TH ST",2022,25913.175,13821,"S PAULINA ST & W 46TH ST","S HERMITAGE AVE & W 46TH ST","S PAULINA ST & W 47TH ST","S HERMITAGE AVE & W 47TH ST"
15,"Alley Speed Hump Menu"," S SACRAMENTO AVE & W 45TH ST & W 46TH ST & S WHIPPLE ST",2022,1050,13825,"S WHIPPLE ST & W 45TH ST","S WHIPPLE ST & W 46TH ST","NA","NA"
16,"Alley Speed Hump Menu","W MARQUETTE RD & S DAMEN AVE & W 68TH ST & S WINCHESTER AVE",2017,350,14505,"S DAMEN AVE & W MARQUETTE RD","S WINCHESTER AVE & W MARQUETTE RD","S DAMEN AVE & W 68TH ST","S WINCHESTER AVE & W 68TH ST"
16,"Alley Resurfacing Menu","W 65TH ST & S BELL AVE & S HAMILTON AVE & W MARQUETTE RD",2020,8507.425,14602,"S BELL AVE & W 65TH ST","S HAMILTON AVE & W 65TH ST","S BELL AVE & W MARQUETTE RD","S HAMILTON AVE & W MARQUETTE RD"
16,"Alley Resurfacing Menu","W 55TH ST & S RICHMOND ST & S SACRAMENTO AVE & W 56TH ST",2020,15942.14,14603,"S RICHMOND ST & W 55TH ST","S SACRAMENTO AVE & W 55TH ST","S RICHMOND ST & W 56TH ST","S SACRAMENTO AVE & W 56TH ST"
17,"Alley Resurfacing Menu (1-1)","W LITHUANIAN PLAZA CT & S MAPLEWOOD AVE & S CAMPBELL AVE & W 68TH ST",2019,3880.31,15274,"S MAPLEWOOD AVE & W LITHUANIAN PLAZA CT","S CAMPBELL AVE & W LITHUANIAN PLAZA CT","S MAPLEWOOD AVE & W 68TH ST","S CAMPBELL AVE & W 68TH ST"
17,"Concrete Alley Menu","W 71ST ST & S ST LOUIS AVE & W 71ST PL & S CENTRAL PARK AVE",2019,144000,15276,"S ST LOUIS AVE & W 71ST ST","S CENTRAL PARK AVE & W 71ST ST","S ST LOUIS AVE & W 71ST PL","S CENTRAL PARK AVE & W 71ST PL"
17,"Alley Speed Hump Menu"," W 66TH ST & S ALBANY AVE & S WHIPPLE ST & W MARQUETTE RD",2021,350,15332,"S ALBANY AVE & W MARQUETTE RD","S WHIPPLE ST & W MARQUETTE RD","NA","NA"
19,"Alley Speed Hump Menu"," S CAMPBELL AVE & W 103RD ST & W 104TH ST & S ARTESIAN AVE",2022,350,16845,"S ARTESIAN AVE & W 103RD ST","S ARTESIAN AVE & W 104TH ST","NA","NA"
20,"Alley Speed Hump Menu","S RACINE AVE & W 47TH ST & W 48TH ST & S ELIZABETH ST",2021,1050,17490,"S RACINE AVE & W 47TH ST","S ELIZABETH ST & W 47TH ST","S RACINE AVE & W 48TH ST","S ELIZABETH ST & W 48TH ST"
21,"Alley Resurfacing Menu (1-1)","S RACINE AVE & W 85TH ST & S ELIZABETH ST & W 86TH ST",2020,13945.74,18325,"S RACINE AVE & W 85TH ST","S ELIZABETH ST & W 85TH ST","S RACINE AVE & W 86TH ST","S ELIZABETH ST & W 86TH ST"
21,"Alley Resurfacing Menu (1-1)"," S JUSTINE ST & W 79TH ST & W 80TH ST & S ASHLAND AVE",2021,5757.49,18384,"S ASHLAND AVE & W 79TH ST","S ASHLAND AVE & W 80TH ST","NA","NA"
21,"Alley Resurfacing Menu"," S RACINE AVE & W 85TH ST & S MAY ST & W 86TH ST",2021,18349.935,18385,"S MAY ST & W 85TH ST","S MAY ST & W 86TH ST","NA","NA"
21,"Street Light Upgrade Menu","W 80TH ST & S ABERDEEN ST & S CARPENTER ST & W 81ST ST",2021,1166.66666666667,18432,"S ABERDEEN ST & W 80TH ST","S CARPENTER ST & W 80TH ST","S ABERDEEN ST & W 81ST ST","S CARPENTER ST & W 81ST ST"
21,"Street Light Upgrade Menu"," W 80TH ST & S RACINEAVE & S MAY ST & W 81ST ST",2021,1166.66666666667,18432,"S RACINEAVE & W 81ST ST","S MAY ST & W 81ST ST","NA","NA"
21,"Street Light Upgrade Menu"," W 80TH ST & S MAY ST & S ABERDEEN ST & W 81ST ST",2021,1166.66666666667,18432,"S MAY ST & W 81ST ST","S ABERDEEN ST & W 81ST ST","NA","NA"
21,"Alley Speed Hump Menu"," W 86TH ST & S WALLACE ST & S PARNELL AVE & W 87TH ST",2022,1050,18453,"S WALLACE ST & W 87TH ST","S PARNELL AVE & W 87TH ST","NA","NA"
21,"Alley Speed Hump Menu"," W 81ST ST & S PAULINA ST & S HERMITAGE AVE & W 82ND ST",2022,1050,18454,"S PAULINA ST & W 82ND ST","S HERMITAGE AVE & W 82ND ST","NA","NA"
22,"Alley Speed Hump Menu","S KOSTNER AVE & W 26TH ST & S KOLIN AVE & W 27TH ST",2017,350,18911,"S KOSTNER AVE & W 26TH ST","S KOLIN AVE & W 26TH ST","S KOSTNER AVE & W 27TH ST","S KOLIN AVE & W 27TH ST"
22,"Alley Resurfacing Menu","S HARDING AVE & W 26TH ST & S SPRINGFIELD AVE & W 25TH ST",2019,14562.175,19005,"S HARDING AVE & W 26TH ST","S SPRINGFIELD AVE & W 26TH ST","S HARDING AVE & W 25TH ST","S SPRINGFIELD AVE & W 25TH ST"
22,"Alley Resurfacing Menu","S HARDING AVE & W 24TH ST & S PULASKI RD & W 25TH ST",2019,15123.555,19006,"S HARDING AVE & W 24TH ST","S PULASKI RD & W 24TH ST","S HARDING AVE & W 25TH ST","S PULASKI RD & W 25TH ST"
22,"Alley Speed Hump Menu","S TRUMBULL AVE & W 26TH ST & S HOMAN AVE & W 27TH ST",2019,700,19010,"S TRUMBULL AVE & W 26TH ST","S HOMAN AVE & W 26TH ST","S TRUMBULL AVE & W 27TH ST","S HOMAN AVE & W 27TH ST"
22,"Alley Speed Hump Menu","W 25TH ST & S DRAKE AVE & S CENTRAL PARK AVE & W 26TH ST",2019,700,19011,"S DRAKE AVE & W 25TH ST","S CENTRAL PARK AVE & W 25TH ST","S DRAKE AVE & W 26TH ST","S CENTRAL PARK AVE & W 26TH ST"
22,"Alley Resurfacing Menu (1-1)","W 31ST ST & S KILDARE AVE & S KOLIN AVE & W 30TH ST",2020,21012.36,19056,"S KILDARE AVE & W 31ST ST","S KOLIN AVE & W 31ST ST","S KILDARE AVE & W 30TH ST","S KOLIN AVE & W 30TH ST"
22,"Alley Resurfacing Menu","S LAWNDALE AVE & W 23RD ST & W CERMAK RD & S MILLARD AVE",2020,13358.29,19058,"S LAWNDALE AVE & W 23RD ST","S MILLARD AVE & W 23RD ST","S LAWNDALE AVE & W CERMAK RD","S MILLARD AVE & W CERMAK RD"
22,"Alley Resurfacing Menu","W 24TH ST & S SPRINGFIELD AVE & S HARDING AVE & W 24TH ST",2020,13224.19,19059,"S SPRINGFIELD AVE & W 24TH ST","S HARDING AVE & W 24TH ST","NA","NA"
22,"Alley Resurfacing Menu","W 47TH ST & S KEATING AVE & S CICERO AVE & W 46TH ST",2020,20495.35,19060,"S KEATING AVE & W 47TH ST","S CICERO AVE & W 47TH ST","S KEATING AVE & W 46TH ST","S CICERO AVE & W 46TH ST"
22,"Alley Speed Hump Menu","W 32ND ST & S HAMLIN AVE & S AVERS AVE & W 33RD ST",2020,350,19064,"S HAMLIN AVE & W 32ND ST","S AVERS AVE & W 32ND ST","S HAMLIN AVE & W 33RD ST","S AVERS AVE & W 33RD ST"
22,"Concrete Alley Menu","S KEELER AVE & W 24TH PL & W 24TH ST & S KEELER AVE",2020,21000,19071,"S KEELER AVE & W 24TH PL","S KEELER AVE & W 24TH ST","NA","NA"
22,"Alley Resurfacing Menu"," W 23RD ST & S LAWNDALE AVE & S RIDGEWAY AVE & W 24THST",2022,18928.39,19176,"S LAWNDALE AVE & W 24THST","S RIDGEWAY AVE & W 24THST","NA","NA"
22,"Alley Resurfacing Menu"," W 28TH ST & S HAMLIN AVE & S AVERS AVE & W 30TH ST",2022,23288.325,19177,"S HAMLIN AVE & W 30TH ST","S AVERS AVE & W 30TH ST","NA","NA"
22,"Alley Resurfacing Menu"," S KENNETH AVE & W 28TH ST & W 30TH ST & S KOSTNER AVE",2022,15678.555,19178,"S KOSTNER AVE & W 28TH ST","S KOSTNER AVE & W 30TH ST","NA","NA"
22,"Alley Resurfacing Menu"," W 30TH ST & S CHRISTIANA AVE & S SPAULDING AVE & W 31ST ST",2022,11907.235,19179,"S CHRISTIANA AVE & W 31ST ST","S SPAULDING AVE & W 31ST ST","NA","NA"
22,"Alley Resurfacing Menu"," S KILDARE AVE & W CERMAK RD & W OGDEN AVE & S KOLIN AVE",2022,33547.955,19180,"S KOLIN AVE & W CERMAK RD","S KOLIN AVE & W OGDEN AVE","NA","NA"
22,"Alley Resurfacing Menu","W 27TH ST & S SAWYER AVE & S SPAULDING AVE & W 28TH ST",2022,23520.15,19182,"S SAWYER AVE & W 27TH ST","S SPAULDING AVE & W 27TH ST","S SAWYER AVE & W 28TH ST","S SPAULDING AVE & W 28TH ST"
22,"Alley Resurfacing Menu","W CERMAK RD & S ST LOUIS AVE & S DRAKE AVE & W 23RD ST",2022,15529.735,19183,"S ST LOUIS AVE & W CERMAK RD","S DRAKE AVE & W CERMAK RD","S ST LOUIS AVE & W 23RD ST","S DRAKE AVE & W 23RD ST"
23,"Concrete Alley Menu","S NEWLAND AVE & W 56TH ST & S NEW ENGLAND AVE & W 57TH ST",2017,47973.075,20191,"S NEWLAND AVE & W 56TH ST","S NEW ENGLAND AVE & W 56TH ST","S NEWLAND AVE & W 57TH ST","S NEW ENGLAND AVE & W 57TH ST"
23,"Alley Speed Hump Menu","W 54TH ST & S HAMLIN AVE & S AVERS AVE & W 55TH ST",2020,700,20435,"S HAMLIN AVE & W 54TH ST","S AVERS AVE & W 54TH ST","S HAMLIN AVE & W 55TH ST","S AVERS AVE & W 55TH ST"
23,"Alley Speed Hump Menu","W 53RD ST & S HARDING AVE & S SPRINGFIELD AVE & W 54TH ST",2021,466.666666666667,20486,"S HARDING AVE & W 53RD ST","S SPRINGFIELD AVE & W 53RD ST","S HARDING AVE & W 54TH ST","S SPRINGFIELD AVE & W 54TH ST"
23,"Alley Speed Hump Menu","W 53RD ST & S LAWNDALE AVE & S MILLARD AVE & W 54TH ST",2021,350,20487,"S LAWNDALE AVE & W 53RD ST","S MILLARD AVE & W 53RD ST","S LAWNDALE AVE & W 54TH ST","S MILLARD AVE & W 54TH ST"
23,"Alley Speed Hump Menu","W 58TH ST & S TRUMBULL AVE & S HOMAN AVE & W 59TH ST",2021,245.83,20488,"S TRUMBULL AVE & W 58TH ST","S HOMAN AVE & W 58TH ST","S TRUMBULL AVE & W 59TH ST","S HOMAN AVE & W 59TH ST"
23,"Alley Speed Hump Menu"," W 62ND ST & S HAMLIN AVE & S LAWNDALE AVE & W 62ND PL",2022,1050,20560,"S HAMLIN AVE & W 62ND PL","S LAWNDALE AVE & W 62ND PL","NA","NA"
23,"Alley Speed Hump Menu"," W 54TH ST & S SPRINGFIELD AVE & S AVERS AVE & W 55TH ST",2022,350,20562,"S SPRINGFIELD AVE & W 55TH ST","S AVERS AVE & W 55TH ST","NA","NA"
23,"Alley Speed Hump Menu","W 61ST ST & S CENTRAL PARK AVE & S LAWNDALE AVE & W 61ST PL",2022,1050,20564,"S CENTRAL PARK AVE & W 61ST ST","S LAWNDALE AVE & W 61ST ST","S CENTRAL PARK AVE & W 61ST PL","S LAWNDALE AVE & W 61ST PL"
24,"Alley Resurfacing Menu"," S ROCKWELL ST & W 24TH ST & W 23RD PL & S WASHTENAW AVE",2021,19547.65,21218,"S WASHTENAW AVE & W 24TH ST","S WASHTENAW AVE & W 23RD PL","NA","NA"
24,"Alley Resurfacing Menu"," W 22ND PL & S WASHTENAW AVE & S ROCKWELL ST & W 23RD ST",2021,22790.61,21219,"S WASHTENAW AVE & W 23RD ST","S ROCKWELL ST & W 23RD ST","NA","NA"
24,"Alley Resurfacing Menu"," W GRENSHAW ST & S PULASKI RD & S KARLOV AVE & WROOSEVELT RD",2021,13058.225,21220,"S PULASKI RD & WROOSEVELT RD","S KARLOV AVE & WROOSEVELT RD","NA","NA"
24,"Alley Speed Hump Menu","W CULLERTON ST & S KOSTNER AVE & S KILDARE AVE & W 19TH ST",2021,700,21234,"S KOSTNER AVE & W CULLERTON ST","S KILDARE AVE & W CULLERTON ST","S KOSTNER AVE & W 19TH ST","S KILDARE AVE & W 19TH ST"
24,"Alley Resurfacing Menu"," W 22ND PL & S WASHTENAW AVE & S ROCKWELL ST & W 23RD ST",2022,4297.84,21273,"S WASHTENAW AVE & W 23RD ST","S ROCKWELL ST & W 23RD ST","NA","NA"
24,"Alley Resurfacing Menu"," W FLOURNOY ST & S SPRINGFIELD AVE & S INDEPENDENCE BLVD & W LEXINGTON ST",2022,32002.56,21274,"S SPRINGFIELD AVE & W LEXINGTON ST","S INDEPENDENCE BLVD & W LEXINGTON ST","NA","NA"
24,"Alley Resurfacing Menu","S RIDGEWAY AVE & W 15TH ST & W 16TH ST & S HAMLIN AVE",2022,15895.61,21277,"S RIDGEWAY AVE & W 15TH ST","S HAMLIN AVE & W 15TH ST","S RIDGEWAY AVE & W 16TH ST","S HAMLIN AVE & W 16TH ST"
24,"Alley Resurfacing Menu","W LEXINGTON ST & S LAWNDALE AVE & S INDEPENDENCE BLVD & W POLK ST",2022,17460.315,21281,"S LAWNDALE AVE & W LEXINGTON ST","S INDEPENDENCE BLVD & W LEXINGTON ST","S LAWNDALE AVE & W POLK ST","S INDEPENDENCE BLVD & W POLK ST"
25,"Alley Resurfacing Menu","S MAY ST & W TAYLOR ST & S RACINE AVE & W ROOSEVELT RD",2018,22179.44,22101,"S MAY ST & W TAYLOR ST","S RACINE AVE & W TAYLOR ST","S MAY ST & W ROOSEVELT RD","S RACINE AVE & W ROOSEVELT RD"
25,"Alley Resurfacing Menu","W 23RD PL & S PRINCETON AVE & W 24TH ST & S WENTWORTH AVE",2019,13612.63,22134,"S PRINCETON AVE & W 23RD PL","S WENTWORTH AVE & W 23RD PL","S PRINCETON AVE & W 24TH ST","S WENTWORTH AVE & W 24TH ST"
25,"Alley Resurfacing Menu","W CULLERTON ST & S PEORIA ST & S SANGAMON ST & W 21ST ST",2019,8780.68,22137,"S PEORIA ST & W CULLERTON ST","S SANGAMON ST & W CULLERTON ST","S PEORIA ST & W 21ST ST","S SANGAMON ST & W 21ST ST"
25,"Alley Resurfacing Menu (1-1)","W 23RD ST & S OAKLEY AVE & S WESTERN AVE & W 22ND PL",2020,18239.795,22177,"S OAKLEY AVE & W 23RD ST","S WESTERN AVE & W 23RD ST","S OAKLEY AVE & W 22ND PL","S WESTERN AVE & W 22ND PL"
25,"Alley Resurfacing Menu"," W TAYLOR ST & S MAY ST & S ABERDEEN ST & W ARTHINGTON ST",2021,6155.3,22222,"S MAY ST & W ARTHINGTON ST","S ABERDEEN ST & W ARTHINGTON ST","NA","NA"
25,"Alley Resurfacing Menu","W TAYLOR ST & S CARPENTER ST & S MILLER ST & W POLK ST",2021,20074.81,22223,"S CARPENTER ST & W TAYLOR ST","S MILLER ST & W TAYLOR ST","S CARPENTER ST & W POLK ST","S MILLER ST & W POLK ST"
25,"Alley Speed Hump Menu"," W COULTER ST & S HOYNE AVE & S DAMEN AVE & S BLUE ISLAND AVE",2021,700,22224,"NA","NA","NA","NA"
25,"Concrete Alley Menu"," W CULLERTON ST & S SHELBY CT & S MORGAN ST & W 19TH ST",2022,70000,22276,"S SHELBY CT & W 19TH ST","S MORGAN ST & W 19TH ST","NA","NA"
26,"Alley Speed Hump Menu","W MCLEAN AVE & N HAMLIN AVE & W ARMITAGE AVE & N LAWNDALE AVE",2018,1050,22913,"N HAMLIN AVE & W MCLEAN AVE","N LAWNDALE AVE & W MCLEAN AVE","N HAMLIN AVE & W ARMITAGE AVE","N LAWNDALE AVE & W ARMITAGE AVE"
26,"Alley Speed Hump Menu","W MCLEAN AVE & N HAMLIN AVE & W DICKENS AVE & N LAWNDALE AVE",2018,700,22914,"N HAMLIN AVE & W MCLEAN AVE","N LAWNDALE AVE & W MCLEAN AVE","N HAMLIN AVE & W DICKENS AVE","N LAWNDALE AVE & W DICKENS AVE"
26,"Alley Resurfacing Menu","N CALIFORNIA AVE & W CRYSTAL ST & N WASHTENAW AVE & W DIVISION ST",2019,20012.845,22946,"N CALIFORNIA AVE & W CRYSTAL ST","N WASHTENAW AVE & W CRYSTAL ST","N CALIFORNIA AVE & W DIVISION ST","N WASHTENAW AVE & W DIVISION ST"
26,"Alley Resurfacing Menu","N FRANCISCO AVE & W WALTON ST & N MOZART ST & W CHICAGO AVE",2019,28156.935,22947,"N FRANCISCO AVE & W WALTON ST","N MOZART ST & W WALTON ST","N FRANCISCO AVE & W CHICAGO AVE","N MOZART ST & W CHICAGO AVE"
26,"Alley Resurfacing Menu","W AUGUSTA BLVD & N CALIFORNIA AVE & W CORTEZ ST & N WASHTENAW AVE",2019,12774.46,22949,"N CALIFORNIA AVE & W AUGUSTA BLVD","N WASHTENAW AVE & W AUGUSTA BLVD","N CALIFORNIA AVE & W CORTEZ ST","N WASHTENAW AVE & W CORTEZ ST"
26,"Alley Resurfacing Menu","N SPAULDING AVE & W ARMITAGE AVE & N KIMBALL AVE & W DICKENS AVE",2019,22070.22,22951,"N SPAULDING AVE & W ARMITAGE AVE","N KIMBALL AVE & W ARMITAGE AVE","N SPAULDING AVE & W DICKENS AVE","N KIMBALL AVE & W DICKENS AVE"
26,"Alley Resurfacing Menu","W NORTH AVE & N KIMBALL AVE & W WABANSIA AVE & N SPAULDING AVE",2019,23440.105,22952,"N KIMBALL AVE & W NORTH AVE","N SPAULDING AVE & W NORTH AVE","N KIMBALL AVE & W WABANSIA AVE","N SPAULDING AVE & W WABANSIA AVE"
