"ward","type","location","year","est_cost","main_street","from_street","to_street","from_intersection","to_intersection"
26,"Street Resurfacing Menu","ON W LE MOYNE ST FROM N LAWNDALE AVE (3710 W) TO N RIDGEWAY AVE (3730 W)",2017,31676.07,"W LE MOYNE ST","N LAWNDALE AVE ","N RIDGEWAY AVE ","W LE MOYNE ST and N LAWNDALE AVE ","W LE MOYNE ST and N RIDGEWAY AVE "
26,"Sidewalk Menu","ON W WABANSIA AVE FROM N KEYSTONE AVE (4030 W) TO N PULASKI RD (4000 W)",2018,14927.46,"W WABANSIA AVE","N KEYSTONE AVE ","N PULASKI RD ","W WABANSIA AVE and N KEYSTONE AVE ","W WABANSIA AVE and N PULASKI RD "
26,"Street Light Residential Staggered Piggy Back Menu","ON N LAWNDALE AVE FROM W GRAND AVE (1230 N) TO W HIRSCH ST (1400 N)",2018,145000,"N LAWNDALE AVE","W GRAND AVE ","W HIRSCH ST ","N LAWNDALE AVE and W GRAND AVE ","N LAWNDALE AVE and W HIRSCH ST "
26,"Street Resurfacing Menu (1-5)","ON W DICKENS AVE FROM N PULASKI RD (4000 W) TO N KARLOV AVE (4100 W)",2018,44845.42,"W DICKENS AVE","N PULASKI RD ","N KARLOV AVE ","W DICKENS AVE and N PULASKI RD ","W DICKENS AVE and N KARLOV AVE "
26,"Street Resurfacing Menu","ON W LE MOYNE ST FROM N TRIPP AVE (4230 W) TO N KOSTNER AVE (4400 W)",2018,83828.52,"W LE MOYNE ST","N TRIPP AVE ","N KOSTNER AVE ","W LE MOYNE ST and N TRIPP AVE ","W LE MOYNE ST and N KOSTNER AVE "
26,"Street Resurfacing Menu","ON N KILDARE AVE FROM W KAMERLING AVE (1330 N) TO W NORTH AVE (1600 N)",2018,121757.07,"N KILDARE AVE","W KAMERLING AVE ","W NORTH AVE ","N KILDARE AVE and W KAMERLING AVE ","N KILDARE AVE and W NORTH AVE "
26,"Street Resurfacing Menu","ON W IOWA ST FROM N FAIRFIELD AVE (2740 W) TO N CALIFORNIA AVE (2800 W)",2018,22133.01,"W IOWA ST","N FAIRFIELD AVE ","N CALIFORNIA AVE ","W IOWA ST and N FAIRFIELD AVE ","W IOWA ST and N CALIFORNIA AVE "
26,"Street Resurfacing Menu","ON N MAPLEWOOD AVE FROM W IOWA ST (900 N) TO W CHICAGO AVE (800 N)",2018,45724.58,"N MAPLEWOOD AVE","W IOWA ST ","W CHICAGO AVE ","N MAPLEWOOD AVE and W IOWA ST ","N MAPLEWOOD AVE and W CHICAGO AVE "
26,"Street Resurfacing Menu","ON W CORTEZ ST FROM N RICHMOND ST (2930 W) TO N SACRAMENTO AVE (3000 W)",2018,25121.24,"W CORTEZ ST","N RICHMOND ST ","N SACRAMENTO AVE ","W CORTEZ ST and N RICHMOND ST ","W CORTEZ ST and N SACRAMENTO AVE "
26,"Street Resurfacing Menu","ON W THOMAS ST FROM N RICHMOND ST (2930 W) TO N SACRAMENTO AVE (3000 W)",2018,25453.49,"W THOMAS ST","N RICHMOND ST ","N SACRAMENTO AVE ","W THOMAS ST and N RICHMOND ST ","W THOMAS ST and N SACRAMENTO AVE "
26,"Street Resurfacing Menu","ON N FAIRFIELD AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N)",2018,50731.53,"N FAIRFIELD AVE","W LE MOYNE ST ","W NORTH AVE ","N FAIRFIELD AVE and W LE MOYNE ST ","N FAIRFIELD AVE and W NORTH AVE "
26,"Street Resurfacing Menu","ON N TROY ST FROM W NORTH AVE (1600 N) TO W BLOOMINGDALE AVE (1800 N)",2018,50300.19,"N TROY ST","W NORTH AVE ","W BLOOMINGDALE AVE ","N TROY ST and W NORTH AVE ","N TROY ST and W BLOOMINGDALE AVE "
26,"Street Resurfacing Menu","ON N SPAULDING AVE FROM W GRAND AVE (1000 N) TO W CORTEZ ST (1030 N)",2018,19536.53,"N SPAULDING AVE","W GRAND AVE ","W CORTEZ ST ","N SPAULDING AVE and W GRAND AVE ","N SPAULDING AVE and W CORTEZ ST "
26,"Street Resurfacing Menu","ON N HARDING AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N)",2018,45647.95,"N HARDING AVE","W NORTH AVE ","W WABANSIA AVE ","N HARDING AVE and W NORTH AVE ","N HARDING AVE and W WABANSIA AVE "
26,"Street Resurfacing Menu","ON N RIDGEWAY AVE FROM 1755 N TO W WABANSIA AVE (1700 N)",2018,35469.82,"N RIDGEWAY AVE","1755 N","W WABANSIA AVE ","1755 N RIDGEWAY AVE","N RIDGEWAY AVE and W WABANSIA AVE "
26,"Street Resurfacing Menu","ON N KEELER AVE FROM W HIRSCH ST (1400 N) TO W GRAND AVE (1510 N)",2018,14254.4,"N KEELER AVE","W HIRSCH ST ","W GRAND AVE ","N KEELER AVE and W HIRSCH ST ","N KEELER AVE and W GRAND AVE "
26,"Street Speed Hump Menu","ON W CRYSTAL ST FROM N CALIFORNIA AVE (2800 W) TO N WASHTENAW AVE (2700 W)",2018,3700,"W CRYSTAL ST","N CALIFORNIA AVE ","N WASHTENAW AVE ","W CRYSTAL ST and N CALIFORNIA AVE ","W CRYSTAL ST and N WASHTENAW AVE "
26,"Street Speed Hump Menu","ON N KOLIN AVE FROM W LE MOYNE ST (1500 N) TO W GRAND AVE (1600 N)",2018,3700,"N KOLIN AVE","W LE MOYNE ST ","W GRAND AVE ","N KOLIN AVE and W LE MOYNE ST ","N KOLIN AVE and W GRAND AVE "
26,"Street Speed Hump Menu","ON W POTOMAC AVE FROM N ROCKWELL ST (2600 W) TO N WASHTENAW AVE (2700 W)",2018,3700,"W POTOMAC AVE","N ROCKWELL ST ","N WASHTENAW AVE ","W POTOMAC AVE and N ROCKWELL ST ","W POTOMAC AVE and N WASHTENAW AVE "
26,"Street Speed Hump Menu","ON W MCLEAN AVE FROM N LAWNDALE AVE (3700 W) TO N HAMLIN AVE (3800 W)",2018,3700,"W MCLEAN AVE","N LAWNDALE AVE ","N HAMLIN AVE ","W MCLEAN AVE and N LAWNDALE AVE ","W MCLEAN AVE and N HAMLIN AVE "
26,"Street Resurfacing Menu","ON W LE MOYNE DR FROM N RIDGEWAY AVE (3730 W) TO N HAMLIN AVE (3800 W)",2019,21203.39,"W LE MOYNE DR","N RIDGEWAY AVE ","N HAMLIN AVE ","W LE MOYNE DR and N RIDGEWAY AVE ","W LE MOYNE DR and N HAMLIN AVE "
26,"Street Resurfacing Menu","ON W BEACH AVE FROM N ST LOUIS AVE (3500 W) TO N CENTRAL PARK AVE (3599 W)",2019,54057.28,"W BEACH AVE","N ST LOUIS AVE ","N CENTRAL PARK AVE ","W BEACH AVE and N ST LOUIS AVE ","W BEACH AVE and N CENTRAL PARK AVE "
26,"Street Resurfacing Menu","ON N KEELER AVE FROM W HIRSCH ST (1400 N) TO W GRAND AVE (1510 N)",2019,35351.05,"N KEELER AVE","W HIRSCH ST ","W GRAND AVE ","N KEELER AVE and W HIRSCH ST ","N KEELER AVE and W GRAND AVE "
26,"Street Resurfacing Menu","ON N TROY ST FROM W BLOOMINGDALE AVE (1800 N) TO W WABANSIA AVE (1700 N)",2019,52469.74,"N TROY ST","W BLOOMINGDALE AVE ","W WABANSIA AVE ","N TROY ST and W BLOOMINGDALE AVE ","N TROY ST and W WABANSIA AVE "
26,"Street Resurfacing Menu","ON N MOZART ST FROM W AUGUSTA BLVD (1000 N) TO W THOMAS ST (1100 N)",2019,46101.84,"N MOZART ST","W AUGUSTA BLVD ","W THOMAS ST ","N MOZART ST and W AUGUSTA BLVD ","N MOZART ST and W THOMAS ST "
26,"Street Resurfacing Menu","ON N SPAULDING AVE FROM W POTOMAC AVE (1300 N) TO W EVERGREEN AVE (1340 N)",2019,20787.18,"N SPAULDING AVE","W POTOMAC AVE ","W EVERGREEN AVE ","N SPAULDING AVE and W POTOMAC AVE ","N SPAULDING AVE and W EVERGREEN AVE "
26,"Street Resurfacing Menu","ON N SPAULDING AVE FROM W BEACH AVE (1440 N) TO W LE MOYNE ST (1500 N)",2019,21390.98,"N SPAULDING AVE","W BEACH AVE ","W LE MOYNE ST ","N SPAULDING AVE and W BEACH AVE ","N SPAULDING AVE and W LE MOYNE ST "
26,"Street Resurfacing Menu","ON W HIRSCH ST FROM N HAMLIN AVE (3799 W) TO N SPRINGFIELD AVE (3900 W)",2019,50822.18,"W HIRSCH ST","N HAMLIN AVE ","N SPRINGFIELD AVE ","W HIRSCH ST and N HAMLIN AVE ","W HIRSCH ST and N SPRINGFIELD AVE "
26,"Street Speed Hump Menu","ON N MONTICELLO AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N)",2019,3989.59,"N MONTICELLO AVE","W NORTH AVE ","W WABANSIA AVE ","N MONTICELLO AVE and W NORTH AVE ","N MONTICELLO AVE and W WABANSIA AVE "
26,"Curb & Gutter Menu","ON N SPRINGFIELD AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N)",2020,16467.67,"N SPRINGFIELD AVE","W LE MOYNE ST ","W NORTH AVE ","N SPRINGFIELD AVE and W LE MOYNE ST ","N SPRINGFIELD AVE and W NORTH AVE "
26,"Street Light Residential Staggered Piggy Back Menu","ON N SPAULDING AVE FROM W BEACH AVE (1440 N) TO W LE MOYNE ST (1500 N)",2020,40000,"N SPAULDING AVE","W BEACH AVE ","W LE MOYNE ST ","N SPAULDING AVE and W BEACH AVE ","N SPAULDING AVE and W LE MOYNE ST "
26,"Street Resurfacing Menu","ON N TRIPP AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N)",2020,50452.4,"N TRIPP AVE","W NORTH AVE ","W WABANSIA AVE ","N TRIPP AVE and W NORTH AVE ","N TRIPP AVE and W WABANSIA AVE "
26,"Street Speed Hump Menu","ON N MONTICELLO AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N)",2020,710.41,"N MONTICELLO AVE","W NORTH AVE ","W WABANSIA AVE ","N MONTICELLO AVE and W NORTH AVE ","N MONTICELLO AVE and W WABANSIA AVE "
26,"Concrete Alley Menu","ON W WABANSIA AVE FROM N LAWNDALE AVE (3700 W) TO N MONTICELLO AVE (3630 W)",2021,285207.37,"W WABANSIA AVE","N LAWNDALE AVE ","N MONTICELLO AVE ","W WABANSIA AVE and N LAWNDALE AVE ","W WABANSIA AVE and N MONTICELLO AVE "
26,"Sidewalk Menu","ON N ST LOUIS AVE FROM W SHAKESPEARE AVE (2130 N) TO W DICKENS AVE (2100 N)",2021,10169.89,"N ST LOUIS AVE","W SHAKESPEARE AVE ","W DICKENS AVE ","N ST LOUIS AVE and W SHAKESPEARE AVE ","N ST LOUIS AVE and W DICKENS AVE "
26,"Street Resurfacing Menu","ON W HIRSCH ST FROM N RIDGEWAY AVE (3730 W) TO N HAMLIN AVE (3799 W)",2021,22627.75,"W HIRSCH ST","N RIDGEWAY AVE ","N HAMLIN AVE ","W HIRSCH ST and N RIDGEWAY AVE ","W HIRSCH ST and N HAMLIN AVE "
26,"Street Resurfacing Menu","ON W LE MOYNE ST FROM N CENTRAL PARK AVE (3599 W) TO N MONTICELLO AVE (3640 W)",2021,11178.52,"W LE MOYNE ST","N CENTRAL PARK AVE ","N MONTICELLO AVE ","W LE MOYNE ST and N CENTRAL PARK AVE ","W LE MOYNE ST and N MONTICELLO AVE "
26,"Street Speed Hump Menu","ON N AVERS AVE FROM W DICKENS AVE (2100 N) TO W PALMER ST (2200 N)",2021,4700,"N AVERS AVE","W DICKENS AVE ","W PALMER ST ","N AVERS AVE and W DICKENS AVE ","N AVERS AVE and W PALMER ST "
26,"Street Speed Hump Menu","ON N TRIPP AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N)",2021,4700,"N TRIPP AVE","W NORTH AVE ","W WABANSIA AVE ","N TRIPP AVE and W NORTH AVE ","N TRIPP AVE and W WABANSIA AVE "
26,"Concrete Alley Menu","ON W WABANSIA AVE FROM N LAWNDALE AVE (3700 W) TO N MONTICELLO AVE (3630 W)",2022,24340.5,"W WABANSIA AVE","N LAWNDALE AVE ","N MONTICELLO AVE ","W WABANSIA AVE and N LAWNDALE AVE ","W WABANSIA AVE and N MONTICELLO AVE "
26,"Miscellaneous CDOT Projects","ON W DIVISION ST FROM N WESTERN AVE (2400 W) TO N MOZART DR (2830 W)",2022,110000,"W DIVISION ST","N WESTERN AVE ","N MOZART DR ","W DIVISION ST and N WESTERN AVE ","W DIVISION ST and N MOZART DR "
26,"Street Resurfacing Menu","ON N KOLIN AVE FROM W HIRSCH ST (1400 N) TO W GRAND AVE (1600 N)",2022,104460.78,"N KOLIN AVE","W HIRSCH ST ","W GRAND AVE ","N KOLIN AVE and W HIRSCH ST ","N KOLIN AVE and W GRAND AVE "
26,"Street Resurfacing Menu","ON W LE MOYNE ST FROM N HARDING AVE (3940 W) TO N PULASKI RD (4000 W)",2022,23117.88,"W LE MOYNE ST","N HARDING AVE ","N PULASKI RD ","W LE MOYNE ST and N HARDING AVE ","W LE MOYNE ST and N PULASKI RD "
26,"Street Resurfacing Menu","ON W WABANSIA AVE FROM N HAMLIN AVE (3800 W) TO N SPRINGFIELD AVE (3900 W)",2022,93752.6,"W WABANSIA AVE","N HAMLIN AVE ","N SPRINGFIELD AVE ","W WABANSIA AVE and N HAMLIN AVE ","W WABANSIA AVE and N SPRINGFIELD AVE "
26,"Street Speed Hump Menu","ON N LAWNDALE AVE FROM W POTOMAC AVE (1300 N) TO W HIRSCH ST (1400 N)",2022,4700,"N LAWNDALE AVE","W POTOMAC AVE ","W HIRSCH ST ","N LAWNDALE AVE and W POTOMAC AVE ","N LAWNDALE AVE and W HIRSCH ST "
27,"Sidewalk Menu","ON W CHICAGO AVE FROM N WELLS ST (200 W) TO N FRANKLIN ST (300 W)",2012,18807,"W CHICAGO AVE","N WELLS ST ","N FRANKLIN ST ","W CHICAGO AVE and N WELLS ST ","W CHICAGO AVE and N FRANKLIN ST "
27,"Sidewalk Menu","ON N CARPENTER ST FROM N MILWAUKEE AV (742 N) TO W CHICAGO AV (800 N)",2012,66407,"N CARPENTER ST","N MILWAUKEE AV ","W CHICAGO AV ","N CARPENTER ST and N MILWAUKEE AV ","N CARPENTER ST and W CHICAGO AV "
27,"Sidewalk Menu","ON N ALBANY AVE FROM W FULTON BV (300 N) TO W WALNUT ST (234 N)",2012,22605,"N ALBANY AVE","W FULTON BV ","W WALNUT ST ","N ALBANY AVE and W FULTON BV ","N ALBANY AVE and W WALNUT ST "
27,"Sidewalk Menu","ON W THOMAS ST FROM N ST LOUIS AV (3500 W) TO N DRAKE AV (3526 W)",2012,18226,"W THOMAS ST","N ST LOUIS AV ","N DRAKE AV ","W THOMAS ST and N ST LOUIS AV ","W THOMAS ST and N DRAKE AV "
27,"Sidewalk Menu","ON W HARRISON ST FROM S SACRAMENTO BLVD (3000 W) TO S FRANCISCO AVE (2900 W)",2012,1590,"W HARRISON ST","S SACRAMENTO BLVD ","BLVD  TO S FRANCISCO AVE ","W HARRISON ST and S SACRAMENTO BLVD ","W HARRISON ST and BLVD  TO S FRANCISCO AVE "
27,"Street Resurfacing Menu","ON N HAMLIN AVE FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N)",2012,53802,"N HAMLIN AVE","W THOMAS ST ","W DIVISION ST ","N HAMLIN AVE and W THOMAS ST ","N HAMLIN AVE and W DIVISION ST "
27,"Street Resurfacing Menu","ON W INSTITUTE PL FROM N FRANKLIN ST (300 W) TO N ORLEANS ST (332 W)",2012,44143,"W INSTITUTE PL","N FRANKLIN ST ","N ORLEANS ST ","W INSTITUTE PL and N FRANKLIN ST ","W INSTITUTE PL and N ORLEANS ST "
27,"Street Speed Hump Menu","ON N MONTICELLO AVE FROM W THOMAS ST (1100 N) TO W AUGUSTA BLVD (1000 N)",2012,3700,"N MONTICELLO AVE","W THOMAS ST ","W AUGUSTA BLVD ","N MONTICELLO AVE and W THOMAS ST ","N MONTICELLO AVE and W AUGUSTA BLVD "
27,"Street Speed Hump Menu","ON N LAWNDALE AVE FROM W OHIO ST (600 N) TO W HURON ST (700 N)",2012,3700,"N LAWNDALE AVE","W OHIO ST ","W HURON ST ","N LAWNDALE AVE and W OHIO ST ","N LAWNDALE AVE and W HURON ST "
27,"Street Light Pole Painting","ON MADISON FROM S ASHLAND AV (1600 W) TO S HALSTED ST (800 W)",2012,1624,"MADISON","S ASHLAND AV ","S HALSTED ST ","MADISON and S ASHLAND AV ","MADISON and S HALSTED ST "
27,"Street Light Residential","ON HAMLIN FROM W FERDINAND ST (500 N) TO W OHIO ST (600 N)",2012,64000,"HAMLIN","W FERDINAND ST ","W OHIO ST ","HAMLIN and W FERDINAND ST ","HAMLIN and W OHIO ST "
27,"Street Light Residential","ON MONTICELLO FROM W OHIO ST (600 N) TO W HURON ST (700 N)",2012,72000,"MONTICELLO","W OHIO ST ","W HURON ST ","MONTICELLO and W OHIO ST ","MONTICELLO and W HURON ST "
27,"Street Light Residential","ON FULTON FROM N SACRAMENTO BV (3000 W) TO N KEDZIE AV (3200 W)",2012,128000,"FULTON","N SACRAMENTO BV ","BV  TO N KEDZIE AV ","FULTON and N SACRAMENTO BV ","FULTON and BV  TO N KEDZIE AV "
27,"Street Light Residential","ON HOMAN FROM W OHIO ST (600 N) TO W HURON ST (700 N)",2012,128000,"HOMAN","W OHIO ST ","W HURON ST ","HOMAN and W OHIO ST ","HOMAN and W HURON ST "
27,"Street Light Residential","ON CENTRAL PARK FROM W AUGUSTA BV (1000 N) TO W GRAND AV (1172 N)",2012,144000,"CENTRAL PARK","W AUGUSTA BV ","W GRAND AV ","CENTRAL PARK and W AUGUSTA BV ","CENTRAL PARK and W GRAND AV "
27,"Street Light Upgrade","ON N RIDGEWAY AVE FROM W OHIO ST (600 N) TO W FERDINAND ST (500 N)",2012,1750,"N RIDGEWAY AVE","W OHIO ST ","W FERDINAND ST ","N RIDGEWAY AVE and W OHIO ST ","N RIDGEWAY AVE and W FERDINAND ST "
27,"Street Light Upgrade","ON N HAMLIN AVE FROM W OHIO ST (600 N) TO W FERDINAND ST (500 N)",2012,2000,"N HAMLIN AVE","W OHIO ST ","W FERDINAND ST ","N HAMLIN AVE and W OHIO ST ","N HAMLIN AVE and W FERDINAND ST "
27,"Street Light Upgrade","ON MADISON FROM S ASHLAND AV (1600 W) TO S HALSTED ST (800 W)",2012,10000,"MADISON","S ASHLAND AV ","S HALSTED ST ","MADISON and S ASHLAND AV ","MADISON and S HALSTED ST "
27,"Traffic Equipment","ON MADISON FROM S ASHLAND AV (1600 W) TO S HALSTED ST (800 W)",2012,10600,"MADISON","S ASHLAND AV ","S HALSTED ST ","MADISON and S ASHLAND AV ","MADISON and S HALSTED ST "
27,"Alley Apron Menu","ON W IOWA ST FROM 3700 W TO N LAWNDALE AVE (3700 W)",2013,12201,"W IOWA ST","3700 W","N LAWNDALE AVE ","3700 W IOWA ST","W IOWA ST and N LAWNDALE AVE "
27,"Curb & Gutter Menu","ON N WHIPPLE ST FROM W FULTON BV (300 N) TO W CARROLL AV (340 N)",2013,143708,"N WHIPPLE ST","W FULTON BV ","W CARROLL AV ","N WHIPPLE ST and W FULTON BV ","N WHIPPLE ST and W CARROLL AV "
27,"Curb & Gutter Menu","ON N WILLARD CT FROM W HURON ST (700 N) TO W CHICAGO AVE (800 N)",2013,31418,"N WILLARD CT","W HURON ST ","W CHICAGO AVE ","N WILLARD CT and W HURON ST ","N WILLARD CT and W CHICAGO AVE "
27,"Sidewalk Menu","ON W KINZIE ST FROM N ARMOUR ST (1500 W) TO N ASHLAND AVE (1600 W)",2013,29180,"W KINZIE ST","N ARMOUR ST ","N ASHLAND AVE ","W KINZIE ST and N ARMOUR ST ","W KINZIE ST and N ASHLAND AVE "
27,"Sidewalk Menu","ON N LAFLIN ST FROM W CARROLL AVE (330 N) TO W ARBOUR PL (400 N)",2013,54391,"N LAFLIN ST","W CARROLL AVE ","W ARBOUR PL ","N LAFLIN ST and W CARROLL AVE ","N LAFLIN ST and W ARBOUR PL "
27,"Sidewalk Menu","ON N MILWAUKEE AVE FROM W CHICAGO AVE (800 N) TO N RACINE AVE (900 N)",2013,10858,"N MILWAUKEE AVE","W CHICAGO AVE ","N RACINE AVE ","N MILWAUKEE AVE and W CHICAGO AVE ","N MILWAUKEE AVE and N RACINE AVE "
27,"Sidewalk Menu","ON N HALSTED ST FROM W KINZIE ST (400 N) TO W KINZIE ST (400 N)",2013,17482,"N HALSTED ST","W KINZIE ST ","W KINZIE ST ","N HALSTED ST and W KINZIE ST ","N HALSTED ST and W KINZIE ST "
27,"Sidewalk Menu","ON W HARRISON ST FROM S FRANCISCO AVE (2900 W) TO S SACRAMENTO BLVD (3000 W)",2013,50848,"W HARRISON ST","S FRANCISCO AVE ","S SACRAMENTO BLVD ","W HARRISON ST and S FRANCISCO AVE ","W HARRISON ST and S SACRAMENTO BLVD "
27,"Sidewalk Menu","ON N ASHLAND AVE FROM W MAYPOLE AV (134 N) TO W LAKE ST (200 N)",2013,18148,"N ASHLAND AVE","W MAYPOLE AV ","W LAKE ST ","N ASHLAND AVE and W MAYPOLE AV ","N ASHLAND AVE and W LAKE ST "
27,"Sidewalk Menu","ON N LAWNDALE AVE FROM W FERDINAND ST (500 N) TO W HARRISON ST (600 S)",2013,1880,"N LAWNDALE AVE","W FERDINAND ST ","W HARRISON ST ","N LAWNDALE AVE and W FERDINAND ST ","N LAWNDALE AVE and W HARRISON ST "
27,"Sidewalk Menu","ON N ELIZABETH ST FROM W HURON ST (700 N) TO W CHICAGO AVE (800 N)",2013,6239,"N ELIZABETH ST","W HURON ST ","W CHICAGO AVE ","N ELIZABETH ST and W HURON ST ","N ELIZABETH ST and W CHICAGO AVE "
27,"Street Cul-de-Sac Menu","ON W HURON ST FROM W TO N TRUMBULL AV (3432 W)",2013,10701,"W HURON ST","W","N TRUMBULL AV ","W HURON ST and W","W HURON ST and N TRUMBULL AV "
27,"Street Resurfacing Menu","ON N CALIFORNIA AVE FROM W FULTON ST (299 N) TO W JACKSON BLVD (300 S)",2013,46693,"N CALIFORNIA AVE","W FULTON ST ","W JACKSON BLVD ","N CALIFORNIA AVE and W FULTON ST ","N CALIFORNIA AVE and W JACKSON BLVD "
27,"Street Resurfacing Menu","ON S ROCKWELL ST FROM W MADISON ST (0 S) TO W ADAMS ST (200 S)",2013,55772,"S ROCKWELL ST","W MADISON ST ","W ADAMS ST ","S ROCKWELL ST and W MADISON ST ","S ROCKWELL ST and W ADAMS ST "
27,"Street Resurfacing Menu","ON N WHIPPLE ST FROM W FULTON BV (300 N) TO W CARROLL AV (340 N)",2013,15336,"N WHIPPLE ST","W FULTON BV ","W CARROLL AV ","N WHIPPLE ST and W FULTON BV ","N WHIPPLE ST and W CARROLL AV "
27,"Street Resurfacing Menu","ON N LARRABEE ST FROM W CHICAGO AVE (800 N) TO W ELM ST (1140 N)",2013,156413,"N LARRABEE ST","W CHICAGO AVE ","W ELM ST ","N LARRABEE ST and W CHICAGO AVE ","N LARRABEE ST and W ELM ST "
27,"Street Resurfacing Menu","ON N WOLCOTT AVE FROM W CARROLL AVE (330 N) TO W LAKE ST (200 N)",2013,28050,"N WOLCOTT AVE","W CARROLL AVE ","W LAKE ST ","N WOLCOTT AVE and W CARROLL AVE ","N WOLCOTT AVE and W LAKE ST "
27,"Street Resurfacing Menu","ON N WOOD ST FROM W CARROLL AVE (330 N) TO W LAKE ST (200 N)",2013,28050,"N WOOD ST","W CARROLL AVE ","W LAKE ST ","N WOOD ST and W CARROLL AVE ","N WOOD ST and W LAKE ST "
27,"Street Resurfacing Menu","ON W CARROLL AVE FROM N LEAVITT ST (2200 W) TO N WOOD ST (1800 W)",2013,75707,"W CARROLL AVE","N LEAVITT ST ","N WOOD ST ","W CARROLL AVE and N LEAVITT ST ","W CARROLL AVE and N WOOD ST "
27,"Street Light Residential","ON N LAWNDALE AVE FROM W CHICAGO AV (800 N) TO W AUGUSTA BV (1000 N)",2013,128000,"N LAWNDALE AVE","W CHICAGO AV ","W AUGUSTA BV ","N LAWNDALE AVE and W CHICAGO AV ","N LAWNDALE AVE and W AUGUSTA BV "
27,"Street Light Residential","ON N CENTRAL PARK AVE FROM W AUGUSTA BV (1000 N) TO W GRAND AV (1172 N)",2013,16000,"N CENTRAL PARK AVE","W AUGUSTA BV ","W GRAND AV ","N CENTRAL PARK AVE and W AUGUSTA BV ","N CENTRAL PARK AVE and W GRAND AV "
27,"Street Light Residential","ON N LAWNDALE AVE FROM W AUGUSTA BV (1000 N) TO W CHICAGO AV (800 N)",2013,16000,"N LAWNDALE AVE","W AUGUSTA BV ","W CHICAGO AV ","N LAWNDALE AVE and W AUGUSTA BV ","N LAWNDALE AVE and W CHICAGO AV "
27,"Street Light Residential","ON N MONTICELLO AVE FROM N CENTRAL PARK BLVD W (420 N) TO W OHIO ST (600 N)",2013,144000,"N MONTICELLO AVE","N CENTRAL PARK BLVD W ","W OHIO ST ","N MONTICELLO AVE and N CENTRAL PARK BLVD W ","N MONTICELLO AVE and W OHIO ST "
27,"Street Light Residential","ON W FULTON BLVD FROM N SACRAMENTO BV (3000 W) TO N KEDZIE AV (3200 W)",2013,16000,"W FULTON BLVD","N SACRAMENTO BV ","BV  TO N KEDZIE AV ","W FULTON BLVD and N SACRAMENTO BV ","W FULTON BLVD and BV  TO N KEDZIE AV "
27,"Street Light Residential","ON N HAMLIN AVE FROM W FERDINAND ST (500 N) TO W OHIO ST (600 N)",2013,8000,"N HAMLIN AVE","W FERDINAND ST ","W OHIO ST ","N HAMLIN AVE and W FERDINAND ST ","N HAMLIN AVE and W OHIO ST "
27,"Street Light Residential","ON N HOMAN AVE FROM W AUGUSTA BV (1000 N) TO W CHICAGO AV (800 N)",2013,16000,"N HOMAN AVE","W AUGUSTA BV ","W CHICAGO AV ","N HOMAN AVE and W AUGUSTA BV ","N HOMAN AVE and W CHICAGO AV "
27,"Street Light Upgrade","ON W EVERGREEN AVE FROM N SEDGWICK ST (400 W) TO N WELLS ST (200 W)",2013,3150,"W EVERGREEN AVE","N SEDGWICK ST ","N WELLS ST ","W EVERGREEN AVE and N SEDGWICK ST ","W EVERGREEN AVE and N WELLS ST "
27,"Street Light Upgrade","ON W GOETHE ST FROM N SEDGWICK ST (400 W) TO N WELLS ST (200 W)",2013,2762,"W GOETHE ST","N SEDGWICK ST ","N WELLS ST ","W GOETHE ST and N SEDGWICK ST ","W GOETHE ST and N WELLS ST "
27,"Sidewalk Menu","ON W HURON ST FROM N CARPENTER ST (1030 W) TO N ABERDEEN ST (1050 W)",2014,12809,"W HURON ST","N CARPENTER ST ","N ABERDEEN ST ","W HURON ST and N CARPENTER ST ","W HURON ST and N ABERDEEN ST "
27,"Sidewalk Menu","ON W AUGUSTA BLVD FROM N GREENVIEW AVE (1500 W) TO N ASHLAND AVE (1600 W)",2014,8917,"W AUGUSTA BLVD","N GREENVIEW AVE ","N ASHLAND AVE ","W AUGUSTA BLVD and N GREENVIEW AVE ","W AUGUSTA BLVD and N ASHLAND AVE "
27,"Sidewalk Menu","ON W IOWA ST FROM N CENTRAL PARK AVE (3600 W) TO N DRAKE AVE (3540 W)",2014,7463,"W IOWA ST","N CENTRAL PARK AVE ","N DRAKE AVE ","W IOWA ST and N CENTRAL PARK AVE ","W IOWA ST and N DRAKE AVE "
27,"Sidewalk Menu","ON W CORTEZ ST FROM N MILWAUKEE AVE (1300 W) TO N WILLARD CT (1226 W)",2014,4335,"W CORTEZ ST","N MILWAUKEE AVE ","N WILLARD CT ","W CORTEZ ST and N MILWAUKEE AVE ","W CORTEZ ST and N WILLARD CT "
