"ward","type","location","year","est_cost","main_street","from_street","to_street","from_intersection","to_intersection"
27,"Sidewalk Menu","ON W CHICAGO AVE FROM N MORGAN ST (1000 W) TO N SANGAMON ST (940 W)",2014,12721,"W CHICAGO AVE","N MORGAN ST ","N SANGAMON ST ","W CHICAGO AVE and N MORGAN ST ","W CHICAGO AVE and N SANGAMON ST "
27,"Sidewalk Menu","ON W MADISON ST FROM N LEAVITT ST (2200 W) TO N HOYNE AVE (2100 W)",2014,73763,"W MADISON ST","N LEAVITT ST ","N HOYNE AVE ","W MADISON ST and N LEAVITT ST ","W MADISON ST and N HOYNE AVE "
27,"Sidewalk Menu","ON N TRUMBULL AVE FROM W HURON ST (700 N) TO W CHICAGO AVE (800 N)",2014,1943,"N TRUMBULL AVE","W HURON ST ","W CHICAGO AVE ","N TRUMBULL AVE and W HURON ST ","N TRUMBULL AVE and W CHICAGO AVE "
27,"Sidewalk Menu","ON W FULTON ST FROM N ALBANY AVE (3100 W) TO N KEDZIE AVE (3200 W)",2014,21432,"W FULTON ST","N ALBANY AVE ","N KEDZIE AVE ","W FULTON ST and N ALBANY AVE ","W FULTON ST and N KEDZIE AVE "
27,"Sidewalk Menu","ON S RACINE AVE FROM W MONROE ST (100 S) TO W ADAMS ST (200 S)",2014,29716,"S RACINE AVE","W MONROE ST ","W ADAMS ST ","S RACINE AVE and W MONROE ST ","S RACINE AVE and W ADAMS ST "
27,"Sidewalk Menu","ON W MONROE ST FROM S OAKLEY BLVD (2300 W) TO S BELL AVE (2240 W)",2014,927,"W MONROE ST","S OAKLEY BLVD ","S BELL AVE ","W MONROE ST and S OAKLEY BLVD ","W MONROE ST and S BELL AVE "
27,"Sidewalk Menu","ON N RIDGEWAY AVE FROM W CHICAGO AVE (800 N) TO W IOWA ST (900 N)",2014,5541,"N RIDGEWAY AVE","W CHICAGO AVE ","W IOWA ST ","N RIDGEWAY AVE and W CHICAGO AVE ","N RIDGEWAY AVE and W IOWA ST "
27,"Sidewalk Menu","ON W HURON ST FROM N PEORIA ST (900 W) TO N GREEN ST (830 W)",2014,24350,"W HURON ST","N PEORIA ST ","N GREEN ST ","W HURON ST and N PEORIA ST ","W HURON ST and N GREEN ST "
27,"Sidewalk Menu","ON N ASHLAND AVE FROM W MAYPOLE AVE (140 N) TO W LAKE ST (200 N)",2014,1224,"N ASHLAND AVE","W MAYPOLE AVE ","W LAKE ST ","N ASHLAND AVE and W MAYPOLE AVE ","N ASHLAND AVE and W LAKE ST "
27,"Sidewalk Menu","ON N CARPENTER ST FROM W GRAND AVE (500 N) TO W HUBBARD ST (440 N)",2014,5396,"N CARPENTER ST","W GRAND AVE ","W HUBBARD ST ","N CARPENTER ST and W GRAND AVE ","N CARPENTER ST and W HUBBARD ST "
27,"Sidewalk Menu","ON N OAKLEY AVE FROM W MADISON ST (0 S) TO W MONROE ST (100 S)",2014,2602,"N OAKLEY AVE","W MADISON ST ","W MONROE ST ","N OAKLEY AVE and W MADISON ST ","N OAKLEY AVE and W MONROE ST "
27,"Sidewalk Menu","ON N ALBANY AVE FROM W OHIO ST (600 N) TO W HURON ST (700 N)",2014,917,"N ALBANY AVE","W OHIO ST ","W HURON ST ","N ALBANY AVE and W OHIO ST ","N ALBANY AVE and W HURON ST "
27,"Sidewalk Menu","ON N SEDGWICK ST FROM W SCHILLER ST (1400 N) TO W BLACKHAWK ST (1500 N)",2014,10700,"N SEDGWICK ST","W SCHILLER ST ","W BLACKHAWK ST ","N SEDGWICK ST and W SCHILLER ST ","N SEDGWICK ST and W BLACKHAWK ST "
27,"Sidewalk Menu","ON W OHIO ST FROM N AVERS AVE (3830 W) TO N SPRINGFIELD AVE (3900 W)",2014,28592,"W OHIO ST","N AVERS AVE ","N SPRINGFIELD AVE ","W OHIO ST and N AVERS AVE ","W OHIO ST and N SPRINGFIELD AVE "
27,"Sidewalk Menu","ON W WALNUT ST FROM N MOZART ST (2830 W) TO N CALIFORNIA AVE (2800 W)",2014,6583,"W WALNUT ST","N MOZART ST ","N CALIFORNIA AVE ","W WALNUT ST and N MOZART ST ","W WALNUT ST and N CALIFORNIA AVE "
27,"Sidewalk Menu","ON W KINZIE ST FROM N ARMOUR ST (1500 W) TO N ADA ST (1350 W)",2014,20562,"W KINZIE ST","N ARMOUR ST ","N ADA ST ","W KINZIE ST and N ARMOUR ST ","W KINZIE ST and N ADA ST "
27,"Street Cul-de-Sac Menu","ON N LARRABEE ST FROM 930 N TO N CROSBY ST (930 N)",2014,180050,"N LARRABEE ST","930 N","N CROSBY ST ","930 N LARRABEE ST","N LARRABEE ST and N CROSBY ST "
27,"Street Resurfacing Menu","ON N ADA ST FROM W MADISON ST (0 S) TO W WASHINGTON BLVD (100 N)",2014,32594,"N ADA ST","W MADISON ST ","W WASHINGTON BLVD ","N ADA ST and W MADISON ST ","N ADA ST and W WASHINGTON BLVD "
27,"Street Resurfacing Menu","ON N WIELAND ST FROM W NORTH AVE (1600 N) TO W SCHILLER ST (1400 N)",2014,63953,"N WIELAND ST","W NORTH AVE ","W SCHILLER ST ","N WIELAND ST and W NORTH AVE ","N WIELAND ST and W SCHILLER ST "
27,"Street Resurfacing Menu","ON N THROOP ST FROM W MADISON ST (0 S) TO W WASHINGTON BLVD (100 N)",2014,32665,"N THROOP ST","W MADISON ST ","W WASHINGTON BLVD ","N THROOP ST and W MADISON ST ","N THROOP ST and W WASHINGTON BLVD "
27,"Street Resurfacing Menu","ON W CHESTNUT ST FROM N SANGAMON ST (1000 W) TO N PEORIA ST (930 W)",2014,29368,"W CHESTNUT ST","N SANGAMON ST ","N PEORIA ST ","W CHESTNUT ST and N SANGAMON ST ","W CHESTNUT ST and N PEORIA ST "
27,"Street Resurfacing Menu","ON N CENTRAL PARK BLVD FROM W CARROLL AVE (338 N) TO W FRANKLIN BLVD (459 N)",2014,42921,"N CENTRAL PARK BLVD","W CARROLL AVE ","W FRANKLIN BLVD ","N CENTRAL PARK BLVD and W CARROLL AVE ","N CENTRAL PARK BLVD and W FRANKLIN BLVD "
27,"Street Resurfacing Menu","ON N GREEN ST FROM W ERIE ST (640 N) TO W ANCONA ST (660 N)",2014,62402,"N GREEN ST","W ERIE ST ","W ANCONA ST ","N GREEN ST and W ERIE ST ","N GREEN ST and W ANCONA ST "
27,"Street Resurfacing Menu","ON N AVERS AVE FROM W AUGUSTA BLVD (1000 N) TO W THOMAS ST (1100 N)",2014,43194,"N AVERS AVE","W AUGUSTA BLVD ","W THOMAS ST ","N AVERS AVE and W AUGUSTA BLVD ","N AVERS AVE and W THOMAS ST "
27,"Street Resurfacing Menu","ON N NORTH PARK AVE FROM W SCHILLER ST (1400 N) TO W NORTH AVE (1600 N)",2014,95774,"N NORTH PARK AVE","W SCHILLER ST ","W NORTH AVE ","N NORTH PARK AVE and W SCHILLER ST ","N NORTH PARK AVE and W NORTH AVE "
27,"Street Speed Hump Menu","ON N TROY ST FROM W OHIO ST (600 N) TO W HURON ST (700 N)",2014,3700,"N TROY ST","W OHIO ST ","W HURON ST ","N TROY ST and W OHIO ST ","N TROY ST and W HURON ST "
27,"Street Speed Hump Menu","ON W ADAMS ST FROM S OAKLEY BLVD (2300 W) TO S WESTERN AVE (2400 W)",2014,3700,"W ADAMS ST","S OAKLEY BLVD ","S WESTERN AVE ","W ADAMS ST and S OAKLEY BLVD ","W ADAMS ST and S WESTERN AVE "
27,"Street Speed Hump Menu","ON N AVERS AVE FROM W AUGUSTA BLVD (1000 N) TO W DIVISION ST (1200 N)",2014,3700,"N AVERS AVE","W AUGUSTA BLVD ","W DIVISION ST ","N AVERS AVE and W AUGUSTA BLVD ","N AVERS AVE and W DIVISION ST "
27,"Street Speed Hump Menu","ON N HARDING AVE FROM W HURON ST (700 N) TO W CHICAGO AVE (800 N)",2014,3700,"N HARDING AVE","W HURON ST ","W CHICAGO AVE ","N HARDING AVE and W HURON ST ","N HARDING AVE and W CHICAGO AVE "
27,"Street Speed Hump Menu","ON N NOBLE ST FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N)",2014,3700,"N NOBLE ST","W THOMAS ST ","W DIVISION ST ","N NOBLE ST and W THOMAS ST ","N NOBLE ST and W DIVISION ST "
27,"Street Speed Hump Menu","ON N ST LOUIS AVE FROM W IOWA ST (900 N) TO W AUGUSTA BLVD (1000 N)",2014,3700,"N ST LOUIS AVE","W IOWA ST ","W AUGUSTA BLVD ","N ST LOUIS AVE and W IOWA ST ","N ST LOUIS AVE and W AUGUSTA BLVD "
27,"Street Speed Hump Menu","ON N RACINE AVE FROM W GRAND AVE (500 N) TO W KINZIE ST (400 N)",2014,1850,"N RACINE AVE","W GRAND AVE ","W KINZIE ST ","N RACINE AVE and W GRAND AVE ","N RACINE AVE and W KINZIE ST "
27,"Street Speed Hump Menu","ON N MONTICELLO AVE FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N)",2014,3700,"N MONTICELLO AVE","W THOMAS ST ","W DIVISION ST ","N MONTICELLO AVE and W THOMAS ST ","N MONTICELLO AVE and W DIVISION ST "
27,"Street Light Residential","ON N MONTICELLO AVE FROM W CHICAGO AVE (800 N) TO W AUGUSTA BLVD (1000 N)",2014,144000,"N MONTICELLO AVE","W CHICAGO AVE ","W AUGUSTA BLVD ","N MONTICELLO AVE and W CHICAGO AVE ","N MONTICELLO AVE and W AUGUSTA BLVD "
27,"Street Light Residential","ON N RIDGEWAY AVE FROM W OHIO ST (600 N) TO W CHICAGO AVE (800 N)",2014,144000,"N RIDGEWAY AVE","W OHIO ST ","W CHICAGO AVE ","N RIDGEWAY AVE and W OHIO ST ","N RIDGEWAY AVE and W CHICAGO AVE "
27,"Street Light Residential","ON W ELM ST FROM N CROSBY ST (700 W) TO N LARRABEE ST (600 W)",2014,4000,"W ELM ST","N CROSBY ST ","N LARRABEE ST ","W ELM ST and N CROSBY ST ","W ELM ST and N LARRABEE ST "
27,"Street Light Residential","ON N HOWE ST FROM W DIVISION ST (1200 N) TO W ELM ST (1150 N)",2014,4000,"N HOWE ST","W DIVISION ST ","W ELM ST ","N HOWE ST and W DIVISION ST ","N HOWE ST and W ELM ST "
27,"Sidewalk Menu","ON W IOWA ST FROM N DRAKE AVE (3540 W) TO N CENTRAL PARK AVE (3600 W)",2015,9624,"W IOWA ST","N DRAKE AVE ","N CENTRAL PARK AVE ","W IOWA ST and N DRAKE AVE ","W IOWA ST and N CENTRAL PARK AVE "
27,"Sidewalk Menu","ON W FRANKLIN BLVD FROM N KEDZIE AVE (3199 W) TO N ALBANY AVE (3099 W)",2015,30525,"W FRANKLIN BLVD","N KEDZIE AVE ","N ALBANY AVE ","W FRANKLIN BLVD and N KEDZIE AVE ","W FRANKLIN BLVD and N ALBANY AVE "
27,"Sidewalk Menu","ON W JACKSON BLVD FROM S PAULINA ST (1700 W) TO S ASHLAND AVE (1600 W)",2015,9898,"W JACKSON BLVD","S PAULINA ST ","S ASHLAND AVE ","W JACKSON BLVD and S PAULINA ST ","W JACKSON BLVD and S ASHLAND AVE "
27,"Sidewalk Menu","ON N MAY ST FROM W WASHINGTON BLVD (100 N) TO W RANDOLPH ST S (150 N)",2015,7962,"N MAY ST","W WASHINGTON BLVD ","W RANDOLPH ST S ","N MAY ST and W WASHINGTON BLVD ","N MAY ST and W RANDOLPH ST S "
27,"Sidewalk Menu","ON N MORGAN ST FROM W WASHINGTON BLVD (100 N) TO W RANDOLPH ST N (150 N)",2015,26479,"N MORGAN ST","W WASHINGTON BLVD ","W RANDOLPH ST N ","N MORGAN ST and W WASHINGTON BLVD ","N MORGAN ST and W RANDOLPH ST N "
27,"Sidewalk Menu","ON N MONTICELLO AVE FROM W GARFIELD SQUARE DR (520 N) TO W OHIO ST (600 N)",2015,4266,"N MONTICELLO AVE","W GARFIELD SQUARE DR ","W OHIO ST ","N MONTICELLO AVE and W GARFIELD SQUARE DR ","N MONTICELLO AVE and W OHIO ST "
27,"Sidewalk Menu","ON N ASHLAND AVE FROM W FULTON ST (300 N) TO W WALNUT ST (230 N)",2015,29737,"N ASHLAND AVE","W FULTON ST ","W WALNUT ST ","N ASHLAND AVE and W FULTON ST ","N ASHLAND AVE and W WALNUT ST "
27,"Street Resurfacing Menu","ON N RACINE AVE FROM W LAKE ST (200 N) TO W CARROLL AVE (340 N)",2015,59575,"N RACINE AVE","W LAKE ST ","W CARROLL AVE ","N RACINE AVE and W LAKE ST ","N RACINE AVE and W CARROLL AVE "
27,"Street Resurfacing Menu","ON W CARROLL AVE FROM N RACINE AVE (1200 W) TO N ELIZABETH ST (1300 W)",2015,64670,"W CARROLL AVE","N RACINE AVE ","N ELIZABETH ST ","W CARROLL AVE and N RACINE AVE ","W CARROLL AVE and N ELIZABETH ST "
27,"Street Resurfacing Menu","ON N HAMLIN AVE FROM W CHICAGO AVE (800 N) TO W IOWA ST (899 N)",2015,75135,"N HAMLIN AVE","W CHICAGO AVE ","W IOWA ST ","N HAMLIN AVE and W CHICAGO AVE ","N HAMLIN AVE and W IOWA ST "
27,"Street Resurfacing Menu","ON W OHIO ST FROM N AVERS AVE (3830 W) TO N DRAKE AVE (3540 W)",2015,202414,"W OHIO ST","N AVERS AVE ","N DRAKE AVE ","W OHIO ST and N AVERS AVE ","W OHIO ST and N DRAKE AVE "
27,"Street Resurfacing Menu","ON W EVERGREEN AVE FROM N NORTH PARK AVE (300 W) TO N SEDGWICK ST (400 W)",2015,1105,"W EVERGREEN AVE","N NORTH PARK AVE ","N SEDGWICK ST ","W EVERGREEN AVE and N NORTH PARK AVE ","W EVERGREEN AVE and N SEDGWICK ST "
27,"Street Resurfacing Menu","ON N ABERDEEN ST FROM W GRAND AVE (500 N) TO W KINZIE ST (400 N)",2015,60503,"N ABERDEEN ST","W GRAND AVE ","W KINZIE ST ","N ABERDEEN ST and W GRAND AVE ","N ABERDEEN ST and W KINZIE ST "
27,"Street Resurfacing Menu","ON N CLAREMONT AVE FROM W FULTON ST (300 N) TO W KINZIE ST (400 N)",2015,54141,"N CLAREMONT AVE","W FULTON ST ","W KINZIE ST ","N CLAREMONT AVE and W FULTON ST ","N CLAREMONT AVE and W KINZIE ST "
27,"Street Speed Hump Menu","ON W WALNUT ST FROM N ALBANY AVE (3100 W) TO N KEDZIE AVE (3200 W)",2015,3700,"W WALNUT ST","N ALBANY AVE ","N KEDZIE AVE ","W WALNUT ST and N ALBANY AVE ","W WALNUT ST and N KEDZIE AVE "
27,"Street Speed Hump Menu","ON N LESSING ST FROM W CHICAGO AVE (800 N) TO W FRY ST (840 N)",2015,1850,"N LESSING ST","W CHICAGO AVE ","W FRY ST ","N LESSING ST and W CHICAGO AVE ","N LESSING ST and W FRY ST "
27,"Street Speed Hump Menu","ON N NORTH PARK AVE FROM W SCHILLER ST (1400 N) TO W NORTH AVE (1600 N)",2015,1850,"N NORTH PARK AVE","W SCHILLER ST ","W NORTH AVE ","N NORTH PARK AVE and W SCHILLER ST ","N NORTH PARK AVE and W NORTH AVE "
27,"Street Speed Hump Menu","ON N ST LOUIS AVE FROM W HURON ST (700 N) TO W CHICAGO AVE (800 N)",2015,3700,"N ST LOUIS AVE","W HURON ST ","W CHICAGO AVE ","N ST LOUIS AVE and W HURON ST ","N ST LOUIS AVE and W CHICAGO AVE "
27,"Street Speed Hump Menu","ON N LOREL AVE FROM W OHIO ST (600 N) TO W HURON ST (700 N)",2015,1850,"N LOREL AVE","W OHIO ST ","W HURON ST ","N LOREL AVE and W OHIO ST ","N LOREL AVE and W HURON ST "
27,"Street Light Upgrade","ON S LEAVITT ST FROM W 27TH ST (2700 S) TO S BLUE ISLAND AVE (2520 S)",2015,1600,"S LEAVITT ST","W 27TH ST ","S BLUE ISLAND AVE ","S LEAVITT ST and W 27TH ST ","S LEAVITT ST and S BLUE ISLAND AVE "
27,"Street Light Piggy Back","ON N ADA ST FROM W MADISON ST (0 S) TO W WASHINGTON BLVD (100 N)",2015,78000,"N ADA ST","W MADISON ST ","W WASHINGTON BLVD ","N ADA ST and W MADISON ST ","N ADA ST and W WASHINGTON BLVD "
27,"Street Light Piggy Back","ON N THROOP ST FROM W WASHINGTON BLVD (100 N) TO W MADISON ST (0 S)",2015,78000,"N THROOP ST","W WASHINGTON BLVD ","W MADISON ST ","N THROOP ST and W WASHINGTON BLVD ","N THROOP ST and W MADISON ST "
27,"Street Light Residential","ON N HAMLIN AVE FROM W DIVISION ST (1200 N) TO W GRAND AVE (1298 N)",2015,78000,"N HAMLIN AVE","W DIVISION ST ","W GRAND AVE ","N HAMLIN AVE and W DIVISION ST ","N HAMLIN AVE and W GRAND AVE "
27,"Alley Apron Menu","ON W OHIO ST FROM N CHRISTIANA AVE (3330 W) TO N SPAULDING AVE (3300 W)",2016,11915.8,"W OHIO ST","N CHRISTIANA AVE ","N SPAULDING AVE ","W OHIO ST and N CHRISTIANA AVE ","W OHIO ST and N SPAULDING AVE "
27,"Curb & Gutter Menu","ON S RICHMOND ST FROM W JACKSON BLVD (300 S) TO W VAN BUREN ST (400 S)",2016,1529.82,"S RICHMOND ST","W JACKSON BLVD ","W VAN BUREN ST ","S RICHMOND ST and W JACKSON BLVD ","S RICHMOND ST and W VAN BUREN ST "
27,"Curb & Gutter Menu","ON N NORTH PARK AVE FROM W SCHILLER ST (1400 N) TO W NORTH AVE (1600 N)",2016,3176.16,"N NORTH PARK AVE","W SCHILLER ST ","W NORTH AVE ","N NORTH PARK AVE and W SCHILLER ST ","N NORTH PARK AVE and W NORTH AVE "
27,"Pavement Markings Menu","ON W OGDEN AVE FROM N RACINE AVE (1200 W) TO N MILWAUKEE AVE (1100 W)",2016,2400,"W OGDEN AVE","N RACINE AVE ","N MILWAUKEE AVE ","W OGDEN AVE and N RACINE AVE ","W OGDEN AVE and N MILWAUKEE AVE "
27,"Sidewalk Menu","ON N GREEN ST FROM W HUBBARD ST (440 N) TO W GRAND AVE (500 N)",2016,49694.24,"N GREEN ST","W HUBBARD ST ","W GRAND AVE ","N GREEN ST and W HUBBARD ST ","N GREEN ST and W GRAND AVE "
27,"Sidewalk Menu","ON N ABERDEEN ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,88431.53,"N ABERDEEN ST","W KINZIE ST ","W HUBBARD ST ","N ABERDEEN ST and W KINZIE ST ","N ABERDEEN ST and W HUBBARD ST "
27,"Sidewalk Menu","ON N SANGAMON ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,58428.9,"N SANGAMON ST","W KINZIE ST ","W HUBBARD ST ","N SANGAMON ST and W KINZIE ST ","N SANGAMON ST and W HUBBARD ST "
27,"Sidewalk Menu","ON W FRANKLIN BLVD S FROM N KEDZIE AVE (3200 W) TO N TROY ST (3130 W)",2016,2668.91,"W FRANKLIN BLVD S","N KEDZIE AVE ","N TROY ST ","W FRANKLIN BLVD S and N KEDZIE AVE ","W FRANKLIN BLVD S and N TROY ST "
27,"Sidewalk Menu","ON N HUDSON AVE FROM W EVERGREEN AVE (1340 N) TO W BLACKHAWK ST (1500 N)",2016,156198.96,"N HUDSON AVE","W EVERGREEN AVE ","W BLACKHAWK ST ","N HUDSON AVE and W EVERGREEN AVE ","N HUDSON AVE and W BLACKHAWK ST "
27,"Street Light Residential Staggered Piggy Back Menu","ON N RIDGEWAY AVE FROM W AUGUSTA BLVD (1000 N) TO W DIVISION ST (1200 N)",2016,156000,"N RIDGEWAY AVE","W AUGUSTA BLVD ","W DIVISION ST ","N RIDGEWAY AVE and W AUGUSTA BLVD ","N RIDGEWAY AVE and W DIVISION ST "
27,"Street Light Upgrade Menu","ON E HUBBARD ST FROM N DESPLAINES ST (640 W) TO N UNION AVE (700 W)",2016,2000,"E HUBBARD ST","N DESPLAINES ST ","N UNION AVE ","E HUBBARD ST and N DESPLAINES ST ","E HUBBARD ST and N UNION AVE "
27,"Street Resurfacing Menu (1-5)","ON W EVERGREEN AVE FROM N NORTH PARK AVE (300 W) TO N SEDGWICK ST (400 W)",2016,42708.59,"W EVERGREEN AVE","N NORTH PARK AVE ","N SEDGWICK ST ","W EVERGREEN AVE and N NORTH PARK AVE ","W EVERGREEN AVE and N SEDGWICK ST "
27,"Street Resurfacing Menu (1-5)","ON N GREEN ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,12204.85,"N GREEN ST","W KINZIE ST ","W HUBBARD ST ","N GREEN ST and W KINZIE ST ","N GREEN ST and W HUBBARD ST "
27,"Street Resurfacing Menu","ON W MAYPOLE AVE FROM N ASHLAND AVE (1600 W) TO N PAULINA ST (1700 W)",2016,66767.85,"W MAYPOLE AVE","N ASHLAND AVE ","N PAULINA ST ","W MAYPOLE AVE and N ASHLAND AVE ","W MAYPOLE AVE and N PAULINA ST "
27,"Street Resurfacing Menu","ON N NOBLE ST FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N)",2016,38915.55,"N NOBLE ST","W LE MOYNE ST ","W NORTH AVE ","N NOBLE ST and W LE MOYNE ST ","N NOBLE ST and W NORTH AVE "
27,"Street Resurfacing Menu","ON N MAY ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,28963.01,"N MAY ST","W KINZIE ST ","W HUBBARD ST ","N MAY ST and W KINZIE ST ","N MAY ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N RACINE AVE FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,9896,"N RACINE AVE","W KINZIE ST ","W HUBBARD ST ","N RACINE AVE and W KINZIE ST ","N RACINE AVE and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N RACINE AVE FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,24000,"N RACINE AVE","W KINZIE ST ","W HUBBARD ST ","N RACINE AVE and W KINZIE ST ","N RACINE AVE and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N ABERDEEN ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,11100,"N ABERDEEN ST","W KINZIE ST ","W HUBBARD ST ","N ABERDEEN ST and W KINZIE ST ","N ABERDEEN ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N ABERDEEN ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,15000,"N ABERDEEN ST","W KINZIE ST ","W HUBBARD ST ","N ABERDEEN ST and W KINZIE ST ","N ABERDEEN ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N CARPENTER ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,13398,"N CARPENTER ST","W KINZIE ST ","W HUBBARD ST ","N CARPENTER ST and W KINZIE ST ","N CARPENTER ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N CARPENTER ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,18000,"N CARPENTER ST","W KINZIE ST ","W HUBBARD ST ","N CARPENTER ST and W KINZIE ST ","N CARPENTER ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N SANGAMON ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,10567,"N SANGAMON ST","W KINZIE ST ","W HUBBARD ST ","N SANGAMON ST and W KINZIE ST ","N SANGAMON ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N SANGAMON ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,15000,"N SANGAMON ST","W KINZIE ST ","W HUBBARD ST ","N SANGAMON ST and W KINZIE ST ","N SANGAMON ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N PEORIA ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (430 N)",2016,21247,"N PEORIA ST","W KINZIE ST ","W HUBBARD ST ","N PEORIA ST and W KINZIE ST ","N PEORIA ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N PEORIA ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (430 N)",2016,18000,"N PEORIA ST","W KINZIE ST ","W HUBBARD ST ","N PEORIA ST and W KINZIE ST ","N PEORIA ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N GREEN ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,1428,"N GREEN ST","W KINZIE ST ","W HUBBARD ST ","N GREEN ST and W KINZIE ST ","N GREEN ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N GREEN ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,12000,"N GREEN ST","W KINZIE ST ","W HUBBARD ST ","N GREEN ST and W KINZIE ST ","N GREEN ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N HALSTED ST FROM W WAYMAN ST (320 N) TO W HUBBARD ST (440 N)",2016,13564,"N HALSTED ST","W WAYMAN ST ","W HUBBARD ST ","N HALSTED ST and W WAYMAN ST ","N HALSTED ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N HALSTED ST FROM W WAYMAN ST (320 N) TO W HUBBARD ST (440 N)",2016,42000,"N HALSTED ST","W WAYMAN ST ","W HUBBARD ST ","N HALSTED ST and W WAYMAN ST ","N HALSTED ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N MAY ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,10246,"N MAY ST","W KINZIE ST ","W HUBBARD ST ","N MAY ST and W KINZIE ST ","N MAY ST and W HUBBARD ST "
27,"Viaduct Improvement Menu","ON N MAY ST FROM W KINZIE ST (400 N) TO W HUBBARD ST (440 N)",2016,9000,"N MAY ST","W KINZIE ST ","W HUBBARD ST ","N MAY ST and W KINZIE ST ","N MAY ST and W HUBBARD ST "
27,"Sidewalk Menu","ON N SEDGWICK ST FROM W EVERGREEN AVE (1340 N) TO W BLACKHAWK ST (1500 N)",2017,191421.23,"N SEDGWICK ST","W EVERGREEN AVE ","W BLACKHAWK ST ","N SEDGWICK ST and W EVERGREEN AVE ","N SEDGWICK ST and W BLACKHAWK ST "
27,"Sidewalk Menu","ON W OAK ST FROM N CLEVELAND AVE (500 W) TO N CAMBRIDGE AVE (520 W)",2017,9477.77,"W OAK ST","N CLEVELAND AVE ","N CAMBRIDGE AVE ","W OAK ST and N CLEVELAND AVE ","W OAK ST and N CAMBRIDGE AVE "
27,"Street Light Residential Staggered Piggy Back Menu","ON N CENTRAL PARK AVE FROM W AUGUSTA BLVD (1000 N) TO W CHICAGO AVE (800 N)",2017,196000,"N CENTRAL PARK AVE","W AUGUSTA BLVD ","W CHICAGO AVE ","N CENTRAL PARK AVE and W AUGUSTA BLVD ","N CENTRAL PARK AVE and W CHICAGO AVE "
27,"Street Light Residential Staggered Piggy Back Menu","ON N THROOP ST FROM W MONROE ST (100 S) TO W MADISON ST (0 S)",2017,90000,"N THROOP ST","W MONROE ST ","W MADISON ST ","N THROOP ST and W MONROE ST ","N THROOP ST and W MADISON ST "
27,"Street Resurfacing Menu (1-5)","ON N ELIZABETH ST FROM W CHESTNUT ST (900 N) TO W WALTON ST (930 N)",2017,23706.43,"N ELIZABETH ST","W CHESTNUT ST ","W WALTON ST ","N ELIZABETH ST and W CHESTNUT ST ","N ELIZABETH ST and W WALTON ST "
27,"Street Resurfacing Menu","ON W WALTON ST FROM N ELIZABETH ST (1300 W) TO N NOBLE ST (1400 W)",2017,38971.41,"W WALTON ST","N ELIZABETH ST ","N NOBLE ST ","W WALTON ST and N ELIZABETH ST ","W WALTON ST and N NOBLE ST "
27,"Street Resurfacing Menu","ON W OAK ST FROM N ORLEANS ST (340 W) TO N HUDSON AVE (433 W)",2017,16423.43,"W OAK ST","N ORLEANS ST ","N HUDSON AVE ","W OAK ST and N ORLEANS ST ","W OAK ST and N HUDSON AVE "
