"ward","type","location","year","est_cost","id","start_address","end_address"
14,"Curb & Gutter Menu","5241-5249 S CHRISTIANA AVE",2022,13331.11,12221,"5241 S CHRISTIANA AVE","5249 S CHRISTIANA AVE"
14,"Sidewalk Menu","3421-3423 W 54TH PL",2022,9300.52,12225,"3421 W 54TH PL","3423 W 54TH PL"
14,"Sidewalk Menu","4151-4153 W 47TH ST",2022,12713.08,12227,"4151 W 47TH ST","4153 W 47TH ST"
14,"Sidewalk Menu","4313-4325 S KEELER AVE",2022,9299.58,12228,"4313 S KEELER AVE","4325 S KEELER AVE"
14,"Sidewalk Menu","4752-4754 S KEELER AVE",2022,4820.18,12230,"4752 S KEELER AVE","4754 S KEELER AVE"
14,"Sidewalk Menu","4828-4842 S KOLIN AVE",2022,16840.96,12231,"4828 S KOLIN AVE","4842 S KOLIN AVE"
14,"Sidewalk Menu","4947-4955 S KARLOV AVE",2022,8963.28,12234,"4947 S KARLOV AVE","4955 S KARLOV AVE"
14,"Sidewalk Menu","5114-5122 S CHRISTIANA AVE",2022,8209.32,12236,"5114 S CHRISTIANA AVE","5122 S CHRISTIANA AVE"
14,"Sidewalk Menu","5138-5158 S NASHVILLE AVE",2022,8251.74,12237,"5138 S NASHVILLE AVE","5158 S NASHVILLE AVE"
14,"Sidewalk Menu","5151-5159 S LOREL AVE",2022,21256.4,12238,"5151 S LOREL AVE","5159 S LOREL AVE"
14,"Sidewalk Menu","5153-5157 S LATROBE AVE",2022,21975.85,12239,"5153 S LATROBE AVE","5157 S LATROBE AVE"
14,"Sidewalk Menu","5204-5220 S MASON AVE",2022,12824.71,12243,"5204 S MASON AVE","5220 S MASON AVE"
14,"Sidewalk Menu","5228-5234 S MERRIMAC AVE",2022,4747.14,12245,"5228 S MERRIMAC AVE","5234 S MERRIMAC AVE"
14,"Sidewalk Menu","5233-5241 S MERRIMAC AVE",2022,5533.02,12246,"5233 S MERRIMAC AVE","5241 S MERRIMAC AVE"
14,"Street Light Upgrade Menu","3910-3914 W 47TH ST",2022,194.3,12255,"3910 W 47TH ST","3914 W 47TH ST"
15,"Alley Resurfacing Menu","1900-1928 W 59TH ST",2018,31055.35,12862,"1900 W 59TH ST","1928 W 59TH ST"
15,"Street Resurfacing Menu","5600-5604 S FAIRFIELD AVE",2018,6940.84,12881,"5600 S FAIRFIELD AVE","5604 S FAIRFIELD AVE"
16,"Sidewalk Menu","6353-6357 S MARSHFIELD AVE",2017,29366.3,13649,"6353 S MARSHFIELD AVE","6357 S MARSHFIELD AVE"
16,"Sidewalk Menu","1300-1302 W 64TH ST",2017,1468.75,13663,"1300 W 64TH ST","1302 W 64TH ST"
16,"Street Resurfacing Menu","6600-6610 S LAFLIN ST",2017,7452.17,13671,"6600 S LAFLIN ST","6610 S LAFLIN ST"
16,"Sidewalk Menu","6000-6020 S LAFLIN ST",2018,28607.28,13680,"6000 S LAFLIN ST","6020 S LAFLIN ST"
16,"Street Resurfacing Menu","6600-6610 S LAFLIN ST",2018,3146.55,13699,"6600 S LAFLIN ST","6610 S LAFLIN ST"
16,"Sidewalk Menu","2115-2143 W 53RD PL",2019,35232.01,13703,"2115 W 53RD PL","2143 W 53RD PL"
16,"Miscellaneous CDOT Projects","718-722 W 60TH PL",2021,300,13742,"718 W 60TH PL","722 W 60TH PL"
17,"Curb & Gutter Menu","8128-8130 S WINCHESTER AVE",2015,8233,14215,"8128 S WINCHESTER AVE","8130 S WINCHESTER AVE"
17,"Sidewalk Menu","3501-3507 W 72ND ST",2017,8455.87,14271,"3501 W 72ND ST","3507 W 72ND ST"
17,"Sidewalk Menu","3518-3520 W 74TH ST",2017,3969.37,14273,"3518 W 74TH ST","3520 W 74TH ST"
17,"Sidewalk Menu","3455-3459 W 73RD ST",2017,4071.39,14274,"3455 W 73RD ST","3459 W 73RD ST"
17,"Sidewalk Menu","7424-7426 S PEORIA ST",2017,819.22,14275,"7424 S PEORIA ST","7426 S PEORIA ST"
17,"Sidewalk Menu","6634-6636 S ALBANY AVE",2017,5947.54,14281,"6634 S ALBANY AVE","6636 S ALBANY AVE"
17,"Street Resurfacing Menu (1-5)","7600-7900 S WOOD ST",2017,134818.4,14283,"7600 S WOOD ST","7900 S WOOD ST"
17,"Alley Apron Menu","2901-2909 W 65TH ST",2018,30014.17,14303,"2901 W 65TH ST","2909 W 65TH ST"
17,"Sidewalk Menu","7436-7438 S PEORIA ST",2018,7457.73,14318,"7436 S PEORIA ST","7438 S PEORIA ST"
17,"Sidewalk Menu","7844-7848 S STEWART AVE",2018,9426.48,14321,"7844 S STEWART AVE","7848 S STEWART AVE"
17,"Sidewalk Menu","7521-7523 S WOLCOTT AVE",2018,10900.05,14324,"7521 S WOLCOTT AVE","7523 S WOLCOTT AVE"
17,"Sidewalk Menu","8210-8212 S HERMITAGE AVE",2018,16232.28,14325,"8210 S HERMITAGE AVE","8212 S HERMITAGE AVE"
17,"Sidewalk Menu","7936-7938 S WOOD ST",2018,16105.19,14327,"7936 S WOOD ST","7938 S WOOD ST"
17,"Miscellaneous CDOT Projects","1625-1703 W 74TH ST",2019,600,14349,"1625 W 74TH ST","1703 W 74TH ST"
17,"Sidewalk Menu","8217-8219 S WOLCOTT AVE",2022,9782.08,14427,"8217 S WOLCOTT AVE","8219 S WOLCOTT AVE"
18,"Sidewalk Menu","7231-7233 S WESTERN AVE",2016,14118.51,15010,"7231 S WESTERN AVE","7233 S WESTERN AVE"
18,"Miscellaneous CDOT Projects","7231-7233 S WESTERN AVE",2017,8126.85,15033,"7231 S WESTERN AVE","7233 S WESTERN AVE"
18,"Sidewalk Menu","2800-2810 W 81ST ST",2017,8485.18,15035,"2800 W 81ST ST","2810 W 81ST ST"
18,"Sidewalk Menu","3231-3258 W 82ND ST",2017,52210.05,15037,"3231 W 82ND ST","3258 W 82ND ST"
18,"Sidewalk Menu","7900-7959 S FAIRFIELD AVE",2017,73409.89,15039,"7900 S FAIRFIELD AVE","7959 S FAIRFIELD AVE"
18,"Sidewalk Menu","8234-8236 S TALMAN AVE",2017,7466.49,15042,"8234 S TALMAN AVE","8236 S TALMAN AVE"
18,"Sidewalk Menu","7231-7233 S WESTERN AVE",2017,23652.55,15043,"7231 S WESTERN AVE","7233 S WESTERN AVE"
18,"Sidewalk Menu","7518-7530 S HAMILTON AVE",2020,12519.35,15138,"7518 S HAMILTON AVE","7530 S HAMILTON AVE"
18,"Sidewalk Menu","8015-8017 S ST LOUIS AVE",2021,5335.2,15181,"8015 S ST LOUIS AVE","8017 S ST LOUIS AVE"
18,"Sidewalk Menu","8203-8213 S SPAULDING AVE",2021,10647.86,15185,"8203 S SPAULDING AVE","8213 S SPAULDING AVE"
19,"Street Light Pole for High Definition Camera Menu","1404-1421 W 103RD ST",2022,3000,15860,"1404 W 103RD ST","1421 W 103RD ST"
20,"Pedestrian Countdown","1600-1612 W 48TH ST",2015,13532,16349,"1600 W 48TH ST","1612 W 48TH ST"
20,"Traffic Signal- Two Way Conversion","1600-1612 W 48TH ST",2016,50544.59,16355,"1600 W 48TH ST","1612 W 48TH ST"
20,"Curb & Gutter Menu","6152-6158 S EBERHART AVE",2017,8910.66,16377,"6152 S EBERHART AVE","6158 S EBERHART AVE"
20,"Sidewalk Menu","5500-5510 S LOWE AVE",2017,16519.7,16388,"5500 S LOWE AVE","5510 S LOWE AVE"
20,"Traffic Signal- Two Way Conversion","1600-1612 W 48TH ST",2017,5377.92,16410,"1600 W 48TH ST","1612 W 48TH ST"
20,"Sidewalk Menu","5516-5590 S GREEN ST",2018,14498.05,16427,"5516 S GREEN ST","5590 S GREEN ST"
20,"Sidewalk Menu","5117-5127 S RACINE AVE",2019,34410.14,16440,"5117 S RACINE AVE","5127 S RACINE AVE"
20,"Miscellaneous CDOT Projects","1340-1342 W 50TH ST",2021,150,16478,"1340 W 50TH ST","1342 W 50TH ST"
20,"Miscellaneous CDOT Projects","1506-1522 W 51ST ST",2021,600,16479,"1506 W 51ST ST","1522 W 51ST ST"
20,"Miscellaneous CDOT Projects","1340-1342 W 50TH ST",2022,150,16501,"1340 W 50TH ST","1342 W 50TH ST"
21,"Curb & Gutter Menu","8928-8932 S MARSHFIELD AVE",2018,9882.66,17148,"8928 S MARSHFIELD AVE","8932 S MARSHFIELD AVE"
21,"Sidewalk Menu","9106-9110 S LAFLIN ST",2019,27722.71,17225,"9106 S LAFLIN ST","9110 S LAFLIN ST"
21,"Sidewalk Menu","8334-8336 S MARSHFIELD AVE",2022,8001.17,17392,"8334 S MARSHFIELD AVE","8336 S MARSHFIELD AVE"
21,"Sidewalk Menu","8441-8447 S GILBERT CT",2022,3300.81,17394,"8441 S GILBERT CT","8447 S GILBERT CT"
21,"Sidewalk Menu","8727-8729 S LAFLIN ST",2022,6815.98,17399,"8727 S LAFLIN ST","8729 S LAFLIN ST"
21,"Sidewalk Menu","9111-9115 S ABERDEEN ST",2022,8489.39,17405,"9111 S ABERDEEN ST","9115 S ABERDEEN ST"
21,"Sidewalk Menu","9300-9304 S ASHLAND AVE",2022,31974.52,17407,"9300 S ASHLAND AVE","9304 S ASHLAND AVE"
21,"Sidewalk Menu","9412-9414 S VINCENNES AVE",2022,43541.76,17408,"9412 S VINCENNES AVE","9414 S VINCENNES AVE"
22,"Sidewalk Menu","4931-4941 S LARAMIE AVE",2018,9063.97,17826,"4931 S LARAMIE AVE","4941 S LARAMIE AVE"
22,"Curb & Gutter Menu","3007-3015 S KARLOV AVE",2020,32400.26,17884,"3007 S KARLOV AVE","3015 S KARLOV AVE"
22,"Sidewalk Menu","3448-3458 W 30TH ST",2020,15068.3,17887,"3448 W 30TH ST","3458 W 30TH ST"
22,"Sidewalk Menu","3238-3239 S KOMENSKY AVE",2020,2838.02,17891,"3238 S KOMENSKY AVE","3239 S KOMENSKY AVE"
22,"Sidewalk Menu","4034-4044 W 27TH ST",2020,10918.65,17893,"4034 W 27TH ST","4044 W 27TH ST"
22,"Sidewalk Menu","4217-4223 W 25TH ST",2020,8912.3,17895,"4217 W 25TH ST","4223 W 25TH ST"
22,"Sidewalk Menu","3053-3059 S AVERS AVE",2020,7800.41,17896,"3053 S AVERS AVE","3059 S AVERS AVE"
22,"Curb & Gutter Menu","4600-4658 S LAMON AVE",2021,83792.04,17931,"4600 S LAMON AVE","4658 S LAMON AVE"
22,"Sidewalk Menu","3100-3108 S KOMENSKY AVE",2021,38593.79,17934,"3100 S KOMENSKY AVE","3108 S KOMENSKY AVE"
22,"Sidewalk Menu","3714-3724 W 25TH ST",2021,16477.99,17935,"3714 W 25TH ST","3724 W 25TH ST"
22,"Sidewalk Menu","4000-4012 W 28TH ST",2021,10409.96,17936,"4000 W 28TH ST","4012 W 28TH ST"
22,"Sidewalk Menu","4431-4439 S KEATING AVE",2021,6853.44,17937,"4431 S KEATING AVE","4439 S KEATING AVE"
22,"Sidewalk Menu","5001-5013 W 44TH ST",2021,71000,17939,"5001 W 44TH ST","5013 W 44TH ST"
22,"Sidewalk Menu","3714-3724 W 25TH ST",2022,21100.26,17981,"3714 W 25TH ST","3724 W 25TH ST"
22,"Sidewalk Menu","4001-4011 W 25TH ST",2022,26181.6,17982,"4001 W 25TH ST","4011 W 25TH ST"
22,"Sidewalk Menu","4810-4812 S LECLAIRE AVE",2022,961.7,17986,"4810 S LECLAIRE AVE","4812 S LECLAIRE AVE"
22,"Sidewalk Menu","4818-4824 S LEAMINGTON AVE",2022,3811.05,17987,"4818 S LEAMINGTON AVE","4824 S LEAMINGTON AVE"
22,"Street Resurfacing Menu","4441-4443 S LEAMINGTON AVE",2022,8333.45,17991,"4441 S LEAMINGTON AVE","4443 S LEAMINGTON AVE"
23,"Miscellaneous-CDOT","5458-5446 S. Nottingham Ave.",2007,5538,18101,"5458 S. Nottingham Ave.","5446 S. Nottingham Ave."
23,"Miscellaneous-CDOT","5343-5347 S. Natchez",2007,626,18107,"5343 S. Natchez","5347 S. Natchez"
23,"Alley Apron Menu","3700-3718 W 55TH PL",2016,9658.83,18798,"3700 W 55TH PL","3718 W 55TH PL"
23,"Curb & Gutter Menu","5342-5344 S NEWLAND AVE",2017,4442.55,18949,"5342 S NEWLAND AVE","5344 S NEWLAND AVE"
23,"Curb & Gutter Menu","5739-5743 S MENARD AVE",2019,5743.65,19097,"5739 S MENARD AVE","5743 S MENARD AVE"
24,"Street Speed Hump Menu","3819-3861 W ARTHINGTON ST",2018,3700,19820,"3819 W ARTHINGTON ST","3861 W ARTHINGTON ST"
24,"Floodlight Menu","1701-1759 S KOSTNER AVE",2021,1900,19887,"1701 S KOSTNER AVE","1759 S KOSTNER AVE"
24,"Sidewalk Menu","1217-1237 S HOMAN AVE",2021,35807.1,19896,"1217 S HOMAN AVE","1237 S HOMAN AVE"
24,"Curb & Gutter Menu","1538-1554 S TRUMBULL AVE",2022,18846.67,19924,"1538 S TRUMBULL AVE","1554 S TRUMBULL AVE"
24,"Miscellaneous CDOT Projects","1301-1331 S KEDVALE AVE",2022,450,19926,"1301 S KEDVALE AVE","1331 S KEDVALE AVE"
24,"Miscellaneous CDOT Projects","1557-1559 S CHRISTIANA AVE",2022,300,19928,"1557 S CHRISTIANA AVE","1559 S CHRISTIANA AVE"
24,"Sidewalk Menu","1113-1123 S ST LOUIS AVE",2022,16357.81,19934,"1113 S ST LOUIS AVE","1123 S ST LOUIS AVE"
24,"Sidewalk Menu","1326-1336 S KOSTNER AVE",2022,31038.72,19935,"1326 S KOSTNER AVE","1336 S KOSTNER AVE"
24,"Sidewalk Menu","1344-1360 S KOMENSKY AVE",2022,12328.47,19936,"1344 S KOMENSKY AVE","1360 S KOMENSKY AVE"
24,"Sidewalk Menu","1607-1609 S WASHTENAW AVE",2022,17259.98,19937,"1607 S WASHTENAW AVE","1609 S WASHTENAW AVE"
24,"Sidewalk Menu","2618-2620 W 22ND PL",2022,11730.97,19939,"2618 W 22ND PL","2620 W 22ND PL"
24,"Sidewalk Menu","3940-3950 W ROOSEVELT RD",2022,21863.63,19941,"3940 W ROOSEVELT RD","3950 W ROOSEVELT RD"
24,"Street Speed Hump Menu","4603-4635 W GLADYS AVE",2022,4700,19949,"4603 W GLADYS AVE","4635 W GLADYS AVE"
25,"Miscellaneous-CDOT","1200-1234 W 18 th St - Racine to Allport on North side",2008,15004,20155,"1200 W 18 th St - Racine to Allport on North side","1234 W 18 th St - Racine to Allport on North side"
25,"Curb & Gutter Menu","2205-2211 W 21ST PL",2017,16775.75,20682,"2205 W 21ST PL","2211 W 21ST PL"
25,"Curb & Gutter Menu","1800-1810 W 22ND PL",2018,10504.96,20711,"1800 W 22ND PL","1810 W 22ND PL"
25,"Sidewalk Menu","3233-3241 S CLAREMONT AVE",2018,5435.38,20717,"3233 S CLAREMONT AVE","3241 S CLAREMONT AVE"
25,"Sidewalk Menu","2235-2239 S WOOD ST",2018,24572.73,20718,"2235 S WOOD ST","2239 S WOOD ST"
25,"Alley Speed Hump Menu","2423-2425 S WENTWORTH AVE",2019,700,20735,"2423 S WENTWORTH AVE","2425 S WENTWORTH AVE"
25,"Sidewalk Menu","2008-2010 W 19TH ST",2019,12259.11,20737,"2008 W 19TH ST","2010 W 19TH ST"
25,"Sidewalk Menu","1141-1151 W WASHINGTON BLVD",2021,12379.97,20809,"1141 W WASHINGTON BLVD","1151 W WASHINGTON BLVD"
25,"Sidewalk Menu","16-26 N MAY ST",2021,12856.1,20812,"16 N MAY ST","26 N MAY ST"
25,"Sidewalk Menu","1837-1839 S LAFLIN ST",2022,20515.6,20871,"1837 S LAFLIN ST","1839 S LAFLIN ST"
25,"Sidewalk Menu","2335-2337 W 24TH PL",2022,13798.92,20881,"2335 W 24TH PL","2337 W 24TH PL"
25,"Sidewalk Menu","2401-2447 W 24TH ST",2022,34232.86,20885,"2401 W 24TH ST","2447 W 24TH ST"
26,"Curb & Gutter Menu","3525-3538 W PIERCE AVE",2016,16989.19,21370,"3525 W PIERCE AVE","3538 W PIERCE AVE"
26,"Sidewalk Menu","1645-1647 N KILDARE AVE",2016,3957.2,21383,"1645 N KILDARE AVE","1647 N KILDARE AVE"
26,"Sidewalk Menu","1400-1402 N AVERS AVE",2016,9231.82,21384,"1400 N AVERS AVE","1402 N AVERS AVE"
26,"Sidewalk Menu","1719-1721 N KEELER AVE",2016,2152.61,21387,"1719 N KEELER AVE","1721 N KEELER AVE"
26,"Alley Resurfacing Menu","3640-3658 W WABANSIA AVE",2017,11462.63,21415,"3640 W WABANSIA AVE","3658 W WABANSIA AVE"
26,"Curb & Gutter Menu","1015-1021 N CAMPBELL AVE",2017,9931.4,21416,"1015 N CAMPBELL AVE","1021 N CAMPBELL AVE"
26,"Curb & Gutter Menu","2201-2219 W GRAND AVE",2017,20768.8,21417,"2201 W GRAND AVE","2219 W GRAND AVE"
26,"Sidewalk Menu","2734-2744 W LE MOYNE ST",2017,18674.97,21422,"2734 W LE MOYNE ST","2744 W LE MOYNE ST"
26,"Sidewalk Menu","2700-2712 W LE MOYNE ST",2017,8872.24,21425,"2700 W LE MOYNE ST","2712 W LE MOYNE ST"
26,"Sidewalk Menu","1719-1721 N KEELER AVE",2017,333.17,21426,"1719 N KEELER AVE","1721 N KEELER AVE"
26,"Sidewalk Menu","3131-3159 W WALTON ST",2017,29767.51,21428,"3131 W WALTON ST","3159 W WALTON ST"
26,"Sidewalk Menu","1322-1330 N AVERS AVE",2017,14865.52,21431,"1322 N AVERS AVE","1330 N AVERS AVE"
26,"Curb & Gutter Menu","3013-3015 W WABANSIA AVE",2019,2324.54,21487,"3013 W WABANSIA AVE","3015 W WABANSIA AVE"
26,"Sidewalk Menu","2401-2411 W OHIO ST",2019,22006.62,21493,"2401 W OHIO ST","2411 W OHIO ST"
26,"Sidewalk Menu","1940-1950 N HARDING AVE",2019,4408.94,21494,"1940 N HARDING AVE","1950 N HARDING AVE"
26,"Sidewalk Menu","1545-1553 N TRIPP AVE",2019,9116.38,21495,"1545 N TRIPP AVE","1553 N TRIPP AVE"
26,"Sidewalk Menu","3750-3751 W WABANSIA AVE",2019,53517.74,21496,"3750 W WABANSIA AVE","3751 W WABANSIA AVE"
26,"Sidewalk Menu","3118-3134 W WALTON ST",2019,14730.78,21498,"3118 W WALTON ST","3134 W WALTON ST"
26,"Sidewalk Menu","2154-2156 N KEYSTONE AVE",2020,11384.71,21521,"2154 N KEYSTONE AVE","2156 N KEYSTONE AVE"
26,"Sidewalk Menu","3756-3758 W MCLEAN AVE",2020,29089.6,21522,"3756 W MCLEAN AVE","3758 W MCLEAN AVE"
26,"Sidewalk Menu","4247-4249 W HIRSCH ST",2020,11285.76,21523,"4247 W HIRSCH ST","4249 W HIRSCH ST"
26,"Sidewalk Menu","1461-1465 N KEDVALE AVE",2020,24910.58,21526,"1461 N KEDVALE AVE","1465 N KEDVALE AVE"
26,"Sidewalk Menu","1503-1507 N KEDVALE AVE",2021,6434.89,21551,"1503 N KEDVALE AVE","1507 N KEDVALE AVE"
27,"Sidewalk Menu","2819-2829 W WASHINGTON BLVD",2016,7911.13,22132,"2819 W WASHINGTON BLVD","2829 W WASHINGTON BLVD"
27,"Alley Resurfacing Menu","1500-1541 N WELLS ST",2018,26746.13,22193,"1500 N WELLS ST","1541 N WELLS ST"
28,"Curb & Gutter Menu","4830-4834 W WASHINGTON BLVD",2016,7831.46,22895,"4830 W WASHINGTON BLVD","4834 W WASHINGTON BLVD"
28,"Bollard Menu","214-216 N HAMLIN BLVD",2017,1464.69,22928,"214 N HAMLIN BLVD","216 N HAMLIN BLVD"
28,"Curb & Gutter Menu","120-198 S ST LOUIS AVE",2017,16551.98,22929,"120 S ST LOUIS AVE","198 S ST LOUIS AVE"
28,"Street Resurfacing Menu","4715-4741 W RACE AVE",2018,21900.9,22983,"4715 W RACE AVE","4741 W RACE AVE"
28,"Sidewalk Menu","4651-4659 W WEST END AVE",2019,15465.38,23003,"4651 W WEST END AVE","4659 W WEST END AVE"
29,"Curb & Gutter Menu","6600-6612 W BLOOMINGDALE AVE",2016,14934.94,23465,"6600 W BLOOMINGDALE AVE","6612 W BLOOMINGDALE AVE"
29,"Sidewalk Menu","5244-5248 W GLADYS AVE",2016,7830.38,23475,"5244 W GLADYS AVE","5248 W GLADYS AVE"
29,"Sidewalk Menu","2641-2651 N MONT CLARE AVE",2021,24621.79,23682,"2641 N MONT CLARE AVE","2651 N MONT CLARE AVE"
29,"Sidewalk Menu","5800-5999 W ADAMS BLVD",2021,64775.45,23686,"5800 W ADAMS BLVD","5999 W ADAMS BLVD"
29,"Sidewalk Menu","7000-7004 W DIVERSEY AVE",2021,48889.47,23690,"7000 W DIVERSEY AVE","7004 W DIVERSEY AVE"
29,"Viaduct Improvement Menu","2200-2300 N NEWLAND AVE",2021,4147.51,23729,"2200 N NEWLAND AVE","2300 N NEWLAND AVE"
29,"Street Light Upgrade Menu","22-28 S MAYFIELD AVE",2022,500,23756,"22 S MAYFIELD AVE","28 S MAYFIELD AVE"
30,"Curb & Gutter Menu","2427-2429 N MONITOR AVE",2016,3299,24470,"2427 N MONITOR AVE","2429 N MONITOR AVE"
30,"Sidewalk Menu","6014-6018 W NELSON ST",2016,3455.16,24488,"6014 W NELSON ST","6018 W NELSON ST"
30,"Curb & Gutter Menu","3114-3116 N MASON AVE",2017,6860.67,24520,"3114 N MASON AVE","3116 N MASON AVE"
30,"Sidewalk Menu","6014-6018 W NELSON ST",2017,10089.45,24525,"6014 W NELSON ST","6018 W NELSON ST"
30,"Sidewalk Menu","3301-3303 N AVERS AVE",2017,18233.68,24535,"3301 N AVERS AVE","3303 N AVERS AVE"
30,"Sidewalk Menu","3126-3128 N MONTICELLO AVE",2017,3350.69,24540,"3126 N MONTICELLO AVE","3128 N MONTICELLO AVE"
30,"Sidewalk Menu","2715-2723 N MOBILE AVE",2017,1914.93,24541,"2715 N MOBILE AVE","2723 N MOBILE AVE"
30,"Sidewalk Menu","2721-2723 N MOBILE AVE",2017,3898.77,24545,"2721 N MOBILE AVE","2723 N MOBILE AVE"
30,"Curb & Gutter Menu","2535-2545 N LINDER AVE",2019,9192.65,24652,"2535 N LINDER AVE","2545 N LINDER AVE"
30,"Sidewalk Menu","2833-2837 N MAJOR AVE",2019,9933.54,24671,"2833 N MAJOR AVE","2837 N MAJOR AVE"
30,"Sidewalk Menu","2647-2649 N MELVINA AVE",2019,8773.18,24679,"2647 N MELVINA AVE","2649 N MELVINA AVE"
30,"Curb & Gutter Menu","5112-5116 W BARRY AVE",2021,7013.33,24735,"5112 W BARRY AVE","5116 W BARRY AVE"
30,"Sidewalk Menu","2422-2424 N MARMORA AVE",2022,5877.11,24780,"2422 N MARMORA AVE","2424 N MARMORA AVE"
30,"Sidewalk Menu","2906-2910 N MOODY AVE",2022,8778.85,24785,"2906 N MOODY AVE","2910 N MOODY AVE"
31,"Sidewalk Menu","3036-3044 N LOCKWOOD AVE",2016,11402.33,25500,"3036 N LOCKWOOD AVE","3044 N LOCKWOOD AVE"
31,"Sidewalk Menu","3121-3133 N LINDER AVE",2016,15627.42,25504,"3121 N LINDER AVE","3133 N LINDER AVE"
31,"Sidewalk Menu","2801-2813 N LECLAIRE AVE",2017,10880.9,25545,"2801 N LECLAIRE AVE","2813 N LECLAIRE AVE"
31,"Sidewalk Menu","2801-2813 N LECLAIRE AVE",2017,4590.43,25554,"2801 N LECLAIRE AVE","2813 N LECLAIRE AVE"
31,"Pedestrian Refuge Island Menu","4536-4538 W FULLERTON AVE",2019,60000,25597,"4536 W FULLERTON AVE","4538 W FULLERTON AVE"
32,"Curb & Gutter Menu","1756-1758 W CORTLAND ST",2018,3357.6,26323,"1756 W CORTLAND ST","1758 W CORTLAND ST"
32,"Sidewalk Menu","2426-2428 N CAMPBELL AVE",2018,5655.5,26334,"2426 N CAMPBELL AVE","2428 N CAMPBELL AVE"
32,"Curb & Gutter Menu","1405-1419 W DIVERSEY PKWY",2020,70000,26409,"1405 W DIVERSEY PKWY","1419 W DIVERSEY PKWY"
32,"Street Resurfacing Menu","3427-3429 N HOYNE AVE",2020,2556.57,26414,"3427 N HOYNE AVE","3429 N HOYNE AVE"
32,"Sidewalk Menu","2347-2399 W BARRY AVE",2021,15825.69,26454,"2347 W BARRY AVE","2399 W BARRY AVE"
33,"Miscellaneous CDOT Projects","3812-3839 N SACRAMENTO AVE",2016,1000,26947,"3812 N SACRAMENTO AVE","3839 N SACRAMENTO AVE"
33,"Curb & Gutter Menu","4141-4147 N FRANCISCO AVE",2017,10047.51,26988,"4141 N FRANCISCO AVE","4147 N FRANCISCO AVE"
33,"Curb & Gutter Menu","3727-3741 N CHRISTIANA AVE",2018,20777.31,27015,"3727 N CHRISTIANA AVE","3741 N CHRISTIANA AVE"
33,"Curb & Gutter Menu","3838-3840 N FRANCISCO AVE",2019,4877.61,27050,"3838 N FRANCISCO AVE","3840 N FRANCISCO AVE"
33,"Sidewalk Menu","2446-2456 W FLETCHER ST",2019,1331.81,27056,"2446 W FLETCHER ST","2456 W FLETCHER ST"
33,"Sidewalk Menu","3120-3122 W BELLE PLAINE AVE",2021,14415.12,27097,"3120 W BELLE PLAINE AVE","3122 W BELLE PLAINE AVE"
33,"Sidewalk Menu","3800-3820 N WHIPPLE ST",2022,18780.17,27156,"3800 N WHIPPLE ST","3820 N WHIPPLE ST"
34,"Sidewalk Menu","12200-12300 S ADA ST",2016,82292.92,27870,"12200 S ADA ST","12300 S ADA ST"
34,"Sidewalk Menu","12200-12300 S SANGAMON ST",2017,41176.21,27912,"12200 S SANGAMON ST","12300 S SANGAMON ST"
35,"Curb & Gutter Menu","2300-2330 N KEELER AVE",2016,26182.14,28647,"2300 N KEELER AVE","2330 N KEELER AVE"
35,"Sidewalk Menu","3300-3333 N KIMBALL AVE",2016,28286.74,28660,"3300 N KIMBALL AVE","3333 N KIMBALL AVE"
35,"Curb & Gutter Menu","2300-2330 N KEELER AVE",2017,52619.42,28676,"2300 N KEELER AVE","2330 N KEELER AVE"
36,"Curb & Gutter Menu","1922-1934 N LECLAIRE AVE",2018,16390.01,29543,"1922 N LECLAIRE AVE","1934 N LECLAIRE AVE"
36,"Sidewalk Menu","5524-5528 W HENDERSON ST",2018,14451.48,29555,"5524 W HENDERSON ST","5528 W HENDERSON ST"
36,"Curb & Gutter Menu","2940-2946 N NATOMA AVE",2019,6618.33,29606,"2940 N NATOMA AVE","2946 N NATOMA AVE"
36,"Sidewalk Menu","2331-2333 N MOBILE AVE",2019,8466.59,29618,"2331 N MOBILE AVE","2333 N MOBILE AVE"
36,"Sidewalk Menu","6248-6252 W BARRY AVE",2020,8479.16,29663,"6248 W BARRY AVE","6252 W BARRY AVE"
36,"Curb & Gutter Menu","2639-2645 N NEWCASTLE AVE",2021,15911.24,29688,"2639 N NEWCASTLE AVE","2645 N NEWCASTLE AVE"
36,"Curb & Gutter Menu","3315-3319 N OAK PARK AVE",2021,3649.86,29693,"3315 N OAK PARK AVE","3319 N OAK PARK AVE"
36,"Curb & Gutter Menu","2937-2941 N NEENAH AVE",2022,5644.41,29737,"2937 N NEENAH AVE","2941 N NEENAH AVE"
36,"Sidewalk Menu","2227-2235 N SAYRE AVE",2022,14836.61,29757,"2227 N SAYRE AVE","2235 N SAYRE AVE"
36,"Sidewalk Menu","2802-2806 N RUTHERFORD AVE",2022,9754.35,29763,"2802 N RUTHERFORD AVE","2806 N RUTHERFORD AVE"
37,"Alley Resurfacing Menu","5419-5423 W AUGUSTA BLVD",2017,2419.89,30304,"5419 W AUGUSTA BLVD","5423 W AUGUSTA BLVD"
37,"Sidewalk Menu","5431-5435 W POTOMAC AVE",2018,3047.99,30348,"5431 W POTOMAC AVE","5435 W POTOMAC AVE"
37,"Street Light Upgrade Menu","5234-5334 W CHICAGO AVE",2022,500,30487,"5234 W CHICAGO AVE","5334 W CHICAGO AVE"
