"ward","type","location","year","est_cost","id","address"
31,"Bollard Menu","2259 N KILPATRICK AV",2007,714,26939,"2259 N KILPATRICK AV"
31,"Bollard Menu","2812 N KENNETH AV",2008,1428,27011,"2812 N KENNETH AV"
31,"Bollard Menu","2813 N KENNETH AV",2008,714,27012,"2813 N KENNETH AV"
31,"Street Lighting","4144 W WELLINGTON AV",2008,500,27050,"4144 W WELLINGTON AV"
31,"Street Lighting","4900 W ALTGELD ST",2008,500,27051,"4900 W ALTGELD ST"
31,"Street Lighting","4900 W OAKDALE AV",2008,1000,27052,"4900 W OAKDALE AV"
31,"Street Lighting","4616 W SCHUBERT AV",2009,500,27100,"4616 W SCHUBERT AV"
31,"Street Lighting","4622 W SCHUBERT AV",2009,500,27101,"4622 W SCHUBERT AV"
31,"Street Lighting","4701 W SCHUBERT AV",2009,500,27102,"4701 W SCHUBERT AV"
31,"Bollard Menu","4359 W DIVERSEY AV",2010,630,27132,"4359 W DIVERSEY AV"
31,"Bollard Menu","4014 W WELLINGTON AV",2010,2520,27133,"4014 W WELLINGTON AV"
31,"Sidewalk Menu - Change Order","5214 W Drummond Place",2010,2208,27165,"5214 W Drummond Place"
31,"Sidewalk Menu - Change Order","5214 W Drummond",2010,2984,27166,"5214 W Drummond"
31,"Street Lighting","4808 W MONTANA ST",2010,3500,27192,"4808 W MONTANA ST"
31,"Street Lighting","4900 W OAKDALE AV",2010,500,27193,"4900 W OAKDALE AV"
31,"POD Camera","2318 N. Lavergne",2011,22500,27259,"2318 N. Lavergne"
31,"Floodlight Menu","2000 N LAMON AVE",2012,2000,27290,"2000 N LAMON AVE"
31,"Floodlight Menu","4877 W HOMER ST",2012,500,27291,"4877 W HOMER ST"
31,"Street Light Upgrade","4939 W GEORGE ST",2012,350,27294,"4939 W GEORGE ST"
31,"Street Light Upgrade","2711 N LAMON AVE",2012,350,27295,"2711 N LAMON AVE"
31,"Miscellaneous Other","4857 W WOLFRAM ST",2013,9692,27318,"4857 W WOLFRAM ST"
31,"Floodlight Menu","4835 W ALTGELD ST",2013,300,27355,"4835 W ALTGELD ST"
31,"Street Light Upgrade","4352 W DRUMMOND PL",2013,400,27357,"4352 W DRUMMOND PL"
31,"Street Light Upgrade","2924 N LONG AVE",2013,400,27358,"2924 N LONG AVE"
31,"Curb & Gutter Menu","5200 W SCHUBERT AVE",2014,3490,27365,"5200 W SCHUBERT AVE"
31,"Curb & Gutter Menu","5007 W DRUMMOND PL",2014,625,27368,"5007 W DRUMMOND PL"
31,"Floodlight Menu","2709 N LAMON AVE",2014,600,27409,"2709 N LAMON AVE"
31,"Floodlight Menu","5300 W DRUMMOND PL",2014,300,27410,"5300 W DRUMMOND PL"
31,"Floodlight Menu","3142 N LOTUS AVE",2014,600,27411,"3142 N LOTUS AVE"
31,"Floodlight Menu","5330 W NELSON ST",2014,600,27412,"5330 W NELSON ST"
31,"Floodlight Menu","3014 N LOTUS AVE",2014,600,27413,"3014 N LOTUS AVE"
31,"Floodlight Menu","5034 W PARKER AVE",2014,300,27414,"5034 W PARKER AVE"
31,"Floodlight Menu","5002 W PARKER AVE",2014,300,27415,"5002 W PARKER AVE"
31,"Street Light Upgrade","2014 N KILBOURN AVE",2014,400,27418,"2014 N KILBOURN AVE"
31,"Street Light Upgrade","3054 N LONG AVE",2014,400,27419,"3054 N LONG AVE"
31,"Street Light Upgrade","5120 W ALTGELD ST",2014,400,27420,"5120 W ALTGELD ST"
31,"Street Light Upgrade","5348 W NELSON ST",2014,350,27421,"5348 W NELSON ST"
31,"Street Light Upgrade","4520 W DEMING PL",2014,400,27422,"4520 W DEMING PL"
31,"Curb & Gutter Menu","5135 W NEWPORT AVE",2015,5609,27431,"5135 W NEWPORT AVE"
31,"Curb & Gutter Menu","5316 W PARKER AVE",2015,643,27433,"5316 W PARKER AVE"
31,"Curb & Gutter Menu","2954 N LOWELL AVE",2015,1980,27434,"2954 N LOWELL AVE"
31,"Sidewalk Menu","5019 W CORNELIA AVE",2015,2473,27440,"5019 W CORNELIA AVE"
31,"Sidewalk Menu","3143 N KOSTNER AVE",2015,3286,27442,"3143 N KOSTNER AVE"
31,"Sidewalk Menu","4140 W FLETCHER ST",2015,3624,27447,"4140 W FLETCHER ST"
31,"Sidewalk Menu","5105 W GEORGE ST",2015,3105,27449,"5105 W GEORGE ST"
31,"Sidewalk Menu","5306 W PARKER AVE",2015,6781,27450,"5306 W PARKER AVE"
31,"Sidewalk Menu","3028 N LOTUS AVE",2015,3936,27453,"3028 N LOTUS AVE"
31,"Sidewalk Menu","3042 N LINDER AVE",2015,2869,27455,"3042 N LINDER AVE"
31,"Sidewalk Menu","4164 W WELLINGTON AVE",2015,2201,27456,"4164 W WELLINGTON AVE"
31,"Sidewalk Menu","3024 N LUNA AVE",2015,6138,27457,"3024 N LUNA AVE"
31,"Sidewalk Menu","4111 W WELLINGTON AVE",2015,1811,27459,"4111 W WELLINGTON AVE"
31,"Sidewalk Menu","5355 W DRUMMOND PL",2015,4654,27461,"5355 W DRUMMOND PL"
31,"Street Light Upgrade","4632 W MONTANA ST",2015,400,27481,"4632 W MONTANA ST"
31,"Ken-Well Park Spray Feature","2945 N KENOSHA AVE",2016,90000,27494,"2945 N KENOSHA AVE"
31,"Kelvyn Park Bench","4438 W WRIGHTWOOD AVE",2016,5000,27495,"4438 W WRIGHTWOOD AVE"
31,"Cragin Park Bench","2611 N LOCKWOOD AVE",2016,5000,27496,"2611 N LOCKWOOD AVE"
31,"Sidewalk Menu","3935 W WRIGHTWOOD AVE",2016,21259.49,27499,"3935 W WRIGHTWOOD AVE"
31,"Sidewalk Menu","3005 N KOSTNER AVE",2016,4047.51,27500,"3005 N KOSTNER AVE"
31,"Sidewalk Menu","5111 W DRUMMOND PL",2016,9433.64,27501,"5111 W DRUMMOND PL"
31,"Sidewalk Menu","2304 N TRIPP AVE",2016,7984.22,27502,"2304 N TRIPP AVE"
31,"Sidewalk Menu","4909 W GEORGE ST",2016,1214.56,27503,"4909 W GEORGE ST"
31,"Sidewalk Menu","3143 N KOSTNER AVE",2016,588.57,27506,"3143 N KOSTNER AVE"
31,"Sidewalk Menu","4956 W NELSON ST",2016,13733.31,27507,"4956 W NELSON ST"
31,"Sidewalk Menu","4322 W BELDEN AVE",2016,35630.87,27508,"4322 W BELDEN AVE"
31,"Sidewalk Menu","3022 N KILBOURN AVE",2016,6276.13,27510,"3022 N KILBOURN AVE"
31,"Sidewalk Menu","2512 N AVERS AVE",2016,2778.43,27511,"2512 N AVERS AVE"
31,"Sidewalk Menu","4953 W ALTGELD ST",2016,2778.43,27512,"4953 W ALTGELD ST"
31,"Sidewalk Menu","3112 N KOSTNER AVE",2016,2154.94,27514,"3112 N KOSTNER AVE"
31,"Sidewalk Menu","2935 N KOSTNER AVE",2016,4628.56,27515,"2935 N KOSTNER AVE"
31,"Sidewalk Menu","5058 W ROSCOE ST",2016,578.54,27516,"5058 W ROSCOE ST"
31,"Street Light Upgrade Menu","2648 N KILDARE AVE",2016,5000,27519,"2648 N KILDARE AVE"
31,"Street Speed Hump Menu","5125 W NELSON ST",2016,1850,27527,"5125 W NELSON ST"
31,"Viaduct Improvement Menu","4100 W WRIGHTWOOD AVE",2016,24000,27532,"4100 W WRIGHTWOOD AVE"
31,"Viaduct Improvement Menu","4100 W WRIGHTWOOD AVE",2016,35911.42,27533,"4100 W WRIGHTWOOD AVE"
31,"Viaduct Improvement Menu","4015 W FULLERTON AVE",2016,18000,27534,"4015 W FULLERTON AVE"
31,"Viaduct Improvement Menu","4015 W FULLERTON AVE",2016,1625,27535,"4015 W FULLERTON AVE"
31,"Viaduct Improvement Menu","4311 W BELMONT AVE",2016,1508,27536,"4311 W BELMONT AVE"
31,"Viaduct Improvement Menu","4311 W BELMONT AVE",2016,6000,27537,"4311 W BELMONT AVE"
31,"Viaduct Improvement Menu","4100 W WRIGHTWOOD AVE",2016,7356,27538,"4100 W WRIGHTWOOD AVE"
31,"Alley Apron Menu","2544 N RIDGEWAY AVE",2017,8626,27539,"2544 N RIDGEWAY AVE"
31,"Alley Apron Menu","5344 W GEORGE ST",2017,13311.02,27540,"5344 W GEORGE ST"
31,"Alley Apron Menu","5300 W GEORGE ST",2017,9415.02,27541,"5300 W GEORGE ST"
31,"Alley Resurfacing Menu","4324 W PARKER AVE",2017,34602.47,27543,"4324 W PARKER AVE"
31,"Alley Resurfacing Menu","4628 W SCHUBERT AVE",2017,50110.38,27544,"4628 W SCHUBERT AVE"
31,"Alley Resurfacing Menu","5123 W NELSON ST",2017,34244.86,27545,"5123 W NELSON ST"
31,"Alley Resurfacing Menu","3741 W WRIGHTWOOD AVE",2017,48469.33,27546,"3741 W WRIGHTWOOD AVE"
31,"Alley Resurfacing Menu","4306 W DRUMMOND PL",2017,35046.75,27547,"4306 W DRUMMOND PL"
31,"Alley Speed Hump Menu","4404 W FULLERTON AVE",2017,2100,27549,"4404 W FULLERTON AVE"
31,"Bus Pad","4645 W BELMONT AVE",2017,16534.3,27556,"4645 W BELMONT AVE"
31,"Bus Pad","2401 N PULASKI RD",2017,42588.72,27557,"2401 N PULASKI RD"
31,"Curb & Gutter Menu","5039 W ROSCOE ST",2017,1199.08,27558,"5039 W ROSCOE ST"
31,"Curb & Gutter Menu","4140 W WELLINGTON AVE",2017,6289.85,27559,"4140 W WELLINGTON AVE"
31,"Curb & Gutter Menu","2825 N KOSTNER AVE",2017,6434.45,27560,"2825 N KOSTNER AVE"
31,"Ken-Well Park 31st Ward","2945 N KENOSHA AVE",2017,50000,27562,"2945 N KENOSHA AVE"
31,"Sidewalk Menu","2322 N TRIPP AVE",2017,3449.4,27565,"2322 N TRIPP AVE"
31,"Sidewalk Menu","4849 W DEMING PL",2017,4325.23,27566,"4849 W DEMING PL"
31,"Sidewalk Menu","4116 W OAKDALE AVE",2017,4420.16,27567,"4116 W OAKDALE AVE"
31,"Sidewalk Menu","4400 W DEMING PL",2017,9377.44,27568,"4400 W DEMING PL"
31,"Sidewalk Menu","4921 W PARKER AVE",2017,10476.67,27569,"4921 W PARKER AVE"
31,"Sidewalk Menu","4500 W PARKER AVE",2017,22249.48,27570,"4500 W PARKER AVE"
31,"Sidewalk Menu","4829 W WRIGHTWOOD AVE",2017,1229.28,27571,"4829 W WRIGHTWOOD AVE"
31,"Sidewalk Menu","4615 W ALTGELD ST",2017,5877.66,27572,"4615 W ALTGELD ST"
31,"Sidewalk Menu","4829 W WRIGHTWOOD AVE",2017,4709.24,27574,"4829 W WRIGHTWOOD AVE"
31,"Half $13505.50 with Ward 36)","5021 W FULLERTON AVE",2018,13505.5,27595,"5021 W FULLERTON AVE"
31,"Sidewalk Menu","2903 N KILPATRICK AVE",2018,4764.32,27597,"2903 N KILPATRICK AVE"
31,"Sidewalk Menu","4608 W WRIGHTWOOD AVE",2018,4639.64,27598,"4608 W WRIGHTWOOD AVE"
31,"Miscellaneous CDOT Projects","4333 W DRUMMOND PL",2019,500,27630,"4333 W DRUMMOND PL"
31,"Sidewalk Menu","4819 W SCHOOL ST",2019,1726.86,27633,"4819 W SCHOOL ST"
31,"Sidewalk Menu","3110 N LOWELL AVE",2019,4414.24,27634,"3110 N LOWELL AVE"
31,"Sidewalk Menu","2833 N KILDARE AVE",2019,4838.85,27635,"2833 N KILDARE AVE"
31,"Sidewalk Menu","4538 W FULLERTON AVE",2019,12735.89,27636,"4538 W FULLERTON AVE"
31,"Sidewalk Menu","3021 N KILPATRICK AVE",2019,6304.5,27637,"3021 N KILPATRICK AVE"
31,"Alley Speed Hump Menu","5052 W ROSCOE ST",2020,700,27667,"5052 W ROSCOE ST"
31,"1 POD Camera + LPR on Existing: 5200 W Fullerton","5200 W FULLERTON AVE",2021,35747,27690,"5200 W FULLERTON AVE"
31,"Floodlight Menu","4038 W SCHUBERT AVE",2021,950,27722,"4038 W SCHUBERT AVE"
31,"Floodlight Menu","5148 W FLETCHER ST",2021,950,27723,"5148 W FLETCHER ST"
31,"Sidewalk Menu","4942 W ALTGELD ST",2021,3933.29,27724,"4942 W ALTGELD ST"
31,"Sidewalk Menu","5318 W DIVERSEY AVE",2021,5821.65,27725,"5318 W DIVERSEY AVE"
31,"Miscellaneous CDOT Projects","2931 N LARAMIE AVE",2022,660,27762,"2931 N LARAMIE AVE"
31,"Sidewalk Menu","2947 N KEATING AVE",2022,5988.03,27764,"2947 N KEATING AVE"
31,"Sidewalk Menu","4819 W HENDERSON ST",2022,6099.18,27766,"4819 W HENDERSON ST"
31,"Sidewalk Menu","5009 W GEORGE ST",2022,1711,27768,"5009 W GEORGE ST"
31,"Sidewalk Menu","5055 W GEORGE ST",2022,1415.06,27769,"5055 W GEORGE ST"
31,"Sidewalk Menu","5301 W SCHUBERT AVE",2022,10454.34,27771,"5301 W SCHUBERT AVE"
31,"Street Light Upgrade Menu","3023 N KEATING AVE",2022,500,27781,"3023 N KEATING AVE"
31,"Street Light Upgrade Menu","5336 W DIVERSEY AVE",2022,500,27783,"5336 W DIVERSEY AVE"
31,"Street Light Upgrade Menu","5434 W FULLERTON AVE",2022,500,27785,"5434 W FULLERTON AVE"
31,"Street Resurfacing Menu","4552 W GEORGE ST",2022,49705.08,27788,"4552 W GEORGE ST"
32,"Bollard Menu","2200 N LEAVITT ST",2005,633,27815,"2200 N LEAVITT ST"
32,"Acquisition","1724 N Wilmot",2005,97667,27825,"1724 N Wilmot"
32,"Bollard Menu","2301 W LYNDALE ST",2006,3879,27837,"2301 W LYNDALE ST"
32,"Bollard Menu","1727 W NEWPORT AV",2006,3232,27838,"1727 W NEWPORT AV"
32,"Miscellaneous-CDOT","1515 W. Fullerton",2006,6213,27841,"1515 W. Fullerton"
32,"Pole Painting","1824 W WEBSTER AV",2006,107050,27856,"1824 W WEBSTER AV"
32,"Pole Painting","1824 W WEBSTER AV",2006,6450,27857,"1824 W WEBSTER AV"
32,"Street Lighting","1234 W GEORGE ST",2006,3000,27861,"1234 W GEORGE ST"
32,"Acquisition","1724 N Wilmot",2006,2333,27943,"1724 N Wilmot"
32,"Chicago Park District","2534 N Greenview",2006,50000,27944,"2534 N Greenview"
32,"Chicago Park District","3035 North Hoyne",2006,60000,27945,"3035 North Hoyne"
32,"Chicago Park District","1023 W Wrightwood",2006,10000,27946,"1023 W Wrightwood"
32,"Chicago Park District","1300 W Wolfran",2006,10000,27947,"1300 W Wolfran"
32,"Chicago Park District","2528 N Racine",2006,15000,27948,"2528 N Racine"
32,"Bollard Menu","2148 W WEBSTER AV",2007,714,27960,"2148 W WEBSTER AV"
32,"Bollard Menu","2148 W WEBSTER AV",2007,714,27961,"2148 W WEBSTER AV"
32,"Miscellaneous-Other","1724 North Wilmot",2007,280000,27981,"1724 North Wilmot"
32,"Sidewalk Menu - Change Order","2008 W Concord Pl",2008,243,28012,"2008 W Concord Pl"
32,"Bollard Menu","1914 N HERMITAGE AV",2009,630,28045,"1914 N HERMITAGE AV"
32,"Bollard Menu","2144 N SHEFFIELD AV",2009,630,28046,"2144 N SHEFFIELD AV"
32,"Alley Resurfacing Menu - Change Orde","1532 W Wrightwood",2010,81,28105,"1532 W Wrightwood"
32,"Miscellaneous-CDOT","1522 W Wolfram",2010,4000,28131,"1522 W Wolfram"
32,"Miscellaneous-Other","121 N LA SALLE ST",2011,161,28193,"121 N LA SALLE ST"
32,"Floodlight Menu","1641 W DIVERSEY PKWY",2014,600,28300,"1641 W DIVERSEY PKWY"
32,"Chicago Park District","2200 N OAKLEY AVE",2014,150000,28305,"2200 N OAKLEY AVE"
32,"Alley Speed Hump Menu","2107 N ALBANY AVE",2015,700,28307,"2107 N ALBANY AVE"
32,"Sidewalk Menu","2350 W LYNDALE ST",2015,6632,28313,"2350 W LYNDALE ST"
32,"Sidewalk Menu","2011 W BELMONT AVE",2015,3656,28314,"2011 W BELMONT AVE"
32,"Chicago Park District","2200 N OAKLEY AVE",2015,150000,28337,"2200 N OAKLEY AVE"
32,"Alley Apron Menu","2048 W DICKENS AVE",2016,21229.43,28339,"2048 W DICKENS AVE"
32,"Alley Apron Menu","1855 N OAKLEY AVE",2016,15984.95,28340,"1855 N OAKLEY AVE"
32,"Alley Apron Menu","2815 N LAKEWOOD AVE",2016,19997.36,28341,"2815 N LAKEWOOD AVE"
32,"Alley Apron Menu","1852 W OAKDALE AVE",2016,11943.09,28342,"1852 W OAKDALE AVE"
32,"Alley Resurfacing Menu","1641 N PAULINA ST",2016,2954.81,28347,"1641 N PAULINA ST"
32,"Alley Resurfacing Menu","1920 W BARRY AVE",2016,3311.43,28348,"1920 W BARRY AVE"
32,"Alley Resurfacing Menu","1754 N PAULINA ST",2016,7794.59,28349,"1754 N PAULINA ST"
32,"Bollard Menu","2312 N HAMILTON AVE",2016,1757.99,28354,"2312 N HAMILTON AVE"
32,"Sidewalk Menu","1716 N HOYNE AVE",2016,8665.42,28364,"1716 N HOYNE AVE"
32,"Sidewalk Menu","2001 W WELLINGTON AVE",2016,8403.81,28365,"2001 W WELLINGTON AVE"
32,"Sidewalk Menu","2449 N ASHLAND AVE",2016,6467.53,28366,"2449 N ASHLAND AVE"
32,"Sidewalk Menu","1813 N MILWAUKEE AVE",2016,3721.2,28367,"1813 N MILWAUKEE AVE"
32,"Street Speed Hump Menu","2200 N OAKLEY AVE",2016,1850,28394,"2200 N OAKLEY AVE"
32,"Street Speed Hump Menu","2200 W WELLINGTON AVE",2016,3700,28401,"2200 W WELLINGTON AVE"
32,"Alley Apron Menu","1720 N MARSHFIELD AVE",2017,13238.58,28407,"1720 N MARSHFIELD AVE"
32,"Alley Apron Menu","1713 N MARSHFIELD AVE",2017,13872.07,28408,"1713 N MARSHFIELD AVE"
32,"Alley Speed Hump Menu","2213 N LEAVITT ST",2017,700,28411,"2213 N LEAVITT ST"
32,"Bollard Menu","2313 W DICKENS AVE",2017,1839.3,28414,"2313 W DICKENS AVE"
32,"Curb & Gutter Menu","1523 W WOLFRAM ST",2017,16063.39,28415,"1523 W WOLFRAM ST"
32,"Curb & Gutter Menu","3204 N OAKLEY AVE",2017,26833.04,28416,"3204 N OAKLEY AVE"
32,"Curb & Gutter Menu","1748 W WELLINGTON AVE",2017,358.37,28417,"1748 W WELLINGTON AVE"
32,"Sidewalk Menu","2033 W BELMONT AVE",2017,16061.09,28421,"2033 W BELMONT AVE"
32,"Sidewalk Menu","2320 N ALBANY AVE",2017,73977.35,28422,"2320 N ALBANY AVE"
32,"Sidewalk Menu","1813 N MILWAUKEE AVE",2017,4719.03,28423,"1813 N MILWAUKEE AVE"
32,"Sidewalk Menu","2104 W WEBSTER AVE",2017,5358.5,28425,"2104 W WEBSTER AVE"
32,"Street Light Upgrade Menu","1718 N HERMITAGE AVE",2017,500,28426,"1718 N HERMITAGE AVE"
32,"One Alley Light","1301 W WELLINGTON AVE",2017,500,28427,"1301 W WELLINGTON AVE"
32,"Alley Apron Menu","2142 W MOFFAT ST",2018,11165.42,28456,"2142 W MOFFAT ST"
32,"Alley Apron Menu","2244 W HOMER ST",2018,13230.21,28457,"2244 W HOMER ST"
32,"Alley Resurfacing Menu","2742 N GREENVIEW AVE",2018,11564.52,28463,"2742 N GREENVIEW AVE"
32,"Curb & Gutter Menu","1748 W WELLINGTON AVE",2018,1002.29,28467,"1748 W WELLINGTON AVE"
32,"Curb & Gutter Menu","2522 W LOGAN BLVD",2018,4950.11,28469,"2522 W LOGAN BLVD"
32,"Curb & Gutter Menu","3152 N LEAVITT ST",2018,11755.7,28470,"3152 N LEAVITT ST"
32,"Pavement Markings Menu","2350 N KEDZIE BLVD",2018,2870.66,28473,"2350 N KEDZIE BLVD"
32,"Sidewalk Menu","2543 N FRANCISCO AVE",2018,17309.99,28475,"2543 N FRANCISCO AVE"
32,"Sidewalk Menu","1700 W BARRY AVE",2018,9082.12,28476,"1700 W BARRY AVE"
32,"Sidewalk Menu","2128 W CHURCHILL ST",2018,2223.79,28478,"2128 W CHURCHILL ST"
32,"Alley Apron Menu","3142 N OAKLEY AVE",2019,10644.41,28508,"3142 N OAKLEY AVE"
32,"Alley Apron Menu","1350 W SCHUBERT AVE",2019,10519.77,28509,"1350 W SCHUBERT AVE"
32,"Alley Apron Menu","2743 N GREENVIEW AVE",2019,10953.13,28510,"2743 N GREENVIEW AVE"
32,"Alley Apron Menu","2344 W BARRY AVE",2019,11012.3,28511,"2344 W BARRY AVE"
32,"Alley Apron Menu","2242 W SCHOOL ST",2019,9990.62,28512,"2242 W SCHOOL ST"
32,"Alley Apron Menu","3142 N OAKLEY AVE",2019,2453.22,28513,"3142 N OAKLEY AVE"
32,"Jahn Elementary Playground Improvements","3149 N WOLCOTT AVE",2019,175000,28523,"3149 N WOLCOTT AVE"
32,"Drummond Elementary Turf Field","1845 W CORTLAND ST",2019,150000,28524,"1845 W CORTLAND ST"
32,"Pulaski Elementary Turf Field","2230 W MCLEAN AVE",2019,175000,28525,"2230 W MCLEAN AVE"
32,"Curb & Gutter Menu","1633 N WESTERN AVE",2019,3613.47,28526,"1633 N WESTERN AVE"
32,"In-Road State Law Stop For Pedestrians Signs Menu","3100 N CLYBOURN AVE",2019,600,28527,"3100 N CLYBOURN AVE"
32,"Miscellaneous CDOT Projects","3129 W LOGAN BLVD",2019,4540.5,28529,"3129 W LOGAN BLVD"
32,"Sidewalk Menu","2555 N MILWAUKEE AVE",2019,9036.95,28530,"2555 N MILWAUKEE AVE"
32,"Sidewalk Menu","3330 N DAMEN AVE",2019,2149.54,28531,"3330 N DAMEN AVE"
32,"Sidewalk Menu","1821 W BELMONT AVE",2019,14123.63,28532,"1821 W BELMONT AVE"
32,"Sidewalk Menu","3239 N DAMEN AVE",2019,1534.2,28533,"3239 N DAMEN AVE"
32,"Sidewalk Menu","2643 N SOUTHPORT AVE",2019,7619.59,28534,"2643 N SOUTHPORT AVE"
32,"Sidewalk Menu","1740 N MILWAUKEE AVE",2019,5944.66,28535,"1740 N MILWAUKEE AVE"
32,"Sidewalk Menu","2321 W BELMONT AVE",2019,3138.8,28536,"2321 W BELMONT AVE"
32,"Sidewalk Menu","2540 N TALMAN AVE",2019,6488.13,28537,"2540 N TALMAN AVE"
32,"Sidewalk Menu","1953 W MELROSE ST",2019,2522.08,28538,"1953 W MELROSE ST"
32,"Sidewalk Menu","2322 W BELMONT AVE",2019,7631.37,28539,"2322 W BELMONT AVE"
32,"Sidewalk Menu","2511 N CLYBOURN AVE",2019,10454.51,28541,"2511 N CLYBOURN AVE"
32,"Street Resurfacing Menu","1760 W WRIGHTWOOD AVE",2019,20799.25,28551,"1760 W WRIGHTWOOD AVE"
32,"Alley Apron Menu","3119 N WOLCOTT AVE",2020,41249.63,28562,"3119 N WOLCOTT AVE"
32,"Alley Apron Menu","2745 N FAIRFIELD AVE",2020,24475.66,28563,"2745 N FAIRFIELD AVE"
32,"Curb & Gutter Menu","1823 W CORTLAND ST",2020,24645.95,28564,"1823 W CORTLAND ST"
32,"1 POD Camera: 3256 N Western Ave","3256 N WESTERN AVE",2020,24776,28566,"3256 N WESTERN AVE"
32,"Sidewalk Menu","2144 W WABANSIA AVE",2020,11486.72,28568,"2144 W WABANSIA AVE"
32,"Sidewalk Menu","2042 N LEAVITT ST",2020,16933.29,28569,"2042 N LEAVITT ST"
32,"1 POD Camera: 1801 W Armitage","1801 W ARMITAGE AVE",2021,27410,28584,"1801 W ARMITAGE AVE"
32,"Alley Apron Menu","1710 N PAULINA ST",2021,13679.8,28587,"1710 N PAULINA ST"
32,"Alley Apron Menu","1945 W SCHOOL ST",2021,47588.52,28588,"1945 W SCHOOL ST"
32,"Alley Apron Menu","2015 N WINCHESTER AVE",2021,11943.02,28589,"2015 N WINCHESTER AVE"
32,"Alley Apron Menu","2015 W SCHOOL ST",2021,16127.95,28590,"2015 W SCHOOL ST"
32,"Alley Apron Menu","2346 W LYNDALE ST",2021,17137.14,28591,"2346 W LYNDALE ST"
32,"Alley Apron Menu","2950 N HONORE ST",2021,11106.22,28592,"2950 N HONORE ST"
32,"Alley Apron Menu","3314 N WOLCOTT AVE",2021,11133.06,28594,"3314 N WOLCOTT AVE"
32,"Bollard Menu","1661 N OAKLEY AVE",2021,3359.46,28613,"1661 N OAKLEY AVE"
32,"Bollard Menu","1758 W NELSON ST",2021,872.61,28614,"1758 W NELSON ST"
32,"Curb & Gutter Menu","1630 N HERMITAGE AVE",2021,40364.98,28615,"1630 N HERMITAGE AVE"
32,"Curb & Gutter Menu","1938 N OAKLEY AVE",2021,2543.88,28616,"1938 N OAKLEY AVE"
32,"Curb & Gutter Menu","1945 N WINCHESTER AVE",2021,61453.88,28617,"1945 N WINCHESTER AVE"
32,"Curb & Gutter Menu","2619 N FAIRFIELD AVE",2021,3597.82,28618,"2619 N FAIRFIELD AVE"
32,"Curb & Gutter Menu","3042 N WOLCOTT AVE",2021,45961.35,28619,"3042 N WOLCOTT AVE"
32,"Miscellaneous CDOT Projects","2420 N LINDEN PL",2021,150,28620,"2420 N LINDEN PL"
32,"Sidewalk Menu","2032 W ROSCOE ST",2021,1602.32,28621,"2032 W ROSCOE ST"
32,"Sidewalk Menu","2749 N MOZART ST",2021,3442.71,28623,"2749 N MOZART ST"
32,"Alley Apron Menu","1612 W WABANSIA AVE",2022,20230.51,28641,"1612 W WABANSIA AVE"
32,"Alley Apron Menu","1709 N PAULINA ST",2022,12958.47,28642,"1709 N PAULINA ST"
32,"Alley Apron Menu","1945 W SCHOOL ST",2022,16895.61,28643,"1945 W SCHOOL ST"
32,"Curb & Gutter Menu","1938 N WINCHESTER AVE",2022,46635.09,28664,"1938 N WINCHESTER AVE"
32,"Curb & Gutter Menu","1942 N WOOD ST",2022,32169.81,28665,"1942 N WOOD ST"
32,"Curb & Gutter Menu","3047 N CLYBOURN AVE",2022,72971.03,28666,"3047 N CLYBOURN AVE"
32,"Ehrler Park Improvements","2230 W CORTLAND ST",2022,150000,28667,"2230 W CORTLAND ST"
32,"Sidewalk Menu","2114 W CHARLESTON ST",2022,3756.53,28671,"2114 W CHARLESTON ST"
33,"Bollard Menu","4414 N FRANCISCO AV",2006,647,28745,"4414 N FRANCISCO AV"
33,"Bollard Menu","4511 N MONTICELLO AV",2006,1293,28746,"4511 N MONTICELLO AV"
33,"Bollard Menu","4415 N RICHMOND ST",2006,647,28747,"4415 N RICHMOND ST"
33,"Bollard Menu","4016 N SAWYER AV",2006,2586,28748,"4016 N SAWYER AV"
33,"Bollard Menu","3235 N KEDZIE AV",2007,714,28791,"3235 N KEDZIE AV"
33,"Bollard Menu","3123 W WILSON AV",2007,1428,28792,"3123 W WILSON AV"
33,"Bollard Menu","3410 W SUNNYSIDE AV",2008,1428,28836,"3410 W SUNNYSIDE AV"
33,"Bollard Menu","3123 W WILSON AV",2008,714,28837,"3123 W WILSON AV"
33,"Bollard Menu","3600 N ALBANY AV",2010,970,28900,"3600 N ALBANY AV"
33,"Bollard Menu","3133 N SACRAMENTO AV",2010,970,28901,"3133 N SACRAMENTO AV"
33,"Street Lighting","4035 N BERNARD ST",2011,350,28934,"4035 N BERNARD ST"
33,"Street Light Upgrade","3758 N SACRAMENTO AVE",2012,350,28984,"3758 N SACRAMENTO AVE"
33,"Street Light Upgrade","4121 N FRANCISCO AVE",2013,400,29014,"4121 N FRANCISCO AVE"
33,"School Projects","3121 W BYRON ST",2013,121740,29015,"3121 W BYRON ST"
33,"Miscellaneous Other","2900 W IRVING PARK RD",2014,8510,29023,"2900 W IRVING PARK RD"
33,"Chicago Park District","2741 W MONTROSE AVE",2014,13404,29052,"2741 W MONTROSE AVE"
33,"Miscellaneous Other","3649 N KEDZIE AVE",2014,10000,29053,"3649 N KEDZIE AVE"
33,"Miscellaneous CDOT","3419 W LAWRENCE AVE",2015,3500,29090,"3419 W LAWRENCE AVE"
